0,0,0,0,1,315
0,0,0,1,0,157
0,0,0,1,2,39
0,0,0,2,1,46
0,0,1,0,0,876
0,0,1,0,2,66
0,0,1,2,0,170
0,0,1,2,3,73
0,0,1,3,2,34
0,0,2,0,1,44
0,0,2,1,0,104
0,0,2,1,3,11
0,0,2,3,1,13
0,0,3,1,2,13
0,0,3,2,1,12
0,1,0,0,0,594
0,1,0,0,2,195
0,1,0,2,0,89
0,1,0,2,3,43
0,1,0,3,2,33
0,1,2,0,0,140
0,1,2,0,3,39
0,1,2,3,0,43
0,1,2,3,4,16
0,1,2,4,3,10
0,1,3,0,2,36
0,1,3,2,0,26
0,1,3,2,4,5
0,1,3,4,2,10
0,1,4,2,3,6
0,1,4,3,2,5
0,2,0,0,1,138
0,2,0,1,0,36
0,2,0,1,3,12
0,2,0,3,1,37
0,2,1,0,0,170
0,2,1,0,3,40
0,2,1,3,0,49
0,2,1,3,4,11
0,2,1,4,3,6
0,2,3,0,1,29
0,2,3,1,0,12
0,2,3,1,4,3
0,2,3,4,1,5
0,2,4,1,3,3
0,2,4,3,1,1
0,3,0,1,2,5
0,3,0,2,1,24
0,3,1,0,2,27
0,3,1,2,0,34
0,3,1,2,4,11
0,3,1,4,2,6
0,3,2,0,1,27
0,3,2,1,0,25
0,3,2,1,4,6
0,3,4,2,1,2
0,4,1,2,3,12
0,4,1,3,2,6
0,4,2,1,3,2
0,4,2,3,1,4
0,4,3,1,2,6
0,4,3,2,1,4
1,0,0,0,0,175
1,0,0,0,2,20
1,0,0,2,0,38
1,0,0,2,3,9
1,0,0,3,2,5
1,0,2,0,0,30
1,0,2,0,3,5
1,0,2,3,0,27
1,0,2,3,4,2
1,0,2,4,3,1
1,0,3,0,2,1
1,0,3,2,0,16
1,0,3,2,4,1
1,0,3,4,2,1
1,0,4,3,2,1
1,2,0,0,0,66
1,2,0,0,3,16
1,2,0,3,0,7
1,2,0,3,4,3
1,2,0,4,3,1
1,2,3,0,0,10
1,2,3,0,4,1
1,2,3,4,0,2
1,2,3,4,5,59
1,2,3,5,4,33
1,2,4,3,0,2
1,2,4,3,5,46
1,2,4,5,3,32
1,2,5,3,4,38
1,2,5,4,3,59
1,3,0,0,2,10
1,3,0,2,0,8
1,3,0,4,2,2
1,3,2,0,0,5
1,3,2,0,4,1
1,3,2,4,0,3
1,3,2,4,5,75
1,3,2,5,4,37
1,3,4,2,5,30
1,3,4,5,2,28
1,3,5,2,4,27
1,3,5,4,2,39
1,4,0,2,3,1
1,4,0,3,2,1
1,4,2,3,0,1
1,4,2,3,5,93
1,4,2,5,3,16
1,4,3,2,0,3
1,4,3,2,5,49
1,4,3,5,2,13
1,4,5,2,3,28
1,4,5,3,2,19
1,5,2,3,4,66
1,5,2,4,3,23
1,5,3,2,4,49
1,5,3,4,2,14
1,5,4,2,3,23
1,5,4,3,2,25
2,0,0,0,1,23
2,0,0,1,0,23
2,0,0,1,3,7
2,0,0,3,1,4
2,0,1,0,0,41
2,0,1,0,3,6
2,0,1,3,0,19
2,0,1,3,4,1
2,0,1,4,3,1
2,0,3,0,1,4
2,0,3,1,0,15
2,0,4,1,3,1
2,0,4,3,1,1
2,1,0,0,0,62
2,1,0,0,3,21
2,1,0,3,0,10
2,1,0,3,4,2
2,1,0,4,3,1
2,1,3,0,0,13
2,1,3,4,0,2
2,1,3,4,5,91
2,1,3,5,4,54
2,1,4,0,3,1
2,1,4,3,0,2
2,1,4,3,5,54
2,1,4,5,3,42
2,1,5,3,4,73
2,1,5,4,3,84
2,3,0,0,1,8
2,3,0,1,0,3
2,3,0,4,1,1
2,3,1,0,0,8
2,3,1,4,5,66
2,3,1,5,4,23
2,3,4,1,5,33
2,3,4,5,1,29
2,3,5,1,4,17
2,3,5,4,1,45
2,4,0,3,1,1
2,4,1,3,5,64
2,4,1,5,3,12
2,4,3,1,0,2
2,4,3,1,5,52
2,4,3,5,1,9
2,4,5,1,3,17
2,4,5,3,1,24
2,5,1,3,4,41
2,5,1,4,3,18
2,5,3,1,4,28
2,5,3,4,1,13
2,5,4,1,3,15
2,5,4,3,1,25
3,0,0,1,2,5
3,0,0,2,1,8
3,0,1,0,2,6
3,0,1,2,0,88
3,0,1,2,4,6
3,0,2,0,1,8
3,0,2,1,0,20
3,0,2,1,4,2
3,0,2,4,1,2
3,0,4,1,2,1
3,0,4,2,1,1
3,1,0,0,2,26
3,1,0,2,0,18
3,1,0,2,4,1
3,1,0,4,2,3
3,1,2,0,0,25
3,1,2,0,4,2
3,1,2,4,5,133
3,1,2,5,4,48
3,1,4,0,2,1
3,1,4,2,5,44
3,1,4,5,2,63
3,1,5,2,4,49
3,1,5,4,2,97
3,2,0,0,1,29
3,2,0,1,0,8
3,2,0,1,4,1
