0,0,0,0,1,1145
0,0,0,1,0,338
0,0,0,1,2,49
0,0,0,2,1,67
0,0,1,0,0,195
0,0,1,0,2,31
0,0,1,2,0,31
0,0,1,2,3,4
0,0,1,3,2,10
0,0,2,0,1,26
0,0,2,1,0,43
0,0,2,1,3,9
0,0,2,3,1,10
0,0,3,1,2,4
0,0,3,2,1,10
0,1,0,0,0,1125
0,1,0,0,2,223
0,1,0,2,0,155
0,1,0,2,3,38
0,1,0,3,2,34
0,1,2,0,0,45
0,1,2,0,3,13
0,1,2,3,0,18
0,1,2,3,4,4
0,1,2,4,3,1
0,1,3,0,2,9
0,1,3,2,0,18
0,1,3,2,4,4
0,1,4,2,3,4
0,2,0,0,1,396
0,2,0,1,0,85
0,2,0,1,3,5
0,2,0,3,1,31
0,2,1,0,0,49
0,2,1,0,3,3
0,2,1,3,0,5
0,2,1,4,3,2
0,2,3,0,1,18
0,2,3,1,0,11
0,2,3,4,1,2
0,3,0,1,2,7
0,3,0,2,1,31
0,3,1,0,2,8
0,3,1,2,0,9
0,3,1,2,4,2
0,3,2,0,1,9
0,3,2,1,0,4
0,3,2,1,4,1
0,3,2,4,1,1
0,3,4,1,2,1
0,3,4,2,1,1
0,4,1,2,3,6
0,4,2,3,1,2
0,4,3,2,1,1
1,0,0,0,0,1019
1,0,0,0,2,77
1,0,0,2,0,227
1,0,0,2,3,22
1,0,0,3,2,6
1,0,2,0,0,53
1,0,2,0,3,13
1,0,2,3,0,30
1,0,2,3,4,63
1,0,2,4,3,37
1,0,3,0,2,11
1,0,3,2,0,27
1,0,3,2,4,43
1,0,3,4,2,31
1,0,4,2,3,55
1,0,4,3,2,76
1,2,0,0,0,186
1,2,0,0,3,38
1,2,0,3,0,62
1,2,0,3,4,4
1,2,0,4,3,5
1,2,3,0,0,27
1,2,3,4,0,20
1,2,3,4,5,376
1,2,3,5,4,69
1,2,4,3,0,18
1,2,4,3,5,516
1,2,4,5,3,77
1,2,5,3,4,135
1,2,5,4,3,124
1,3,0,0,2,29
1,3,0,2,0,52
1,3,0,2,4,7
1,3,0,4,2,5
1,3,2,0,0,26
1,3,2,4,0,3
1,3,2,4,5,161
1,3,2,5,4,45
1,3,4,0,2,2
1,3,4,2,0,12
1,3,4,2,5,213
1,3,4,5,2,35
1,3,5,2,4,110
1,3,5,4,2,73
1,4,0,2,3,7
1,4,0,3,2,4
1,4,2,0,3,1
1,4,2,3,0,9
1,4,2,3,5,134
1,4,2,5,3,13
1,4,3,2,0,7
1,4,3,2,5,181
1,4,3,5,2,37
1,4,5,2,3,78
1,4,5,3,2,60
1,5,2,3,4,38
1,5,2,4,3,16
1,5,3,2,4,31
1,5,3,4,2,22
1,5,4,2,3,37
1,5,4,3,2,39
2,0,0,0,1,95
2,0,0,1,0,112
2,0,0,1,3,7
2,0,0,3,1,19
2,0,1,0,0,56
2,0,1,0,3,7
