0,0,0,0,1,381
0,0,0,1,0,378
0,0,0,1,2,33
0,0,0,2,1,38
0,0,1,0,0,1334
0,0,1,0,2,165
0,0,1,2,0,78
0,0,1,2,3,14
0,0,1,3,2,14
0,0,2,0,1,117
0,0,2,1,0,94
0,0,2,1,3,10
0,0,2,3,1,9
0,0,3,1,2,13
0,0,3,2,1,8
0,1,0,0,0,291
0,1,0,0,2,127
0,1,0,2,0,34
0,1,0,2,3,13
0,1,0,3,2,20
0,1,2,0,0,198
0,1,2,0,3,57
0,1,2,3,0,20
0,1,2,3,4,1
0,1,2,4,3,3
0,1,3,0,2,65
0,1,3,2,0,17
0,1,3,2,4,1
0,1,3,4,2,4
0,1,4,2,3,3
0,1,4,3,2,2
0,2,0,0,1,86
0,2,0,1,0,35
0,2,0,1,3,22
0,2,0,3,1,24
0,2,1,0,0,322
0,2,1,0,3,86
0,2,1,3,0,27
0,2,1,3,4,6
0,2,1,4,3,2
0,2,3,0,1,67
0,2,3,1,0,17
0,2,3,1,4,2
0,2,3,4,1,3
0,2,4,3,1,1
0,3,0,1,2,10
0,3,0,2,1,12
0,3,1,0,2,46
0,3,1,2,0,18
0,3,1,2,4,2
0,3,1,4,2,4
0,3,2,0,1,49
0,3,2,1,0,18
0,3,2,1,4,3
0,3,2,4,1,4
0,3,4,1,2,2
0,3,4,2,1,1
0,4,1,2,3,2
0,4,1,3,2,1
0,4,3,1,2,2
0,4,3,2,1,1
1,0,0,0,0,225
1,0,0,0,2,25
1,0,0,2,0,69
1,0,0,2,3,15
1,0,0,3,2,4
1,0,2,0,0,252
1,0,2,0,3,16
1,0,2,3,0,29
1,0,2,3,4,5
1,0,3,0,2,9
1,0,3,2,0,17
1,0,3,2,4,1
1,2,0,0,0,43
1,2,0,0,3,6
1,2,0,3,0,12
1,2,0,3,4,1
1,2,0,4,3,1
1,2,3,0,0,30
1,2,3,0,4,1
1,2,3,4,0,6
1,2,3,4,5,119
1,2,3,5,4,65
1,2,4,3,0,1
1,2,4,3,5,69
1,2,4,5,3,28
1,2,5,3,4,23
1,2,5,4,3,23
1,3,0,0,2,3
1,3,0,2,0,12
1,3,0,2,4,2
1,3,2,0,0,75
1,3,2,0,4,3
1,3,2,4,0,19
1,3,2,4,5,346
1,3,2,5,4,86
1,3,4,0,2,3
1,3,4,2,0,4
1,3,4,2,5,91
1,3,4,5,2,28
1,3,5,2,4,29
1,3,5,4,2,20
1,4,0,2,3,1
1,4,2,3,0,8
1,4,2,3,5,189
1,4,2,5,3,45
1,4,3,0,2,1
1,4,3,2,0,3
1,4,3,2,5,118
1,4,3,5,2,31
1,4,5,2,3,30
1,4,5,3,2,26
