0,0,0,0,1,1879
0,0,0,1,0,186
0,0,0,1,2,65
0,0,0,2,1,126
0,0,1,0,0,942
0,0,1,0,2,185
0,0,1,2,0,133
0,0,1,2,3,46
0,0,1,3,2,32
0,0,2,0,1,154
0,0,2,1,0,60
0,0,2,1,3,14
0,0,2,3,1,29
0,0,3,1,2,10
0,0,3,2,1,25
0,1,0,0,0,395
0,1,0,0,2,99
0,1,0,2,0,45
0,1,0,2,3,9
0,1,0,3,2,8
0,1,2,0,0,80
0,1,2,0,3,23
0,1,2,3,0,11
0,1,2,3,4,3
0,1,2,4,3,4
0,1,3,0,2,11
0,1,3,2,0,8
0,1,4,2,3,1
0,2,0,0,1,234
0,2,0,1,0,66
0,2,0,1,3,13
0,2,0,3,1,18
0,2,1,0,0,143
0,2,1,0,3,35
0,2,1,3,0,29
0,2,1,3,4,2
0,2,1,4,3,3
0,2,3,0,1,28
0,2,3,1,0,10
0,2,3,1,4,1
0,2,3,4,1,2
0,2,4,3,1,1
0,3,0,1,2,9
0,3,0,2,1,23
0,3,1,0,2,53
0,3,1,2,0,29
0,3,1,4,2,1
0,3,2,0,1,35
0,3,2,1,0,17
0,3,4,1,2,1
0,4,1,2,3,1
0,4,1,3,2,1
0,4,2,3,1,1
0,4,3,1,2,2
0,4,3,2,1,3
1,0,0,0,0,253
1,0,0,0,2,138
1,0,0,2,0,46
1,0,0,2,3,26
1,0,0,3,2,18
1,0,2,0,0,43
1,0,2,0,3,23
1,0,2,3,0,13
1,0,2,3,4,1
1,0,2,4,3,3
1,0,3,0,2,25
1,0,3,2,0,17
1,0,3,2,4,1
1,0,4,2,3,1
1,0,4,3,2,1
1,2,0,0,0,73
1,2,0,0,3,19
1,2,0,3,0,9
1,2,0,3,4,1
1,2,0,4,3,1
1,2,3,0,0,15
1,2,3,0,4,1
1,2,3,4,0,7
1,2,3,4,5,67
1,2,3,5,4,75
1,2,4,0,3,1
1,2,4,3,0,1
1,2,4,3,5,85
1,2,4,5,3,98
1,2,5,3,4,59
1,2,5,4,3,86
1,3,0,0,2,41
1,3,0,2,0,12
1,3,0,2,4,1
1,3,2,0,0,15
1,3,2,0,4,1
1,3,2,4,0,2
1,3,2,4,5,78
1,3,2,5,4,70
1,3,4,0,2,4
1,3,4,2,0,2
1,3,4,2,5,64
1,3,4,5,2,126
1,3,5,2,4,46
1,3,5,4,2,85
1,4,0,2,3,3
1,4,0,3,2,1
1,4,2,3,0,3
1,4,2,3,5,63
1,4,2,5,3,54
1,4,3,0,2,2
1,4,3,2,0,2
1,4,3,2,5,60
1,4,3,5,2,98
1,4,5,2,3,69
1,4,5,3,2,93
1,5,2,3,4,56
1,5,2,4,3,59
1,5,3,2,4,48
1,5,3,4,2,71
1,5,4,2,3,64
1,5,4,3,2,99
2,0,0,0,1,422
2,0,0,1,0,55
2,0,0,1,3,12
2,0,0,3,1,46
2,0,1,0,0,79
2,0,1,0,3,27
2,0,1,3,0,19
2,0,1,3,4,4
2,0,1,4,3,2
2,0,3,0,1,56
2,0,3,1,0,6
2,0,3,1,4,2
2,0,3,4,1,9
2,0,4,1,3,2
2,0,4,3,1,1
2,1,0,0,0,66
2,1,0,0,3,27
2,1,0,3,0,8
2,1,0,3,4,1
2,1,0,4,3,3
2,1,3,0,0,12
2,1,3,0,4,4
2,1,3,4,0,4
2,1,3,4,5,105
2,1,3,5,4,84
2,1,4,0,3,2
2,1,4,3,0,1
2,1,4,3,5,76
2,1,4,5,3,60
2,1,5,3,4,52
2,1,5,4,3,73
2,3,0,0,1,103
2,3,0,1,0,13
2,3,0,4,1,4
2,3,1,0,0,38
2,3,1,4,0,5
2,3,1,4,5,150
2,3,1,5,4,76
2,3,4,0,1,4
2,3,4,1,0,3
2,3,4,1,5,76
2,3,4,5,1,453
2,3,5,1,4,52
2,3,5,4,1,228
2,4,0,1,3,2
2,4,0,3,1,7
2,4,1,0,3,2
2,4,1,3,0,5
2,4,1,3,5,77
2,4,1,5,3,71
2,4,3,0,1,11
2,4,3,1,5,50
2,4,3,5,1,237
2,4,5,1,3,47
2,4,5,3,1,165
2,5,1,3,4,66
2,5,1,4,3,56
2,5,3,1,4,38
2,5,3,4,1,129
2,5,4,1,3,42
2,5,4,3,1,133
3,0,0,1,2,11
3,0,0,2,1,27
3,0,1,0,2,38
3,0,1,2,0,18
3,0,1,2,4,1
3,0,1,4,2,3
3,0,2,0,1,38
3,0,2,1,0,6
3,0,2,4,1,2
3,0,4,1,2,1
3,0,4,2,1,2
3,1,0,0,2,15
3,1,0,2,0,18
3,1,0,4,2,1
3,1,2,0,0,17
3,1,2,0,4,1
3,1,2,4,0,1
3,1,2,4,5,104
3,1,2,5,4,57
3,1,4,0,2,1
3,1,4,2,0,2
3,1,4,2,5,79
3,1,4,5,2,113
3,1,5,2,4,48
3,1,5,4,2,66
3,2,0,0,1,58
3,2,0,1,0,11
3,2,0,1,4,3
3,2,0,4,1,6
3,2,1,0,0,43
3,2,1,0,4,3
3,2,1,4,0,44
3,2,1,4,5,216
3,2,1,5,4,94
3,2,4,0,1,5
3,2,4,1,5,87
3,2,4,5,1,272
3,2,5,1,4,52
3,2,5,4,1,152
3,4,0,1,2,2
3,4,0,2,1,6
3,4,1,0,2,3
3,4,1,2,0,3
3,4,1,2,5,80
3,4,1,5,2,126
3,4,2,0,1,2
3,4,2,1,0,1
3,4,2,1,5,54
3,4,2,5,1,162
3,4,5,1,2,64
3,4,5,2,1,123
3,5,1,2,4,65
3,5,1,4,2,79
3,5,2,1,4,37
3,5,2,4,1,102
3,5,4,1,2,39
3,5,4,2,1,78
4,0,1,2,3,2
4,0,2,1,3,1
4,0,3,2,1,3
4,1,0,2,3,1
4,1,0,3,2,1
4,1,2,3,0,3
4,1,2,3,5,70
4,1,2,5,3,40
4,1,3,0,2,2
4,1,3,2,0,2
4,1,3,2,5,69
4,1,3,5,2,55
4,1,5,2,3,61
4,1,5,3,2,57
4,2,0,3,1,4
4,2,1,0,3,4
4,2,1,3,0,15
4,2,1,3,5,105
4,2,1,5,3,56
4,2,3,0,1,3
4,2,3,1,0,2
4,2,3,1,5,65
4,2,3,5,1,129
4,2,5,1,3,35
4,2,5,3,1,80
4,3,0,1,2,2
4,3,0,2,1,2
4,3,1,0,2,4
4,3,1,2,0,4
4,3,1,2,5,117
4,3,1,5,2,136
4,3,2,0,1,2
4,3,2,1,0,2
4,3,2,1,5,74
4,3,2,5,1,165
4,3,5,1,2,59
4,3,5,2,1,108
4,5,1,2,3,116
4,5,1,3,2,89
4,5,2,1,3,39
4,5,2,3,1,79
4,5,3,1,2,70
4,5,3,2,1,92
5,1,2,3,4,51
5,1,2,4,3,49
5,1,3,2,4,24
5,1,3,4,2,32
5,1,4,2,3,40
5,1,4,3,2,57
5,2,1,3,4,58
5,2,1,4,3,54
5,2,3,1,4,35
5,2,3,4,1,77
5,2,4,1,3,42
5,2,4,3,1,89
5,3,1,2,4,52
5,3,1,4,2,74
5,3,2,1,4,28
5,3,2,4,1,64
5,3,4,1,2,50
5,3,4,2,1,95
5,4,1,2,3,119
5,4,1,3,2,110
5,4,2,1,3,56
5,4,2,3,1,103
5,4,3,1,2,73
5,4,3,2,1,106
