ID,Condition,MTurkTime,Gender,Age,SocialClass,Education,TIPI_O,TIPI_C,TIPI_E,TIPI_A,TIPI_N,RIBS_Tot,Task1,TaskType1,JS_Flu1,Flu1,Flex1,Orig1,OOI_Ord1,OOI_Lat1,OG_Orig1,OG_OOI_Ord1,OG_OOI_Lat1,OffWin1,ReadTime1,Task2,TaskType2,JS_Flu2,Flu2,Flex2,Orig2,OOI_Ord2,OOI_Lat2,OG_Orig2,OG_OOI_Ord2,OG_OOI_Lat2,OffWin2,ReadTime2,Task3,TaskType3,JS_Flu3,Flu3,Flex3,Orig3,OOI_Ord3,OOI_Lat3,OG_Orig3,OG_OOI_Ord3,OG_OOI_Lat3,OffWin3,ReadTime3,Task4,TaskType4,JS_Flu4,Flu4,Flex4,Orig4,OOI_Ord4,OOI_Lat4,OG_Orig4,OG_OOI_Ord4,OG_OOI_Lat4,OffWin4,ReadTime4,Task5,TaskType5,JS_Flu5,Flu5,Flex5,Orig5,OOI_Ord5,OOI_Lat5,OG_Orig5,OG_OOI_Ord5,OG_OOI_Lat5,OffWin5,ReadTime5,Task6,TaskType6,JS_Flu6,Flu6,Flex6,Orig6,OOI_Ord6,OOI_Lat6,OG_Orig6,OG_OOI_Ord6,OG_OOI_Lat6,OffWin6,ReadTime6,Task7,TaskType7,JS_Flu7,Flu7,Flex7,Orig7,OOI_Ord7,OOI_Lat7,OG_Orig7,OG_OOI_Ord7,OG_OOI_Lat7,OffWin7,ReadTime7,Task8,TaskType8,JS_Flu8,Flu8,Flex8,Orig8,OOI_Ord8,OOI_Lat8,OG_Orig8,OG_OOI_Ord8,OG_OOI_Lat8,OffWin8,ReadTime8,Task9,TaskType9,JS_Flu9,Flu9,Flex9,Orig9,OOI_Ord9,OOI_Lat9,OG_Orig9,OG_OOI_Ord9,OG_OOI_Lat9,OffWin9,ReadTime9,Flu_Total,Flex_Total,Orig_Total,OOI_Ord_Avg,OOI_Lat_Avg,OG_Orig_Total,OG_OOI_Ord_Avg,OG_OOI_Lat_Avg
63217023,4,791,2,39,2,2,14,14, ,14,14,42,7,3,2,2,2,0,0, ,0,0, ,0,2454,9,3,1,1,1,0,0, ,0,0, ,0,2057,8,3,4,4,2,4,1,34.872,3,1,34.872,0,3158,1,1,4,4,3,3,2, ,2,3, ,0, ,3,1,5,5,2,3,3, ,1,4, ,0, ,2,2,7,7,4,4,2, ,2,2, ,0, ,4,2,7,7,3,6,2,13.716,3,3,25.41,0,7862,6,2,5,5,4,3,1, ,1,4, ,0, ,5,2,10,10,4,3,8, ,1,10, ,0, ,45,25,26,2.111,24.294,13,3,30.141
97860649,6,989,1,26,3,6,6,9,6,13,11,61,2,2,10,10,1,9,1,16.175,7,1,16.175,0,10453,1,1,2,2,2,1,1,23.069,1,1,23.069,0,5281,3,1,6,6,2,4,1,24.662,2,3,28.446,0,8151,5,2,13,13,4,4,7,43.945,0,0, ,0,18557,4,2,3,3,3,2,2,21.501,2,2,21.501,0,4958,6,2,5,5,2,3,1,6.179,2,1,6.179,0,3339,8,3,5,5,2,5,1, ,2,2, ,0, ,7,3,3,3,2,1,2, ,0,0, ,0, ,9,3,4,4,4,4,1, ,2,1, ,0, ,51,22,33,1.889,22.589,18,1.222,19.074
68987810,9,6,2,30,2,4,9,14,9,7,3,43,1,1,11,11,2,5,3,5.665,2,5,108.353,0,2374,3,1,12,12,4,8,2,14.766,3,6,30.803,0,1813,2,2,11,11,2,5,3,5.665,3,3,5.665,0,2374,4,2,8,8,3,6,1,35.614,4,1,35.614,0,2523,6,2,9,9,3,6,1,60.675,4,1,60.675,5,3236,5,2,22,22,5,8,4,14.386,7,6,23.232,0,2815,9,3,1,1,1,0,0, ,0,0, ,0,10374,8,3,5,5,3,5,1,14.665,2,3,103.719,0,54438,7,3,6,6,3,5,1,2.186,4,2,6.122,0,6165,82,28,46,2,32.039,29,3,46.773
73619889,4,3051,1,45,3,2,8,11, ,10,12,40,2,2,3,3,2,3,1,39.388,3,1,39.388,0,8765,1,1,4,4,2,2,2,42.482,0,0, ,0,2423,3,1,4,4,4,3,2,20.657,1,2,20.657,0,1943,5,2,11,11,4,1,11,73.856,1,11,73.856,0,5433,4,2,9,9,5,7,1,6.685,4,3,115.349,0,2575,6,2,5,5,4,3,1,4.621,2,3,22.235,0,2022,8,3,4,4,3,3,1,14.911,3,1,14.911,2,2125,7,3,6,6,5,5,1,14.101,2,2,20.011,4,2408,9,3,4,4,2,2,2,3.218,1,2,3.218,0,20914,50,31,29,2.444,24.435,17,2.778,38.703
61226031,9,4189,2,63,3,5,11,10, ,13,13,61,3,1,13,13,5,8,3,18.718,6,3,18.718,0,13736,2,2,13,12,5,11,1,10.091,5,1,18.723,0,9686,1,1,9,9,5,7,1,6.649,2,7,65.246,0,5117,4,2,15,15,6,9,2,14.474,6,2,14.474,0,14211,6,2,14,14,4,12,2,7.037,4,5,14.513,0,3853,5,2,15,15,5,3,4,12.959,1,10,53.65,0,4914,7,3,5,5,3,4,1,3.884,2,2,8.896,0,2324,8,3,5,5,2,5,1,10.552,4,2,17.413,0,7965,9,3,2,2,2,2,1,59.407,2,1,59.407,0,4393,90,37,61,1.778,15.975,32,3.667,30.116
79851002,1,1410,2,36,4,4,8,14, ,14,14,58,1,1,2,2,2,1,1,3.079,1,2,19.721,0,2496,2,2,2,2,2,1,1,3.079,1,1,3.079,0,2496,3,1,2,2,2,1,2,12.102,1,2,12.102,0,2130,5,2,1,1,1,0,0, ,0,0, ,0,8209,4,2,3,3,3,1,3,28.501,0,0, ,1,4071,6,2,3,3,3,2,2,7.239,1,2,7.239,0,2876,8,3,8,8,2,6,2,10.522,6,2,10.522,0,9619,9,3,8,8,3,3,6,28.443,2,6,28.443,0,5752,7,3,8,8,4,5,2,7.968,5,2,7.968,0,16075,38,22,21,2.222,14.697,17,1.889,12.725
78629494,9,587,1,42,3,5,7,6,4,13,8,73,1,1,12,12,3,11,2,6.15,2,1,30.232,0,6994,2,2,12,12,3,11,2,6.15,8,2,12.649,0,6994,3,1,3,3,3,1,3,24.431,1,3,24.431,0,4837,5,2,9,9,4,2,2,8.851,0,0, ,0,4699,4,2,2,2,2,1,1,23.285,1,1,23.285,0,4170,6,2,4,4,3,3,2,20.699,2,2,20.699,0,3425,7,3,2,2,2,0,0, ,0,0, ,0,2845,9,3,3,3,2,1,2,18.839,1,2,18.839,0,4080,8,3,3,3,2,1,2,18.099,1,2,18.099,0,12351,42,25,22,1.667,18.823,16,1.444,21.176
78738764,8,1843,2,26,3,3,13,9,13,13,9,53,7,3,4,4,3,2,3,23.533,2,3,23.533,0,8097,8,3,4,4,3,2,2,23.353,1,4,62.592,0,5866,9,3,4,4,3,3,2,21.308,1,2,34.852,0,9242,4,2,24,23,6,17,2,9.218,7,3,12.722,2,20023,5,2,10,10,4,0,0, ,0,0, ,0,3153,6,2,13,13,3,8,4,9.935,3,7,19.296,0,6191,1,1,8,8,4,6,1,5.653,2,5,34.356,1,24065,2,2,15,14,3,13,1,9.978,8,1,9.978,4,5177,3,1,12,11,3,11,1,16.917,7,1,16.917,0,4586,91,32,62,1.778,14.987,31,2.889,26.781
42707260,4,6717,1,34,4,5,6, ,7,9,6,57,8,3,3,3,2,2,1,27.124,0,0, ,1,2351,7,3,6,6,4,3,1,16.803,1,3,33.202,1,13979,9,3,13,13,6,10,1,7.808,7,1,7.808,2,22134,5,2,1,1,1,0,0, ,0,0, ,0,1056,4,2,1,1,1,0,0, ,0,0, ,0,1603,6,2,1,1,1,1,1,2.398,1,1,2.398,0,1051,2,2,1,1,1,0,0, ,0,0, ,0,2111,1,1,1,1,1,0,0, ,0,0, ,0,1090,3,1,1,1,1,0,0, ,0,0, ,0,1509,28,18,16,.444,13.533,9,.556,14.469
47757449,2,4269,2,20,1,5,12,8,4,12,9,58,2,2,10,10,1,10,1,4.876,9,1,4.876,0,1131,1,1,6,6,3,5,2,14.822,3,2,14.822,0,1202,3,1,6,6,3,5,1,2.867,2,4,12.043,0,1326,4,2,9,9,5,7,1,5.879,4,3,23.306,0,1388,6,2,10,10,6,7,2,10.843,5,2,10.843,0,1422,5,2,11,11,2,3,5,16.481,1,9,27.857,0,1902,9,3,1,1,1,0,0, ,0,0, ,0,1265,8,3,1,1,1,0,0, ,0,0, ,0,1584,7,3,1,1,1,0,0, ,0,0, ,0,1159,55,23,37,1.333,9.295,24,2.333,15.625
71584532,3,7167,2,38,5,5,11,13,2,13,7,53,1,1,6,6,4,6,1,5.141,0,0, ,0,2197,3,1,3,3,3,2,2,22.077,1,3,38.463,0,2312,2,2,6,6,4,6,1,5.141,3,1,5.141,0,2197,5,2,14,14,5,4,6, ,3,6, ,4,8659,6,2,7,7,3,4,1,1.623,3,2,3.107,9, ,4,2,10,10,4,8,1,8.116,7,1,8.116,4,78394,7,3,5,5,4,4,1,11.789,3,1,11.789,0,1519,8,3,8,8,3,5,3,21.624,5,3,21.624,0,1534,9,3,10,10,3,7,3,74.216,3,3,84.327,0,4143,67,32,42,2.111,19.156,28,2.222,24.652
41084249,3,2226,1,36,1,3,13,9,13,12,12,62,3,1,3,3,1,2,2,7.697,1,2,7.697,0,4449,1,1,2,2,1,1,2,11.301,0,0, ,0,3325,2,2,2,2,1,1,2,11.573,0,2, ,0,2099,5,2,3,3,2,0,0, ,0,0, ,0,4081,4,2,4,4,3,1,3,25.261,1,3,25.261,0,2795,6,2,5,5,2,2,1,3.599,0,0, ,2,15126,7,3,3,3,2,3,1,13.09,2,2,38.017,2,12408,8,3,5,5,3,5,1,8.51,4,1,8.51,1,4453,9,3,4,4,3,2,3,9.403,2,3,9.403,3,4172,31,18,17,1.667,11.304,10,1.444,17.778
64743914,9,511,2,35,4,4, ,10,2,14,9,62,1,1,6,6,4,6,1,19.87,1,2,18.039,0,3113,2,2,6,6,4,6,1,19.87,4,1,19.87,0,3113,3,1,2,2,2,1,2,20.277,0,0, ,0,2225,5,2,12,12,5,2,7,32.402,1,7,32.402,0,4630,4,2,11,11,4,7,4,22.706,2,5,29.053,1,3090,6,2,15,15,5,9,1,2.896,4,1,2.896,0,2201,7,3,0,0,0,0,0, ,0,0, ,0,5979,9,3,3,3,3,2,2,27.298,1,2,27.298,0,4675,8,3,2,2,1,1,2,6.86,1,2,6.86,0,2470,54,26,31,2.5,18.143,14,2.5,19.488
98630759,5,983,1,59,2,4,9,10, ,10,11,66,1,1,17,17,4,13,2,7.852,4,1,47.436,0,3164,3,1,16,16,4,14,1,13.373,8,4,25.789,0,9098,2,2,17,17,4,13,2,7.852,5,2,7.852,0,3164,5,2,11,11,4,3,3,19.562,0,0, ,0,15749,4,2,8,9,4,7,1,62.943,3,7,249.081,0,10443,6,2,15,15,3,11,1,45.671,9,2,49.614,0,8997,8,3,5,5,3,3,2,11.975,1,5,35.058,0,4191,9,3,8,8,5,6,3,4.172,1,3, ,0,4077,7,3,6,6,4,4,1,6.884,2,2,9.888,0,8733,93,36,66,1.667,24.43,33,2.889,60.674
74142688,6,2102,2,26,2,4,10,6,2,4,2,64,9,3,15,15,6,13,3,4.113,12,3,4.113,0,10079,7,3,14,14,7,13,1,9.504,11,1,9.504,0,8054,8,3,13,13,5,12,1,5.335,7,3,15.599,0,21291,6,2,12,12,7,8,4,7.543,4,4,7.543,0,8528,4,2,10,10,4,5,4,7.878,2,8,41.685,0,1801,5,2,12,12,5,2,7,17.47,1,11,30.618,0,2312,3,1,10,10,3,5,3,10.725,1,4,18.001,0,15757,1,1,8,8,5,7,1,4.188,2,5,19.13,0,1688,2,2,10,10,4,6,2,5.337,1,2,11.04,0,1637,104,46,71,2.889,8.01,41,4.556,17.47
77726818,5,866,2,36,5,2, ,13,7,9, ,75,1,1,3,3,1,3,1,2.037,1,3,11.962,0,4557,3,1,5,5,3,4,2,3.299,2,2,3.299,0,4873,2,2,3,3,1,3,1,2.037,2,1,2.037,0,4557,6,2,3,3,1,2,2,14.245,2,2,14.245,0,5372,4,2,9,9,3,6,1,5.262,2,6,21.116,0,2417,5,2,8,8,3,1,5,12,0,0, ,0,2636,9,3,5,5,3,3,1,10.079,3,1,10.079,0,21632,7,3,5,5,3,2,1,13.461,1,2,17.089,0,3133,8,3,3,3,2,2,2,17.934,2,2,17.934,0,5215,44,22,24,2,10.031,15,2.111,12.22
92945127,8,409,2,32,2,2,7,9,4, ,9,42,8,3,2,2,2,1,1,3.579,1,1,3.579,0,2683,9,3,1,1,1,1,1,28.085,0,1, ,0,8475,7,3,1,1,1,1,1,3.731,0,0, ,0,4512,2,2,4,4,2,3,2,12.446,2,2,14.721,0,25693,3,1,2,2,2,1,2,24.424,1,2,24.424,0,1462,1,1,3,3,2,2,2,10.775,0,0, ,0,3028,5,2,9,9,3,0,0, ,0,0, ,0,11654,6,2,5,5,3,2,2,11.404,0,0, ,0,4995,4,2,5,5,3,2,4,19.891,0,0, ,0,6063,32,19,13,1.667,14.292,4,.667,14.241
16283242,4,862,2,26,2,3,13,5, ,8,4,68,4,2,11,11,6,5,5,35.934,2,6,40.046,0,3516,6,2,6,6,5,3,3,14.057,1,5,23.779,0,2093,5,2,14,14,4,5,9,30.556,1,12,37.103,0,5050,1,1,8,8,5,5,2,7.954,2,5,15.48,0,2951,3,1,10,10,4,6,5,13.011,5,5,13.011,0,2177,2,2,10,10,3,7,2,4.202,5,2,4.202,0,2307,7,3,4,4,2,1,1,5.851,0,0, ,0,12343,9,3,4,4,3,2,3,79.522,1,3,88.545,0,9203,8,3,5,5,3,2,4,27.35,1,5,62.752,0,15178,72,35,36,3.778,24.271,18,4.778,35.615
56107568,6,830,2,42,4,3,12,12,3,14,13,57,6,2,1,5,2,2,4, ,1,4, ,0,7181,4,2,7,7,3,4,4,27.428,3,4,27.428,0,5269,5,2,8,8,2,1,6,46.691,0,0, ,0,5608,9,3,10,10,4,5,4,21.632,0,4, ,0,2003,7,3,5,5,3,2,3,4.243,2,3,4.243,0,25550,8,3,7,7,3,5,2,10.715,4,2,10.715,0,2649,3,1,2,2,1,1,2,12.273,1,2,12.273,0,13823,1,1,4,4,2,1,3,24.63,0,0, ,0,13601,2,2,5,5,2,4,2,26.823,4,2,26.823,0,8662,53,22,25,3.333,21.804,15,2.333,16.296
98147545,8,1001,2,44,3,6,8,9,12, ,4,50,1,1,0,1,1,0,0, ,2,1, ,0,13491,2,2,0,1,1,0,0, ,0,0, ,0,13491,3,1,0,1,1,0,0, ,0,0, ,0,5410,7,3,4,4,3,4,1,9.646,4,1,9.646,0,5422,8,3,4,4,1,3,2,27.363,3,2,27.363,0,30980,9,3,4,4,2,4,1,28.357,3,1,28.357,0,26930,4,2,0,2,2,0,0, ,0,0, ,0,6761,5,2,0,5,2,1,5, ,0,0, ,0,4692,6,2,0,3,2,2,1, ,1,3, ,0,5239,27,16,17,1.222,21.789,13,.889,21.789
44095117,7,473,2,39,4,5,13,8,3,8,6,65,9,3,0,0,0,0,0, ,0,0, ,0,9647,8,3,0,3,3,2,1, ,0,0, ,0,5493,7,3,0,3,3,1,3, ,0,0, ,0,9653,6,2,5,5,4,1,4,31.409,0,0, ,0,9133,5,2,8,8,4,1,7,30.833,0,0, ,0,2973,4,2,5,5,4,1,4,23.982,1,4,23.982,0,3927,3,1,1,3,3,2,2, ,0,0, ,0,11397,2,2,4,4,4,2,3,36.56,1,3,36.56,0,3734,1,1,4,4,2,4,1,15.101,0,0, ,0,2636,35,27,14,3.125,27.577,2,.875,30.271
69487819,2,0,2,46,3,5,9,14,12,7,11,57,1,1,4,4,3,4,1,6.504,0,0, ,0,1633,3,1,4,4,2,2,2,8.609,1,3,16.162,0,3136,2,2,4,4,3,4,1,6.504,4,1,6.504,0,1633,5,2,7,7,3,1,3,7.68,1,3,7.68,0,5505,6,2,6,6,3,1,6,42.194,1,6,42.194,0,2795,4,2,3,3,3,1,2,9.444,1,2,9.444,0,3914,9,3,5,5,3,3,2,27.348,0,2, ,0,9833,7,3,3,3,3,3,1,35.783,3,1,35.783,0,3824,8,3,3,3,2,2,1,4.156,2,1,4.156,0,7284,37,24,17,2,17.715,13,2.111,17.418
51720442,7,758,2,46,1,4,14,4,13, ,3,59,3,1,1,1,1,1,1,3.271,0,0, ,0,33081,1,1,1,1,1,0,0, ,0,0, ,0,4050,2,2,1,3,2,2,1, ,0,1, ,0,4437,6,2,1,3,2,1,2, ,0,0, ,0,7226,4,2,1,3,2,1,3, ,0,0, ,0,4223,5,2,1,10,3,1,3, ,0,0, ,1,3942,9,3,1,0,0,0,0, ,0,0, ,0,9335,7,3,1,1,1,0,0, ,0,0, ,0,15002,8,3,1,1,1,0,0, ,0,0, ,0,3249,23,13,6,1.25,3.271,0,.125,-99
82172492,1,617,1,33,4,6, ,8,9,9, ,49,2,2,2,2,2,2,1,7.738,2,1,7.738,0,2445,1,1,1,1,1,0,0, ,0,0, ,0,2232,3,1,2,2,2,1,2,4.08,0,0, ,0,1495,4,2,2,2,2,0,0, ,0,0, ,0,2802,6,2,3,3,1,3,1,3.26,3,1,3.26,0,1860,5,2,2,2,2,0,0, ,0,0, ,0,1921,7,3,1,1,1,0,0, ,0,0, ,0,10389,9,3,1,1,1,0,0, ,0,0, ,0,12294,8,3,1,1,1,0,0, ,0,0, ,0,5823,15,13,6,.444,5.026,5,.222,5.499
16509909,9,402,2,40,5,3,12,10,3,7,8,75,1,1,21,21,7,16,1,11.587,7,1,19.091,0,5669,3,1,7,7,3,6,2,14.348,4,4,65.775,0,3406,2,2,21,21,7,16,1,11.587,9,1,20.759,0,5669,4,2,33,33,6,26,2,13.068,22,2,13.068,0,6759,6,2,36,36,7,33,2,10.639,27,2,10.639,0,2319,5,2,18,18,5,11,1,6.888,8,1,6.888,0,2663,9,3,2,2,2,2,1,15.386,1,1,17.65,0,1886,7,3,2,2,2,1,2,11.507,1,2,11.507,0,2195,8,3,2,2,2,2,1,5.219,2,1,5.219,0,2305,135,40,109,1.444,11.97,81,1.667,18.955
83204980,9,2487,2,26,4,4,10,11,7,11,11,64,1,1,8,8,5,7,2,12.394,2,4,54.428,0,5098,3,1,5,5,3,2,4,58.809,2,4,58.809,0,15581,2,2,8,8,5,7,2,12.394,3,2,20.876,0,5098,4,2,14,14,4,10,3,16.317,3,6,46.342,0,7788,6,2,9,9,3,6,3,16.652,6,3,16.652,0,4071,5,2,5,5,2,2,3,8.743,1,4,12.337,0,2448,8,3,10,10,5,8,1,11.989,6,1,11.989,0,5419,9,3,14,14,5,13,1,28.537,7,1,26.93,0,12963,7,3,10,10,6,7,2,24.005,4,3,26.891,0,8898,82,37,59,2.444,24.004,34,3.111,30.584
27790775,8,1437,2,39,2,2,8,11,6,12,11,37,6,2,5,5,5,4,1,8.238,1,2,10.927,0,6289,4,2,12,12,4,7,2,7.352,4,6,22.39,0,2470,5,2,11,11,4,4,3,9.308,2,3,9.308,0,2263,9,3,2,2,2,0,0, ,0,0, ,0,8532,7,3,1,1,1,1,1,8.841,1,1,8.841,0,5388,8,3,2,2,1,0,0, ,0,0, ,0,9219,3,1,3,3,2,1,3,11.243,1,3,11.243,0,27980,1,1,3,3,3,2,2,13.705,2,2,13.705,0,2082,2,2,4,4,3,1,3,17.926,1,3,17.926,0,4025,43,25,20,1.667,10.945,12,2.222,13.477
32725290,9,634,2,18,4,2,8,8,5,12,9,66,3,1,4,4,3,3,1,3.588,1,1,3.588,0,14273,2,2,2,2,2,1,2,8.913,1,2,8.913,0,1994,1,1,2,2,2,1,2,7.643,1,2,7.643,0,1066,5,2,3,3,2,0,0, ,0,0, ,0,1731,6,2,2,2,2,1,2,7.152,0,0, ,0,1172,4,2,2,2,2,0,0, ,0,0, ,0,1222,8,3,3,3,2,2,2,12.339,2,2,12.339,0,3775,9,3,3,3,2,3,1,9.335,1,1,9.335,0,11157,7,3,4,4,2,3,2,7.552,0,0, ,0,2655,25,19,14,1.333,8.075,6,.889,8.364
93530462,6,267,1,26,5,6,11,6,12,12,4,57,1,1,10,10,4,9,1,1.173,1,4,29.857,0,3225,3,1,9,9,4,7,2,7.009,4,3,8.121,0,2375,2,2,10,10,4,9,1,1.173,7,1,1.173,0,3225,7,3,1,1,1,0,0, ,0,0, ,0,1589,9,3,1,1,1,0,0, ,0,0, ,0,2465,8,3,1,1,1,1,1,5.358,1,1,5.358,0,5300,4,2,6,6,4,5,1,4.722,3,3,8.77,0,2939,6,2,7,7,4,5,1,2.97,3,3,4.234,0,1961,5,2,7,7,3,2,6,10.354,0,0, ,0,1850,46,25,31,1.444,6.439,19,1.667,9.586
19883708,1,450,2,66,2,5,10, ,4,13,11,50,2,2,2,2,1,2,1,8.078,1,1,8.078,0,23788,1,1,1,1,1,1,1,18.584,0,0, ,0,10095,3,1,3,3,2,2,2,16.276,2,2,16.276,0,5280,5,2,11,11,4,1,5,29.926,0,0, ,0,10864,6,2,8,8,5,5,1,4.629,2,2,15.034,0,4950,4,2,6,6,4,5,1,19.708,0,0, ,0,3079,8,3,5,5,3,2,3,11.047,1,5,17.663,0,1623,9,3,4,4,3,3,2,6.117,0,2, ,0,2785,7,3,4,4,4,3,1,5.311,2,1,5.311,0,6032,44,27,24,1.889,13.297,8,1.444,12.472
33737973,3,1083,2,23,4,2,12,12,12,13,11,65,3,1,2,2,1,2,1,8.258,1,2,14.344,0, ,1,1,2,2,2,1,1,20.247,1,1,20.247,0,1358,2,2,3,3,2,2,2,12.114,1,2,12.114,0,2549,5,2,5,5,4,0,0, ,0,0, ,0, ,6,2,4,4,2,2,1,6.663,0,0, ,0,4306,4,2,4,4,2,2,3,14.512,2,3,14.512,0,5075,7,3,3,3,2,2,2,19.73,1,3,41.381,0,4389,9,3,3,3,3,1,2,73.956,1,2,73.956,0,6209,8,3,3,3,3,1,3,48.758,0,0, ,0,15189,29,21,13,1.667,25.53,7,1.444,29.426
19191494,2,1253,1,70,2,3,11,13, ,12,13,61,2,2,7,7,4,7,1,15.062,4,1,23.254,0,14946,3,1,4,4,3,3,2,12.582,2,2,12.582,0,6856,1,1,8,8,4,6,2,38.582,4,3,71.91,0,4886,5,2,9,9,3,0,0, ,0,0, ,0,7031,6,2,9,9,5,8,2,16.91,3,4,35.229,0,5146,4,2,3,3,3,2,1,17.534,2,1,17.534,0,5426,8,3,2,2,1,2,1,6.03,2,1,6.03,0,2845,9,3,3,3,2,1,2,159.425,0,2, ,0,2040,7,3,1,1,1,0,0, ,0,0, ,0,10346,46,26,29,1.222,38.018,17,1.556,27.757
95644652,4,1569,2,31,2,3,9, ,9, ,10,67,7,3,7,7,4,5,2,19.182,2,3,28.83,0,3543,9,3,6,6,3,3,3,8.532,2,3,6.362,0,9545,8,3,5,5,4,4,2,20.726,3,2,20.726,0,18247,4,2,7,7,2,3,4,14.951,0,0, ,0,5927,6,2,5,5,5,2,4,18.81,1,5,28.238,0,4214,5,2,7,7,5,1,7,37.699,1,7,37.699,0,13110,1,1,2,2,1,0,0, ,0,0, ,1,15003,3,1,3,3,3,2,2,7.301,2,2,7.301,0,1895,2,2,2,2,2,2,1,7.076,1,1,23.817,0,2254,44,29,22,2.778,16.785,12,2.556,21.853
64242276,6,910,2,60,4,6,14,14,14,12,14,57,7,3,1,1,1,0,0, ,0,0, ,0,29484,8,3,3,3,3,0,0, ,0,0, ,0,15108,9,3,3,3,1,3,1,5.337,3,1,5.337,1,9846,1,1,14,14,3,13,1,6.246,9,1,6.246,1,6136,2,2,20,20,4,18,1,4.555,13,1,10.89,1,2981,3,1,12,12,3,12,1,4.291,9,3,16.354,0,1956,4,2,12,12,5,11,1,17.338,7,1,17.338,0,2988,5,2,20,20,6,8,8,26.586,6,11,34.602,1,2562,6,2,15,15,4,10,1,5.659,6,2,9.099,0,2110,100,30,75,1.556,10.002,53,2.222,14.267
48307609,4,3395,1,30, ,5,9,9,8,7,8,72,3,1,1,1,1,0,0, ,0,0, ,0,15304,1,1,1,2,2,2,1, ,2,1, ,0,2540,2,2,1,3,2,2,2, ,1,2, ,0,2451,6,2,1,1,1,1,1,29.94,1,1,29.94,0,8684,4,2,1,4,3,3,2, ,3,2, ,0,1951,5,2,1,3,2,3,1, ,3,1, ,0,2634,9,3,8,8,3,7,2,2.785,5,2,5.866,1,3216,7,3,5,5,3,4,1,18.571,3,3,27.349,0,5564,8,3,14,14,4,13,1,7.195,11,2,13.598,0,8284,41,21,35,1.222,14.623,29,1.556,19.188
90297419,7,467,1,18,4,2,12,12,5,10, ,66,5,2,5,5,3,2,4,35.56,2,4,35.56,2,31449,6,2,6,6,4,5,1,3.663,3,1,3.663,2,1974,4,2,5,5,4,3,1,2.222,2,2,4.36,0,102282,8,3,1,2,2,1,2, ,0,0, ,0,1973,9,3,1,3,2,2,1, ,1,1, ,0,10207,7,3,1,3,2,2,1, ,2,1, ,0,2344,2,2,5,5,2,5,1,11.441,4,1,11.441,0,3059,3,1,7,7,2,6,1,2.941,1,4,14.852,1,3423,1,1,6,6,4,4,1,2.229,2,3,8.783,0,29066,42,25,30,1.444,9.676,17,1.889,13.11
55409330,8,1396,2,70,2,3,11,8,6,13,13,67,2,2,12,12,2,8,2,19.549,5,2,19.549,0,18286,1,1,7,7,4,4,3,20.691,1,7,88.686,0,4744,3,1,5,5,2,4,2,14.848,3,3,21.226,0,6049,8,3,3,3,2,2,1,177.15,1,3,190.691,0,3807,7,3,3,3,2,3,1,3.045,3,1,3.045,0,30888,9,3,4,4,3,3,1,24.671,2,1,59.238,1,3962,5,2,23,23,5,9,7,31.15,3,7,31.15,0,9076,4,2,10,10,3,8,2,16.47,4,2,16.47,0,5223,6,2,11,11,3,8,3,11.892,6,3,11.892,0,3665,78,26,49,2.444,35.496,28,3.222,49.105
95760736,5,1537,2,36,4,4,14,11, , ,7,68,3,1,4,4,2,3,2,9.998,3,2,9.998,0,15007,1,1,3,3,3,0,0, ,0,0, ,0,5318,2,2,7,7,4,3,2,6.73,2,2,6.73,0,2383,5,2,13,13,5,3,3,14.735,2,4,23.531,0,6197,4,2,15,15,4,9,1,4.586,4,8,53.379,0,11153,6,2,9,9,5,7,2,11.599,5,4,26.905,0,6817,7,3,9,9,4,3,4,23.899,2,4,23.899,0,4349,9,3,11,11,5,8,3,83.736,5,3,83.736,0,14247,8,3,5,5,5,3,3,32.797,2,3,32.797,1,45987,76,37,39,2.222,23.51,25,3.333,32.622
18904062,6,1208,1,37,2,4, , ,8,8,11,55,4,2,6,6,3,4,1,30.879,2,1,30.879,10, ,5,2,7,7,5,1,5,19.181,1,5,19.181,4,3030,6,2,7,7,3,5,1,91.007,3,1,91.007,3,3750,1,1,6,6,3,6,1,2.886,2,3,59.373,6,99968,2,2,6,6,4,4,1,4.379,3,1,4.379,10,29347,3,1,4,4,2,3,2,6.399,1,3,129.499,5,1602,7,3,6,6,5,4,3,38.905,1,5,66.093,0,16061,8,3,4,4,3,2,3,30.228,0,0, ,0,9181,9,3,4,4,3,3,2,10.178,2,2,24.066,0,9251,50,31,32,2.111,26.005,15,2.333,53.06
20738082,1,3407,1,48,5,5,12,13,12,12,13,56,1,1,3,3,3,1,2,13.402,0,0, ,0,3632,2,2,3,3,3,1,2,13.402,0,2, ,0,3632,3,1,2,2,2,1,2,20.665,1,2,20.665,0,3577,5,2,6,6,3,0,0, ,0,0, ,0,5539,4,2,6,6,4,1,5,61.096,0,0, ,0,8823,6,2,3,3,2,2,2,9.684,1,3,14.687,0,3306,7,3,4,4,3,3,1,3.834,2,2,8.017,0,56548,9,3,3,3,3,3,1,73.827,2,1,73.827,0,4449,8,3,4,4,3,3,2,14.088,3,2,14.088,0,2822,34,26,17,1.778,25.337,9,1.333,26.257
