ID,Condition,MTurkTime,Gender,Age,SocialClass,Education,TIPI_O,TIPI_C,TIPI_E,TIPI_A,TIPI_N,RIBS_Tot,Task1,TaskType1,JS_Flu1,Flu1,Flex1,Orig1,OOI_Ord1,OOI_Lat1,OG_Orig1,OG_OOI_Ord1,OG_OOI_Lat1,OffWin1,ReadTime1,Task2,TaskType2,JS_Flu2,Flu2,Flex2,Orig2,OOI_Ord2,OOI_Lat2,OG_Orig2,OG_OOI_Ord2,OG_OOI_Lat2,OffWin2,ReadTime2,Task3,TaskType3,JS_Flu3,Flu3,Flex3,Orig3,OOI_Ord3,OOI_Lat3,OG_Orig3,OG_OOI_Ord3,OG_OOI_Lat3,OffWin3,ReadTime3,Task4,TaskType4,JS_Flu4,Flu4,Flex4,Orig4,OOI_Ord4,OOI_Lat4,OG_Orig4,OG_OOI_Ord4,OG_OOI_Lat4,OffWin4,ReadTime4,Task5,TaskType5,JS_Flu5,Flu5,Flex5,Orig5,OOI_Ord5,OOI_Lat5,OG_Orig5,OG_OOI_Ord5,OG_OOI_Lat5,OffWin5,ReadTime5,Task6,TaskType6,JS_Flu6,Flu6,Flex6,Orig6,OOI_Ord6,OOI_Lat6,OG_Orig6,OG_OOI_Ord6,OG_OOI_Lat6,OffWin6,ReadTime6,Task7,TaskType7,JS_Flu7,Flu7,Flex7,Orig7,OOI_Ord7,OOI_Lat7,OG_Orig7,OG_OOI_Ord7,OG_OOI_Lat7,OffWin7,ReadTime7,Task8,TaskType8,JS_Flu8,Flu8,Flex8,Orig8,OOI_Ord8,OOI_Lat8,OG_Orig8,OG_OOI_Ord8,OG_OOI_Lat8,OffWin8,ReadTime8,Task9,TaskType9,JS_Flu9,Flu9,Flex9,Orig9,OOI_Ord9,OOI_Lat9,OG_Orig9,OG_OOI_Ord9,OG_OOI_Lat9,OffWin9,ReadTime9,Flu_Total,Flex_Total,Orig_Total,OOI_Ord_Avg,OOI_Lat_Avg,OG_Orig_Total,OG_OOI_Ord_Avg,OG_OOI_Lat_Avg
21301686,9,3065,1,33,1,6,8, ,5,7,8,56,1,1,6,6,3,4,1,21.904,1,3,63.797,1,6308,2,2,6,6,3,4,1,21.904,2,1,21.904,0,6308,3,1,3,3,2,2,1,16.153,0,3,31.129,0,2378,6,2,10,10,5,8,1,110.672,3,2,128.352,0,110827,4,2,7,7,5,4,1,6.656,3,1,6.656,0,4730,5,2,10,10,5,0,0, ,0,0, ,0,10677,9,3,5,5,3,4,1,14.256,3,1,14.256,0,4066,8,3,6,6,4,3,3,28.031,2,3,28.031,0,4198,7,3,5,5,4,3,3,38.786,1,3,38.786,1,15245,59,36,33,1.556,37.532,15,1.889,41.614
53814335,5,780,2,27,4,4, , ,5, ,9,60,2,2,1,4,3,3,2, ,3,2, ,0,49702,3,1,2,2,2,0,0, ,0,0, ,0,7014,1,1,1,1,1,1,1,289.48,0,0, ,0,6064,6,2,1,6,2,2,5, ,2,5, ,0,29142,5,2,1,13,3,2,2, ,1,5, ,0,6395,4,2,1,5,2,3,2, ,2,3, ,0,4916,8,3,6,6,3,3,1,6.184,2,1,6.184,1,25577,9,3,7,7,5,6,1,11.803,4,1,26.754,0,5807,7,3,5,5,4,4,2,22.329,2,2,22.329,0,2310,49,25,24,1.778,82.449,16,2.111,18.422
21713946,1,2189,1,27,3,5,12,9,7,9,9,67,3,1,9,9,2,6,2,3.65,0,5,14.64,1,8467,2,2,7,7,2,6,2,3.098,6,2,3.098,0,2585,1,1,7,7,2,5,2,5.314,5,2,5.314,0,1255,4,2,14,14,5,10,2,12.241,7,3,21.162,0,2055,5,2,7,7,2,2,6,16.589,0,0, ,0,1794,6,2,10,10,3,8,1,11.16,6,1,11.16,0,1382,8,3,1,3,2,2,1, ,2,1, ,1,36736,9,3,1,2,2,1,2, ,1,2, ,0,12984,7,3,1,3,2,3,1,139.235,2,1,139.235,0,47694,62,22,43,2.111,27.327,29,1.889,32.435
14847519,2,583,1,27,4,5, ,10,2,9,7,47,2,2,1,1,1,1,1,5.649,1,1,5.649,0,6043,1,1,1,1,1,0,0, ,0,0, ,1,3458,3,1,1,1,1,0,0, ,0,0, ,2,20984,5,2,5,5,3,3,3,16.923,1,5,37.369,0,8247,4,2,6,6,4,4,2,50.662,2,2,50.662,0,2814,6,2,4,4,2,0,0, ,0,0, ,0,3977,7,3,8,8,4,5,2,14.168,4,4,23.616,0,2456,9,3,7,7,2,6,2,53.794,3,2,86.352,0,2856,8,3,4,4,4,2,2,21.879,1,2,21.879,0,15140,37,22,21,1.333,27.179,12,1.778,37.588
76192219,8,910,2,67,2,5,9,9,12,9,8,35,4,2,4,4,3,1,2,20.337,0,0, ,0,9045,6,2,11,11,6,9,1,4.945,5,3,10.177,0,2445,5,2,2,7,3,0,0, ,0,0, ,0,3105,7,3,1,1,1,1,1,6.684,0,0, ,0,30685,9,3,1,1,1,0,0, ,0,0, ,1,11817,8,3,2,2,2,2,1,8.146,2,1,8.146,0,3398,1,1,5,5,3,4,2,20.912,2,2,20.912,0,9011,3,1,5,5,3,4,2,69.825,0,3,82.625,0,2317,2,2,7,7,5,4,1,7.729,3,1,7.729,0,3066,43,27,25,1.111,19.797,12,1.111,25.918
16819699,7,951,2,35,6,5,12,14,4,12,14,39,8,3,4,4,2,2,1,5.065,0,0, ,0,1983,7,3,6,6,5,3,3,15.848,1,4,18.728,0,6585,9,3,8,0,1,0,0, ,0,0, ,0,14821,2,2,5,5,1,5,1,1.698,4,1,3.562,0,7704,1,1,1,1,1,1,1,6.561,0,0, ,0,5723,3,1,1,1,1,1,1,3.663,0,0, ,0,2514,5,2,3,3,3,1,3,8.636,0,0, ,0,3654,4,2,3,3,3,1,3,8.054,0,0, ,0,2510,6,2,2,2,1,1,2,5.195,1,2,5.195,0,1718,25,18,15,1.667,6.84,6,.778,9.162
25015829,7,410,2,66,4,5,14,14,14,12,14,59,2,2,4,4,2,0,0, ,0,0, ,0,33192,1,1,3,3,2,2,2,18.116,1,3,51.058,0,4192,3,1,4,4,2,3,1,7.836,0,1,7.836,0,3343,5,2,15,15,5,2,13,56.561,0,0, ,0,6600,4,2,4,4,2,2,1,5.316,0,0, ,0,4476,6,2,7,7,2,4,1,4.627,2,3,13.714,0,3772,8,3,2,2,2,0,0, ,0,0, ,0,10137,7,3,1,0,0,0,0, ,0,0, ,0,9049,9,3,1,0,0,0,0, ,0,0, ,0,6018,39,17,13,2.571,18.491,3,1,24.203
83178834,1,2335,1,33,4,6,14,14,14,14,14,51,2,2,4,4,3,2,3,17.508,1,3,27.797,1, ,1,1,4,4,4,2,2,4.214,1,4,8.935,1, ,3,1,3,3,2,1,2, ,0,0, ,1,2246,5,2,4,4,3,1,3,8.505,0,0, ,0,10677,6,2,4,4,2,1,4,16.181,0,0, ,0,8670,4,2,2,2,2,0,0, ,0,0, ,0,4448,8,3,3,3,3,2,2,20.975,1,3,39.69,0,11379,9,3,3,3,2,2,2,8.588,2,2,8.588,0,14378,7,3,3,3,2,3,1,21.849,2,2,37.736,0,6393,30,23,14,2.111,1501.48,7,1.556,24.549
99506979,6,4383,1,31,2,1,13,13,11,13,9,61,9,3,5,0,1,5,1,50.572,0,1, ,0,7759,8,3,3,3,3,2,1,7.035,0,0, ,0,20889,7,3,4,4,3,2,3,9.708,2,3,9.708,2, ,3,1,1,1,1,1,1,8.2,0,1,8.2,0,28038,2,2,2,2,2,1,1,9.748,0,1, ,0,2784,1,1,2,2,2,1,1,8.342,1,1,8.342,0,5833,6,2,3,3,3,1,3,19.005,1,3,19.005,0,12810,5,2,8,8,3,4,4,19.154,2,4,19.154,0,3586,4,2,3,3,3,0,0, ,0,0, ,0,4220,26,21,17,1.667,16.471,6,1.556,12.882
82547488,3,1069,1,55,1,5,14,13,2,10,9,62,2,2,4,0,0,0,0, ,0,0, ,1,25106,1,1,5,5,2,3,2,52.222,1,2,52.222,0,2880,3,1,4,4,2,2,2,15.961,0,4,34.063,0,4047,4,2,12,12,4,9,2,14.201,5,6,37.222,0,3398,5,2,15,15,6,5,2,7.516,5,2,7.516,0,3382,6,2,6,6,3,4,3,16.204,3,3,16.204,0,2126,8,3,2,2,1,1,2,18.316,1,2,18.316,0,8891,9,3,1,1,1,0,0, ,0,0, ,0,29735,7,3,2,2,1,1,2,28.628,1,2,28.628,0,11054,47,20,25,1.875,21.864,16,2.625,27.739
49415273,8,1182,1, ,4,6,7,10,5,7,10,66,1,1,17,17,3,14,2,13.767,3,1,10.491,0,13314,2,2,17,17,3,14,2,13.767,11,2,13.767,0,13314,3,1,10,10,4,8,3,25.459,0,3,25.459,0,7954,4,2,11,11,5,7,2,5.117,3,6,27.74,0,14213,5,2,23,23,6,8,10,43.979,6,10,43.979,0,2827,6,2,11,11,4,7,2,16.699,2,5,31.468,0,3712,7,3,4,4,3,3,1,23.842,1,4,58.103,0,2739,8,3,2,2,2,1,2,45.074,1,2,45.074,0,10106,9,3,5,5,3,4,2,23.648,2,2, ,0,5284,90,34,58,2.778,23.12,29,3.889,32.01
35343885,6,1188,1,27,3,5, ,5, ,11, ,41,4,2,6,6,3,4,1,6.858,3,1,6.858,2, ,6,2,4,4,3,4,1,5.479,4,1,5.479,0,1948,5,2,2,2,2,0,0, ,0,0, ,2,1301,7,3,10,10,6,9,1,5.324,6,1,5.324,0,8971,9,3,10,10,6,8,1,31.182,5,1,61.63,0,7639,8,3,5,5,4,2,3,18.143,0,0, ,0,6896,1,1,5,5,3,3,1,18.959,1,1,18.959,0,2736,3,1,5,8,2,7,1, ,0,2, ,0,1146,2,2,7,7,3,6,2,9.143,1,2,9.143,0,1117,57,32,43,1.222,13.584,20,1,17.899
77549066,8,896,2,35,4,5,14,13,8,8,2,47,6,2,1,6,2,4,3, ,3,4, ,0,9608,4,2,1,3,2,1,1, ,1,1, ,0,3734,5,2,1,4,3,0,0, ,0,0, ,1,3286,3,1,1,3,2,2,2, ,0,0, ,0,8100,1,1,1,1,1,0,0, ,0,0, ,0,4029,2,2,1,2,2,1,2, ,1,2, ,0,8946,9,3,5,5,3,3,1,2.856,2,1,2.856,0,2364,7,3,3,3,2,2,2,48.383,0,0, ,1,1459,8,3,4,4,2,0,0, ,0,0, ,0,1469,31,19,13,1.222,25.62,7,.889,2.856
44916592,4,771,1,29,2,3,13,6, ,8,9,82,3,1,5,5,3,3,1,9.745,0,5,28.232,0,11826,2,2,5,5,3,2,3,8.079,0,3, ,0,3221,1,1,6,6,5,3,4,55.496,3,4,55.496,0,2978,6,2,11,11,4,7,2,6.68,4,2,6.68,0,3890,5,2,7,7,3,1,7,23.056,0,0, ,0,2242,4,2,9,9,5,6,2,6.744,3,2,6.744,0,3779,9,3,1,4,2,2,3, ,1,3, ,0,15366,8,3,1,3,3,3,1, ,3,1, ,0,3165,7,3,1,3,3,2,2, ,0,0, ,0,4350,53,31,29,2.778,18.3,14,2.222,24.288
60956106,2,476,2,29,1,6,8,8,2,14,14,19,2,2,6,6,1,5,1,5.068,5,1,5.068,0,13099,1,1,1,1,1,0,0, ,0,0, ,0,10493,3,1,3,3,2,2,2,9.097,0,2,9.097,0,2310,5,2,11,11,3,4,3,4.026,1,9,25.348,0,10347,6,2,5,5,2,1,4,17.757,1,4,17.757,0,7352,4,2,3,3,2,0,0, ,0,0, ,0, ,8,3,5,5,2,5,1,11.97,4,1,11.97,0,4639,9,3,5,1,1,1,1,20.714,0,1, ,0,13396,7,3,6,6,3,3,2,24.349,1,3,39.493,0,1578,41,17,21,1.556,13.283,12,2.333,18.122
89719858,1,499,2,62,4,6,9,10,13,14,13,43,3,1,5,5,4,3,1,5.06,0,4,20.173,0,18338,1,1,10,10,3,7,1,11.337,3,1,11.337,0,3822,2,2,13,13,3,11,1,4.514,6,1,21.644,0,1714,4,2,1,5,4,1,5, ,0,0, ,0,4388,5,2,9,9,3,2,7,114.578,0,0, ,0,3874,6,2,7,7,2,3,2,10.627,1,7,51.789,0,2845,8,3,2,2,1,0,0, ,0,0, ,0,9171,7,3,3,3,3,2,1,8.139,0,0, ,0,3671,9,3,1,1,1,0,0, ,0,0, ,0, ,55,24,29,2,25.709,10,1.444,26.236
41977405,9,0,1,63,5,6,9,11,4,5,10,54,3,1,5,5,4,3,3,45.116,0,3,45.116,0,14106,2,2,8,8,5,6,2,19.535,4,2,19.535,0,8979,1,1,5,5,3,3,2,29.669,1,2,29.669,0,8917,4,2,7,7,3,7,1,22.753,4,2,31.266,1,12022,5,2,12,12,3,3,6,42.16,1,9,65.775,0,5205,6,2,17,17,3,10,1,5.012,4,7,33.386,0,4709,7,3,1,4,3,3,2, ,2,2, ,0,5029,8,3,1,3,2,2,1, ,1,2, ,0,6607,9,3,1,5,3,2,3, ,1,3, ,0,2886,66,29,39,2.333,27.374,18,3.556,37.458
66625947,7,1923,2,27,4,3, , , , , ,-88,11, ,7,7,4,6,1, ,0,0, ,0,17046,4,2,10,10,4,4,4,52.144,2,6,81.35,0,21361,5,2,11,11,4,2,7,115.464,2,7,115.464,0,9515,6,2,8,8,1,4,2,31.6,2,7,114.489,0,9273,3,1,0,0,0,0,0, ,0,0, ,0, ,2,2,0,0,0,0,0, ,0,0, ,0, ,1,1,0,0,0,0,0, ,0,0, ,0, ,0, ,0,0,0,0,0, ,0,0, ,0, ,0, ,0,0,0,0,0, ,0,0, ,0, ,50,20,29,2.833,48.27,23,4,70.689
63627449,5,951,2,43,3,3,8,7,4,11, ,40,3,1,6,6,3,4,2,21.248,0,4,64.674,0,14651,2,2,10,10,6,5,4,51.985,0,4, ,2,11458,1,1,6,6,4,4,1,37.299,1,5,100.565,0,7769,5,2,15,15,6,7,1,7.563,5,3,33.425,1,9684,4,2,7,7,4,4,3,80.872,1,6,163.649,2,8323,6,2,11,11,4,6,1,70.676,3,2,126.434,2,4364,8,3,0,0,0,0,0, ,0,0, ,0, ,7,3,0,0,0,0,0, ,0,0, ,0, ,9,3,0,0,0,0,0, ,0,0, ,0, ,55,27,30,2,44.941,10,4,97.749
63190522,8,2827,1,25,4,4,8, ,7,10,7,52,9,3,3,3,2,2,1,34.068,1,1,7.759,1,7447,8,3,3,3,3,3,1,2.753,1,3,20.35,0,24006,7,3,3,3,2,0,0, ,0,0, ,0,8545,6,2,3,3,2,3,1,4.942,1,2,7.626,0,2617,5,2,3,3,2,1,3,8.437,0,0, ,0,1958,4,2,3,3,2,2,1,6.787,1,1,6.787,0,2927,3,1,2,2,2,1,2,31.375,0,2,31.375,0,5390,2,2,2,2,2,1,2,13.268,0,2, ,0,1901,1,1,2,2,2,0,0, ,0,0, ,0,1741,24,19,13,1.222,14.519,4,1.222,14.779
11631264,2,460,1,47,4,5,11,7,4,13,12,64,1,1,3,3,2,1,2,16.888,0,0, ,1,2428,3,1,1,1,1,1,1,8.063,0,0, ,1,35694,2,2,3,3,2,1,2,16.888,1,2,16.888,0,2428,4,2,5,5,4,2,3,22.786,0,0, ,0,33650,6,2,4,4,3,3,1,8.021,0,0, ,0,4002,5,2,5,5,3,1,4,18.277,1,4,18.277,0,18701,9,3,3,3,1,3,1, ,2,1, ,1,43094,8,3,2,2,2,2,1,6.366,1,2,10.725,1,5534,7,3,2,2,1,1,1,4.626,1,1,4.626,0,2292,27,18,15,1.778,15.773,6,1.111,12.629
56059923,5,899,1,35,2,3,8,8,9,12,12,73,2,2,4,4,3,3,1,10.484,2,1,48.67,0,17426,1,1,4,4,2,3,2,22.694,2,2,22.694,0,1492,3,1,4,4,3,3,2,10.04,0,4,38.836,0,1586,6,2,6,6,1,6,1,28.51,6,1,28.51,2,7553,4,2,14,14,4,8,1,5.404,1,7,57.917,1,3192,5,2,10,10,5,1,9,55.281,0,0, ,1,4336,8,3,1,5,4,5,1, ,4,1, ,1,4730,7,3,3,3,2,2,1,8.314,2,1,8.314,0,3488,9,3,1,0,1,1,1, ,0,1, ,1,48327,50,25,32,2.111,20.104,17,2,34.157
53562916,4,1236,2,24,3,5,6,12, ,6,12,40,8,3,4,4,4,3,2,64.331,2,2,64.331,0,28417,7,3,4,4,3,1,4,56.718,0,0, ,1,2681,9,3,4,4,2,2,1,32.712,0,1, ,0,4356,5,2,12,12,3,4,4,9.944,3,8,24.666,1, ,4,2,5,5,3,1,4,19.322,0,0, ,0,1277,6,2,6,6,3,3,2,6.853,3,2,6.853,0,1329,2,2,8,8,1,7,2,6.114,5,2,15.882,0,1724,1,1,2,2,2,1,2,7.471,0,0, ,1,129636,3,1,1,1,1,0,0, ,0,0, ,0,1287,46,22,22,2.333,25.433,13,1.667,27.933
74561594,7,1657,2,29,2,2,11,12,6,9,10,47,7,3,3,3,3,3,1,1.984,2,2,7.832,0,1947,9,3,3,3,2,2,1,65.068,1,1,65.068,0,1688,8,3,1,1,1,0,0, ,0,0, ,0,2482,4,2,20,20,5,14,1,16.306,7,3,29.961,0,10527,6,2,10,10,5,6,1,4.547,1,7,72.745,0,4988,5,2,12,12,5,5,7,73.264,4,7,73.264,0,7757,1,1,2,2,2,1,2,13.644,1,2,13.644,0,23251,3,1,3,3,3,1,3,38.236,0,3,38.236,0,2472,2,2,5,5,4,2,1,17.724,2,1,17.724,0,4048,59,30,34,1.889,28.847,18,2.889,39.809
30370553,1,1747,2,57,2,3,12,12,8,11,12,44,2,2,2,2,1,2,1,14.556,1,1,17.732,0,13143,1,1,3,3,3,2,2,12.951,2,2,12.951,0,8354,3,1,2,2,1,1,2,16.302,0,0, ,0,4281,5,2,7,7,4,2,4,16.547,0,0, ,0,6766,4,2,7,7,4,2,4,20.27,0,0, ,0,6791,6,2,2,2,2,0,0, ,0,0, ,0,5601,8,3,5,5,4,3,1,6.475,0,0, ,0,7130,9,3,5,5,4,4,1,7.639,2,1,15.678,0,30846,7,3,5,5,3,4,1,13.022,3,2,19.614,0,31222,38,26,20,1.778,13.47,8,.667,16.494
16960049,1,960,2,54,3,5,13,14,3,12,7,58,3,1,9,9,2,5,2,5.419,0,2,5.419,0,7645,2,2,9,9,2,7,2,4.873,2,2,20.77,0,2946,1,1,6,6,2,5,1,3.09,1,2,5.058,0,2309,6,2,5,5,4,2,3,5.885,1,5,14.41,0,5452,5,2,8,8,3,0,0, ,0,0, ,0,3869,4,2,7,7,3,5,2,5.929,2,4,18.42,0,4919,9,3,1,1,1,1,1,32.654,0,1, ,0,34921,8,3,1,1,1,1,1,29.647,1,1,29.647,0,32530,7,3,1,1,1,0,0, ,0,0, ,0,10386,47,19,26,1.333,12.5,7,1.889,15.621
87204734,5,723,2,54,4,3, ,10,4,11, ,38,2,2,5,5,2,5,1,11.542,5,1,11.542,0,13090,3,1,5,5,3,4,1,9.842,0,3,22.558,0,6174,1,1,2,2,2,1,1,6.782,0,0, ,0,4686,5,2,5,5,3,0,0, ,0,0, ,0,15040,4,2,5,5,3,3,2,9.469,3,2,9.469,0,6157,6,2,2,2,2,2,1,2.623,0,0, ,0,7383,7,3,3,3,2,1,2,5.487,0,0, ,0,5098,9,3,4,4,1,4,1,46.39,4,1,46.39,0,18697,8,3,3,3,2,2,1,3.941,1,3,9.279,0,9428,34,20,22,1.111,12.01,13,1.111,19.848
73925488,9,681,1,23,3,5,8,12,7,11,11,63,3,1,3,3,1,2,2,10.794,0,2,10.794,0,12417,1,1,4,4,1,3,2,3.348,2,3,6.74,0,1154,2,2,4,4,3,1,2,2.997,1,2,2.997,0,1115,5,2,7,7,3,0,0, ,0,0, ,0,7934,6,2,7,7,4,4,1,3.415,3,1,3.415,0,4497,4,2,8,8,3,5,1,1.669,3,1,1.669,0,2670,7,3,4,4,3,3,1,5.626,3,1,5.626,0,14988,9,3,4,4,2,4,1,7.962,2,1,7.962,0,10928,8,3,4,4,2,3,2,8.836,2,2,8.836,0,5766,45,22,25,1.333,5.581,16,1.444,6.005
45825541,8,2413,2,50,4,6,12,10,3,14,8,26,2,2,9,8,5,5,4,63.708,2,4,67.887,0,16446,1,1,4,4,3,3,2,34.664,0,0, ,0,2675,3,1,4,4,3,2,2,16.895,0,2,16.895,0,2692,8,3,1,1,1,1,1,9.29,1,1,9.29,0,5259,7,3,4,4,3,4,1,1.559,2,3,11.863,0,7528,9,3,3,3,2,3,1,15.366,3,1,15.366,1,6273,5,2,9,9,5,0,0, ,0,0, ,0,7715,4,2,4,4,3,1,1,11.842,0,0, ,0,3095,6,2,7,7,3,3,3,31.502,2,5,44.172,0,10770,44,28,22,1.667,23.103,10,1.778,27.579
52183546,2,1055,1,33,3,4,12, ,12,10,6,56,3,1,1,1,0,0,0, ,0,0, ,0,5387,2,2,3,3,2,2,2,11.733,1,2,22.338,0,2852,1,1,2,2,2,2,1,9.475,0,0, ,0,1958,5,2,7,7,4,1,5,12.91,1,5,12.91,0,5628,6,2,4,4,3,3,1,3.303,2,1,3.303,0,2804,4,2,4,4,2,2,1,36.924,1,3,43.979,0,5250,8,3,3,3,2,3,1,8.184,3,1,8.184,0,9834,7,3,3,3,3,1,3,19.228,0,0, ,0,3156,9,3,4,4,3,3,1, ,2,1, ,0,3766,31,21,17,1.875,14.537,10,1.625,18.143
54441978,1,682,2,27,3,5,10,12,8,12, ,53,1,1,3,3,3,1,3,20.779,0,0, ,0,1719,3,1,3,3,2,1,1,6.648,0,0, ,0,1597,2,2,3,3,3,1,3,20.779,1,3,20.779,0,1719,6,2,5,5,4,3,1,6.482,2,3,15.006,0,5042,4,2,4,4,2,2,2,11.912,1,2,11.912,0,4088,5,2,10,10,3,0,0, ,0,0, ,0,1515,8,3,3,3,3,2,1,1.801,0,0, ,0,10726,9,3,4,4,2,3,1,17.046,1,1,24.756,0,1968,7,3,3,3,2,2,2,52.933,0,0, ,0,2969,37,23,14,1.222,16.8,5,1,18.113
93370721,6,670,2,37,2,5,7, ,7,12,10,57,1,1,6,6,3,2,2,16.963,1,4,39.391,0,2638,2,2,6,6,3,2,2,16.963,1,2,16.963,0,2638,3,1,4,4,3,3,2,10.423,0,3,32.974,0,2401,7,3,3,3,2,0,0, ,0,0, ,0,2208,8,3,2,2,2,1,1,11.41,0,0, ,0,13429,9,3,2,2,2,1,1,66.611,1,1,66.611,0,9095,4,2,4,4,3,1,4,31.409,0,0, ,0,9681,5,2,8,8,4,4,4,17.996,2,6,36.27,0,1896,6,2,12,12,5,9,1,5.549,7,1,5.549,0,2311,46,26,24,1.778,21.558,12,1.889,32.96
10998955,6,987,1,30,4,5,12,12,4,10,7,55,4,2,8,8,4,6,1,5.901,3,1,5.901,0,7150,6,2,9,9,5,3,2,6.057,0,0, ,0,2617,5,2,14,14,4,1,6,11.547,0,0, ,0,2388,1,1,7,7,3,5,3,12.525,1,6,38.39,0,5574,3,1,7,7,4,6,1,7.405,0,4,22.043,0,1613,2,2,11,11,5,9,1,6.255,4,1,14.909,0,2122,7,3,6,6,3,4,2,12.643,3,2,12.643,0,7234,9,3,4,4,3,2,3,52.548,1,3,52.548,0,8218,8,3,5,5,3,4,1,3.897,3,1,3.897,0,3310,71,34,40,2.222,13.198,15,2,21.476
16016222,5,1088,1,33,2,6,10,14,5,12,11,48,3,1,4,4,2,1,4,27.392,0,4,27.392,0,34734,2,2,6,6,2,1,5,22.909,0,5, ,0,3640,1,1,2,2,2,0,0, ,0,0, ,0,2432,4,2,5,5,3,3,3,67.543,2,4,72.874,0,3498,5,2,9,9,5,2,3,7.29,0,0, ,0,3013,6,2,10,10,3,8,1,5.397,6,1,5.397,0,1749,8,3,7,6,4,6,1, ,2,1, ,0,2393,7,3,6,6,3,3,3,10.938,2,3,10.938,0,7311,9,3,7,6,1,2,3,26.439,2,3,26.439,0,3856,54,25,26,2.556,23.987,14,2.333,28.608
86568107,3,1125,2,38,4,6,11,14, ,7,8,55,2,2,2,0,0,0,0, ,0,0, ,1,10282,1,1,3,3,3,3,1,4.678,1,2,15.135,0,10832,3,1,3,3,2,0,0, ,0,0, ,0,4597,5,2,8,8,5,1,7,35.192,0,0, ,0,5773,4,2,10,9,5,6,1,13.798,3,1,13.798,0,3192,6,2,13,13,6,9,3,8.708,6,3,8.708,0,6496,8,3,2,2,1,0,0, ,0,0, ,0,10519,7,3,3,3,3,3,1,24.22,1,2,28.687,0,12186,9,3,2,2,1,2,1,25.065,1,1,25.065,0,1906,43,26,24,1.75,18.61,12,1.125,18.279
99567459,8,1235,2,22,5,2,13,12,12,8, ,80,5,2,8,8,3,0,0, ,0,0, ,0,3711,4,2,6,6,4,3,3,16.824,0,0, ,0,1855,6,2,5,5,2,0,0, ,0,0, ,0,2267,8,3,1,0,0,0,0, ,0,0, ,1,24276,7,3,5,5,4,2,3,19.452,1,5,39.373,0,3553,9,3,3,3,3,3,1, ,1,1, ,0,4747,2,2,10,10,3,7,2,15.816,2,2,22.5,0,2074,1,1,3,3,2,1,3,21.896,0,0, ,0,2321,3,1,4,4,3,3,2,11.856,0,2,11.856,0,1312,44,24,19,1.75,17.169,4,1.25,24.576
96069276,7,639,1,26,3,5,10,7,5,8,7,56,2,2,5,5,3,3,2,29.875,1,2,50.127,1,17620,3,1,3,3,3,2,1,10.392,0,0, ,0,2495,1,1,3,3,3,2,2,29.032,1,3,90.04,0,2881,8,3,7,7,4,3,1,8.59,1,7,44.702,0,8055,9,3,8,8,3,4,1,15.784,2,1,16.745,0,2129,7,3,6,6,4,5,1,4.093,1,2,10.573,0,2087,5,2,7,7,4,3,1,13.348,3,1,13.348,0,14400,6,2,7,7,6,5,1,165.353,4,1,165.353,2,3026,4,2,9,9,3,5,5,158.634,2,6,167.578,1,9576,55,33,32,1.667,48.345,15,2.556,69.808
99024207,5,670,1,38,4,5,7,7,8, ,8,46,1,1,1,2,2,1,2, ,1,1, ,1,2846,2,2,1,2,2,1,2, ,1,2, ,0,2846,3,1,1,1,1,0,0, ,0,0, ,0,1898,4,2,1,3,2,0,0, ,0,0, ,0,13977,5,2,1,4,2,0,0, ,0,0, ,0,2079,6,2,1,3,1,0,0, ,0,0, ,0,4336,8,3,3,3,3,2,2,26.374,1,2,26.374,0,2496,9,3,5,5,2,4,1,34.921,3,1,34.921,1,3173,7,3,4,4,2,3,1,12.774,1,1,12.774,0,2422,27,17,11,.778,24.69,7,.778,24.69
34780016,3,635,2,29,5,4,10,11,12,9,9,54,2,2,4,4,3,3,1,6.152,2,1,15.231,0,9378,3,1,2,2,2,1,2,11.139,0,2,11.139,0,4522,1,1,4,4,2,2,1,4.805,1,4,17.526,0,2124,4,2,4,4,2,2,2,5.62,1,2,5.62,0,5205,6,2,4,4,3,1,4,17.298,0,0, ,0,2422,5,2,6,6,3,1,6,24.531,0,0, ,0,2714,9,3,1,2,2,0,0, ,0,0, ,0,2785,8,3,1,2,2,1,2, ,1,2, ,0,20572,7,3,1,1,1,1,1,38.562,0,0, ,1,2824,29,20,12,2.111,15.444,5,1.222,12.379
36310889,9,765,2,63,3,3,13,14,11,13,12,45,3,1,2,2,2,0,0, ,0,0, ,0,17362,2,2,4,4,3,2,2,16.071,2,2,16.071,0,16801,1,1,3,3,2,2,2,24.098,1,2,24.098,0,5131,4,2,4,4,3,4,1,9.826,3,1,9.826,0,21508,5,2,7,7,3,1,3,14.171,1,3,14.171,0,19414,6,2,6,6,4,5,1,1.346,4,2,11.809,0,13859,8,3,1,1,1,0,0, ,0,0, ,0,2915,7,3,4,4,3,3,2,6.864,3,2,6.864,0,2699,9,3,1,0,0,0,0, ,0,0, ,0,5639,31,21,17,1.375,12.063,14,1.5,13.807
