FamilyID,InstanceZ
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,2.1.0.1.2.1
11963,2.1.0.1.1.1
11963,
11963,
11963,
11963,
11963,2.2.0.1.1.1
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,
11963,2.1.0.1.1.2
11963,
11964,0.0.0.0.0.0
11964,
