"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"1243",8,4,32,1191,0.567084942084942,0.986666666666667,0.779411764705882,"F2",600
"1244",7,6,42,1233,0.584942084942085,0.988333333333333,0.808823529411765,"F2",600
"1245",6,5,30,1263,0.602316602316602,0.99,0.838235294117647,"F2",600
"1246",5,10,50,1313,0.621621621621622,0.991666666666667,0.867647058823529,"F2",600
"1247",4,18,72,1385,0.651061776061776,0.993333333333333,0.897058823529412,"F2",600
"1248",3,32,96,1481,0.691602316602317,0.995,0.926470588235294,"F2",600
"1249",2,72,144,1625,0.749517374517375,0.996666666666667,0.955882352941177,"F2",600
"1250",1,447,447,2072,0.892133204633205,0.998333333333333,0.985294117647059,"F2",600
"1251",141,1,141,141,0.0314451382694023,0.765,0.015625,"F3",600
"1252",75,1,75,216,0.0796164139161463,0.875,0.046875,"F3",600
"1253",71,1,71,287,0.112176628010705,0.881666666666667,0.078125,"F3",600
"1254",59,1,59,346,0.141168599464764,0.901666666666667,0.109375,"F3",600
"1255",54,1,54,400,0.166369313113292,0.91,0.140625,"F3",600
"1256",52,1,52,452,0.190008920606601,0.913333333333333,0.171875,"F3",600
"1257",49,1,49,501,0.212533452274755,0.918333333333333,0.203125,"F3",600
"1258",47,1,47,548,0.233942908117752,0.921666666666667,0.234375,"F3",600
"1259",43,1,43,591,0.254014272970562,0.928333333333333,0.265625,"F3",600
"1260",38,2,76,667,0.280553077609277,0.936666666666667,0.296875,"F3",600
"1261",37,1,37,704,0.305753791257806,0.938333333333333,0.328125,"F3",600
"1262",33,1,33,737,0.321364852809991,0.945,0.359375,"F3",600
"1263",24,1,24,761,0.334076717216771,0.96,0.390625,"F3",600
"1264",22,1,22,783,0.344335414808207,0.963333333333333,0.421875,"F3",600
"1265",20,2,40,823,0.358162355040143,0.966666666666667,0.453125,"F3",600
"1266",19,1,19,842,0.371320249776985,0.968333333333333,0.484375,"F3",600
"1267",18,1,18,860,0.37957181088314,0.97,0.515625,"F3",600
"1268",17,1,17,877,0.387377341659233,0.971666666666667,0.546875,"F3",600
"1269",16,1,16,893,0.394736842105263,0.973333333333333,0.578125,"F3",600
"1270",14,1,14,907,0.4014272970562,0.976666666666667,0.609375,"F3",600
"1271",12,4,48,955,0.415254237288136,0.98,0.640625,"F3",600
"1272",11,5,55,1010,0.438224799286351,0.981666666666667,0.671875,"F3",600
"1273",10,4,40,1050,0.459411239964318,0.983333333333333,0.703125,"F3",600
"1274",9,9,81,1131,0.486396074933095,0.985,0.734375,"F3",600
"1275",8,5,40,1171,0.513380909901873,0.986666666666667,0.765625,"F3",600
"1276",7,10,70,1241,0.537912578055308,0.988333333333333,0.796875,"F3",600
"1277",6,11,66,1307,0.568242640499554,0.99,0.828125,"F3",600
"1278",5,21,105,1412,0.606378233719893,0.991666666666667,0.859375,"F3",600
"1279",4,25,100,1512,0.652096342551293,0.993333333333333,0.890625,"F3",600
"1280",3,43,129,1641,0.703166815343443,0.995,0.921875,"F3",600
"1281",2,71,142,1783,0.763603925066905,0.996666666666667,0.953125,"F3",600
"1282",1,459,459,2242,0.897636039250669,0.998333333333333,0.984375,"F3",600
"1283",347,1,347,347,0.0464649169791109,0.421666666666667,0.0125,"I1",600
"1284",161,1,161,508,0.11448848419925,0.731666666666667,0.0375,"I1",600
"1285",159,1,159,667,0.157337975361543,0.735,0.0625,"I1",600
"1286",143,1,143,810,0.197777182645956,0.761666666666667,0.0875,"I1",600
"1287",115,1,115,925,0.232324584895554,0.808333333333333,0.1125,"I1",600
"1288",79,1,79,1004,0.258302088912694,0.868333333333333,0.1375,"I1",600
"1289",62,1,62,1066,0.277182645956079,0.896666666666667,0.1625,"I1",600
"1290",60,1,60,1126,0.293519014461703,0.9,0.1875,"I1",600
"1291",59,3,177,1303,0.325254418853776,0.901666666666667,0.2125,"I1",600
"1292",56,1,56,1359,0.35645420460632,0.906666666666667,0.2375,"I1",600
"1293",54,1,54,1413,0.371183717193358,0.91,0.2625,"I1",600
"1294",43,1,43,1456,0.384172469201928,0.928333333333333,0.2875,"I1",600
"1295",42,1,42,1498,0.395554365291912,0.93,0.3125,"I1",600
"1296",40,2,80,1578,0.411890733797536,0.933333333333333,0.3375,"I1",600
"1297",35,1,35,1613,0.427289769683985,0.941666666666667,0.3625,"I1",600
"1298",31,1,31,1644,0.436127477236208,0.948333333333333,0.3875,"I1",600
"1299",29,3,87,1731,0.451928227102303,0.951666666666667,0.4125,"I1",600
"1300",28,2,56,1787,0.471076593465453,0.953333333333333,0.4375,"I1",600
"1301",23,3,69,1856,0.487814675950723,0.961666666666667,0.4625,"I1",600
"1302",21,3,63,1919,0.505490091055169,0.965,0.4875,"I1",600
"1303",20,2,40,1959,0.519282271023032,0.966666666666667,0.5125,"I1",600
"1304",19,1,19,1978,0.527182645956079,0.968333333333333,0.5375,"I1",600
"1305",18,2,36,2014,0.534547402249598,0.97,0.5625,"I1",600
"1306",17,3,51,2065,0.546197107659347,0.971666666666667,0.5875,"I1",600
"1307",16,3,48,2113,0.559453668987681,0.973333333333333,0.6125,"I1",600
"1308",15,2,30,2143,0.56989823245849,0.975,0.6375,"I1",600
"1309",14,4,56,2199,0.581414033208356,0.976666666666667,0.6625,"I1",600
"1310",13,1,13,2212,0.590653454740225,0.978333333333333,0.6875,"I1",600
"1311",12,6,72,2284,0.602035350830209,0.98,0.7125,"I1",600
"1312",11,4,44,2328,0.61756829137654,0.981666666666667,0.7375,"I1",600
"1313",10,6,60,2388,0.631494376004285,0.983333333333333,0.7625,"I1",600
"1314",9,4,36,2424,0.644349223352973,0.985,0.7875,"I1",600
"1315",8,16,128,2552,0.666309587573648,0.986666666666667,0.8125,"I1",600
"1316",7,10,70,2622,0.692822710230316,0.988333333333333,0.8375,"I1",600
"1317",6,13,78,2700,0.712640599892876,0.99,0.8625,"I1",600
"1318",5,23,115,2815,0.738484199250134,0.991666666666667,0.8875,"I1",600
"1319",4,29,116,2931,0.769416175682914,0.993333333333333,0.9125,"I1",600
"1320",3,44,132,3063,0.80262453133369,0.995,0.9375,"I1",600
"1321",2,116,232,3295,0.851365827530798,0.996666666666667,0.9625,"I1",600
"1322",1,439,439,3734,0.94121585431173,0.998333333333333,0.9875,"I1",600
"1323",569,1,569,569,0.054975845410628,0.0516666666666666,0.01,"I2",600
"1324",340,1,340,909,0.14280193236715,0.433333333333333,0.03,"I2",600
"1325",295,1,295,1204,0.204154589371981,0.508333333333333,0.05,"I2",600
"1326",271,1,271,1475,0.258840579710145,0.548333333333333,0.07,"I2",600
"1327",188,1,188,1663,0.303188405797101,0.686666666666667,0.09,"I2",600
"1328",187,1,187,1850,0.339420289855072,0.688333333333333,0.11,"I2",600
"1329",186,2,372,2222,0.393429951690821,0.69,0.13,"I2",600
"1330",159,1,159,2381,0.444734299516908,0.735,0.15,"I2",600
"1331",147,1,147,2528,0.474299516908213,0.755,0.17,"I2",600
"1332",137,1,137,2665,0.501739130434783,0.771666666666667,0.19,"I2",600
"1333",135,1,135,2800,0.528019323671498,0.775,0.21,"I2",600
"1334",129,1,129,2929,0.553526570048309,0.785,0.23,"I2",600
"1335",113,1,113,3042,0.576908212560386,0.811666666666667,0.25,"I2",600
"1336",112,1,112,3154,0.598647342995169,0.813333333333333,0.27,"I2",600
"1337",98,1,98,3252,0.618937198067633,0.836666666666667,0.29,"I2",600
"1338",86,1,86,3338,0.636714975845411,0.856666666666667,0.31,"I2",600
"1339",79,1,79,3417,0.652657004830918,0.868333333333333,0.33,"I2",600
"1340",75,1,75,3492,0.667536231884058,0.875,0.35,"I2",600
"1341",73,1,73,3565,0.68183574879227,0.878333333333333,0.37,"I2",600
"1342",68,1,68,3633,0.695458937198068,0.886666666666667,0.39,"I2",600
"1343",65,2,130,3763,0.714589371980676,0.891666666666667,0.41,"I2",600
"1344",60,1,60,3823,0.732946859903382,0.9,0.43,"I2",600
"1345",57,1,57,3880,0.744251207729469,0.905,0.45,"I2",600
"1346",53,1,53,3933,0.75487922705314,0.911666666666667,0.47,"I2",600
"1347",47,1,47,3980,0.764541062801932,0.921666666666667,0.49,"I2",600
"1348",40,1,40,4020,0.772946859903382,0.933333333333333,0.51,"I2",600
"1349",29,1,29,4049,0.779613526570048,0.951666666666667,0.53,"I2",600
"1350",28,1,28,4077,0.78512077294686,0.953333333333333,0.55,"I2",600
"1351",26,2,52,4129,0.792850241545894,0.956666666666667,0.57,"I2",600
"1352",25,1,25,4154,0.800289855072464,0.958333333333333,0.59,"I2",600
"1353",24,1,24,4178,0.805024154589372,0.96,0.61,"I2",600
"1354",23,2,46,4224,0.811787439613527,0.961666666666667,0.63,"I2",600
"1355",22,1,22,4246,0.818357487922705,0.963333333333333,0.65,"I2",600
"1356",21,4,84,4330,0.828599033816425,0.965,0.67,"I2",600
"1357",19,2,38,4368,0.840386473429952,0.968333333333333,0.69,"I2",600
"1358",18,2,36,4404,0.847536231884058,0.97,0.71,"I2",600
"1359",17,1,17,4421,0.852657004830918,0.971666666666667,0.73,"I2",600
"1360",14,3,42,4463,0.858357487922705,0.976666666666667,0.75,"I2",600
"1361",13,4,52,4515,0.86743961352657,0.978333333333333,0.77,"I2",600
"1362",12,4,48,4563,0.877101449275362,0.98,0.79,"I2",600
"1363",11,1,11,4574,0.88280193236715,0.981666666666667,0.81,"I2",600
"1364",9,1,9,4583,0.884734299516908,0.985,0.83,"I2",600
"1365",8,4,32,4615,0.888695652173913,0.986666666666667,0.85,"I2",600
"1366",7,1,7,4622,0.892463768115942,0.988333333333333,0.87,"I2",600
"1367",6,4,24,4646,0.895458937198068,0.99,0.89,"I2",600
"1368",5,9,45,4691,0.902125603864734,0.991666666666667,0.91,"I2",600
"1369",4,16,64,4755,0.912657004830918,0.993333333333333,0.93,"I2",600
"1370",3,29,87,4842,0.927246376811594,0.995,0.95,"I2",600
"1371",2,58,116,4958,0.946859903381642,0.996666666666667,0.97,"I2",600
"1372",1,217,217,5175,0.979033816425121,0.998333333333333,0.99,"I2",600
"1373",197,1,197,197,0.024520786656709,0.671666666666667,0.0106382978723404,"I3",600
"1374",113,1,113,310,0.0631067961165049,0.811666666666667,0.0319148936170213,"I3",600
"1375",99,1,99,409,0.0894946477470749,0.835,0.0531914893617021,"I3",600
"1376",93,1,93,502,0.113393079412497,0.845,0.074468085106383,"I3",600
"1377",84,1,84,586,0.135424446104058,0.86,0.0957446808510638,"I3",600
"1378",77,1,77,663,0.1554642768235,0.871666666666667,0.117021276595745,"I3",600
"1379",75,1,75,738,0.174383868558626,0.875,0.138297872340426,"I3",600
"1380",67,1,67,805,0.192058750311178,0.888333333333333,0.159574468085106,"I3",600
"1381",66,1,66,871,0.208613393079412,0.89,0.180851063829787,"I3",600
"1382",55,1,55,926,0.223674383868559,0.908333333333333,0.202127659574468,"I3",600
"1383",52,1,52,978,0.236992780682101,0.913333333333333,0.223404255319149,"I3",600
"1384",50,1,50,1028,0.249688822504356,0.916666666666667,0.24468085106383,"I3",600
"1385",49,2,98,1126,0.268110530246453,0.918333333333333,0.265957446808511,"I3",600
"1386",48,1,48,1174,0.286283295992034,0.92,0.287234042553192,"I3",600
"1387",47,2,94,1268,0.303958177744586,0.921666666666667,0.308510638297872,"I3",600
"1388",44,1,44,1312,0.321135175504108,0.926666666666667,0.329787234042553,"I3",600
"1389",41,1,41,1353,0.331715210355987,0.931666666666667,0.351063829787234,"I3",600
"1390",39,3,117,1470,0.351381628080657,0.935,0.372340425531915,"I3",600
"1391",35,1,35,1505,0.370301219815783,0.941666666666667,0.393617021276596,"I3",600
"1392",34,3,102,1607,0.387353746577048,0.943333333333333,0.414893617021277,"I3",600
"1393",30,2,60,1667,0.407518048294747,0.95,0.436170212765957,"I3",600
"1394",29,2,58,1725,0.422205626089121,0.951666666666667,0.457446808510638,"I3",600
"1395",27,2,54,1779,0.436146377893951,0.955,0.478723404255319,"I3",600
"1396",26,1,26,1805,0.446104057754543,0.956666666666667,0.5,"I3",600
"1397",25,1,25,1830,0.452452078665671,0.958333333333333,0.521276595744681,"I3",600
"1398",23,1,23,1853,0.458426686582026,0.961666666666667,0.542553191489362,"I3",600
"1399",22,1,22,1875,0.46402788150361,0.963333333333333,0.563829787234043,"I3",600
"1400",21,1,21,1896,0.469380134428678,0.965,0.585106382978723,"I3",600
"1401",20,1,20,1916,0.474483445357232,0.966666666666667,0.606382978723404,"I3",600
"1402",19,8,152,2068,0.495892457057506,0.968333333333333,0.627659574468085,"I3",600
"1403",18,2,36,2104,0.519293004729898,0.97,0.648936170212766,"I3",600
"1404",17,3,51,2155,0.530121981578292,0.971666666666667,0.670212765957447,"I3",600
"1405",15,3,45,2200,0.542071197411003,0.975,0.691489361702128,"I3",600
"1406",14,3,42,2242,0.552900174259398,0.976666666666667,0.712765957446808,"I3",600
"1407",13,5,65,2307,0.56621857107294,0.978333333333333,0.734042553191489,"I3",600
"1408",12,6,72,2379,0.583271097834205,0.98,0.75531914893617,"I3",600
"1409",11,4,44,2423,0.597709733632064,0.981666666666667,0.776595744680851,"I3",600
"1410",10,6,60,2483,0.610654717450834,0.983333333333333,0.797872340425532,"I3",600
"1411",9,7,63,2546,0.625964650236495,0.985,0.819148936170213,"I3",600
"1412",8,11,88,2634,0.644759770973363,0.986666666666667,0.840425531914894,"I3",600
"1413",7,9,63,2697,0.663554891710232,0.988333333333333,0.861702127659574,"I3",600
"1414",6,12,72,2769,0.680358476474981,0.99,0.882978723404255,"I3",600
"1415",5,15,75,2844,0.69865571321882,0.991666666666667,0.904255319148936,"I3",600
"1416",4,23,92,2936,0.719442369927807,0.993333333333333,0.925531914893617,"I3",600
"1417",3,62,186,3122,0.754045307443366,0.995,0.946808510638298,"I3",600
"1418",2,142,284,3406,0.812546676624347,0.996666666666667,0.968085106382979,"I3",600
"1419",1,611,611,4017,0.923948220064725,0.998333333333333,0.98936170212766,"I3",600
"1420",181,1,181,181,0.0395369156837047,0.698333333333333,0.0138888888888889,"U1",600
"1421",117,1,117,298,0.104630843162953,0.805,0.0416666666666667,"U1",600
"1422",100,1,100,398,0.152031454783748,0.833333333333333,0.0694444444444444,"U1",600
"1423",90,1,90,488,0.193534294451726,0.85,0.0972222222222222,"U1",600
"1424",60,1,60,548,0.226299694189602,0.9,0.125,"U1",600
"1425",40,1,40,588,0.248143294014854,0.933333333333333,0.152777777777778,"U1",600
"1426",39,1,39,627,0.265399737876802,0.935,0.180555555555556,"U1",600
"1427",38,1,38,665,0.282219309742246,0.936666666666667,0.208333333333333,"U1",600
"1428",34,1,34,699,0.297946701616426,0.943333333333333,0.236111111111111,"U1",600
"1429",33,1,33,732,0.312581913499345,0.945,0.263888888888889,"U1",600
"1430",32,1,32,764,0.326780253385758,0.946666666666667,0.291666666666667,"U1",600
"1431",29,3,87,851,0.352774137177807,0.951666666666667,0.319444444444444,"U1",600
"1432",28,1,28,879,0.377894276976846,0.953333333333333,0.347222222222222,"U1",600
"1433",25,2,50,929,0.394932284840542,0.958333333333333,0.375,"U1",600
"1434",24,2,48,977,0.416339012669288,0.96,0.402777777777778,"U1",600
"1435",23,2,46,1023,0.436871996505024,0.961666666666667,0.430555555555556,"U1",600
"1436",22,2,44,1067,0.45653123634775,0.963333333333333,0.458333333333333,"U1",600
"1437",20,3,60,1127,0.479248580166011,0.966666666666667,0.486111111111111,"U1",600
"1438",19,1,19,1146,0.49650502402796,0.968333333333333,0.513888888888889,"U1",600
"1439",17,2,34,1180,0.508082131935343,0.971666666666667,0.541666666666667,"U1",600
"1440",16,1,16,1196,0.519003931847969,0.973333333333333,0.569444444444444,"U1",600
"1441",15,6,90,1286,0.542158147662735,0.975,0.597222222222222,"U1",600
"1442",14,4,56,1342,0.574049803407602,0.976666666666667,0.625,"U1",600
"1443",13,2,26,1368,0.591961555264308,0.978333333333333,0.652777777777778,"U1",600
"1444",12,1,12,1380,0.600262123197903,0.98,0.680555555555556,"U1",600
"1445",11,1,11,1391,0.605286151157711,0.981666666666667,0.708333333333333,"U1",600
"1446",10,2,20,1411,0.612057667103539,0.983333333333333,0.736111111111111,"U1",600
"1447",9,9,81,1492,0.634119702927042,0.985,0.763888888888889,"U1",600
"1448",8,5,40,1532,0.660550458715596,0.986666666666667,0.791666666666667,"U1",600
"1449",7,6,42,1574,0.678462210572302,0.988333333333333,0.819444444444444,"U1",600
"1450",6,8,48,1622,0.698121450415028,0.99,0.847222222222222,"U1",600
"1451",5,16,80,1702,0.72608125819135,0.991666666666667,0.875,"U1",600
"1452",4,26,104,1806,0.766273481869812,0.993333333333333,0.902777777777778,"U1",600
"1453",3,29,87,1893,0.807994757536042,0.995,0.930555555555556,"U1",600
"1454",2,61,122,2015,0.853647881170817,0.996666666666667,0.958333333333333,"U1",600
"1455",1,274,274,2289,0.940148536478812,0.998333333333333,0.986111111111111,"U1",600
"1456",157,1,157,157,0.0261144377910845,0.738333333333333,0.0131578947368421,"U2",600
"1457",110,1,110,267,0.0705256154357951,0.816666666666667,0.0394736842105263,"U2",600
"1458",62,1,62,329,0.0991350632069195,0.896666666666667,0.0657894736842105,"U2",600
"1459",53,1,53,382,0.118263473053892,0.911666666666667,0.0921052631578947,"U2",600
"1460",51,2,102,484,0.144045242847638,0.915,0.118421052631579,"U2",600
"1461",50,1,50,534,0.169328010645376,0.916666666666667,0.144736842105263,"U2",600
"1462",46,1,46,580,0.185296074517631,0.923333333333333,0.171052631578947,"U2",600
"1463",43,1,43,623,0.200099800399202,0.928333333333333,0.197368421052632,"U2",600
"1464",42,2,84,707,0.221224218230206,0.93,0.223684210526316,"U2",600
"1465",39,1,39,746,0.241683300066534,0.935,0.25,"U2",600
"1466",38,1,38,784,0.254491017964072,0.936666666666667,0.276315789473684,"U2",600
"1467",37,2,74,858,0.273120425815037,0.938333333333333,0.302631578947368,"U2",600
"1468",35,1,35,893,0.291250831669993,0.941666666666667,0.328947368421053,"U2",600
"1469",34,1,34,927,0.302727877578177,0.943333333333333,0.355263157894737,"U2",600
"1470",30,2,60,987,0.318363273453094,0.95,0.381578947368421,"U2",600
"1471",27,2,54,1041,0.337325349301397,0.955,0.407894736842105,"U2",600
"1472",26,1,26,1067,0.350632069194943,0.956666666666667,0.434210526315789,"U2",600
"1473",24,1,24,1091,0.35894876912841,0.96,0.460526315789474,"U2",600
"1474",23,1,23,1114,0.366766467065868,0.961666666666667,0.486842105263158,"U2",600
"1475",20,3,60,1174,0.380572188955422,0.966666666666667,0.513157894736842,"U2",600
"1476",19,4,76,1250,0.403193612774451,0.968333333333333,0.539473684210526,"U2",600
"1477",18,3,54,1304,0.424817032601464,0.97,0.565789473684211,"U2",600
"1478",17,1,17,1321,0.436626746506986,0.971666666666667,0.592105263157895,"U2",600
"1479",16,4,64,1385,0.450099800399202,0.973333333333333,0.618421052631579,"U2",600
"1480",14,2,28,1413,0.46540252827678,0.976666666666667,0.644736842105263,"U2",600
"1481",13,7,91,1504,0.48519627411843,0.978333333333333,0.671052631578947,"U2",600
"1482",12,6,72,1576,0.51230871590153,0.98,0.697368421052632,"U2",600
"1483",11,7,77,1653,0.53709248170326,0.981666666666667,0.723684210526316,"U2",600
"1484",10,3,30,1683,0.554890219560878,0.983333333333333,0.75,"U2",600
"1485",9,5,45,1728,0.567365269461078,0.985,0.776315789473684,"U2",600
"1486",8,10,80,1808,0.588157019294744,0.986666666666667,0.802631578947368,"U2",600
"1487",7,7,49,1857,0.609614105123087,0.988333333333333,0.828947368421053,"U2",600
"1488",6,15,90,1947,0.632734530938124,0.99,0.855263157894737,"U2",600
"1489",5,23,115,2062,0.666833000665336,0.991666666666667,0.881578947368421,"U2",600
"1490",4,23,92,2154,0.701264138389887,0.993333333333333,0.907894736842105,"U2",600
"1491",3,48,144,2298,0.740518962075848,0.995,0.934210526315789,"U2",600
"1492",2,101,202,2500,0.798070525615436,0.996666666666667,0.960526315789474,"U2",600
"1493",1,506,506,3006,0.91583499667332,0.998333333333333,0.986842105263158,"U2",600
"1494",181,1,181,181,0.0346477794793262,0.698333333333333,0.0151515151515152,"U3",600
"1495",162,1,162,343,0.100306278713629,0.73,0.0454545454545455,"U3",600
"1496",137,1,137,480,0.157542113323124,0.771666666666667,0.0757575757575758,"U3",600
"1497",111,1,111,591,0.205015313935681,0.815,0.106060606060606,"U3",600
"1498",58,1,58,649,0.237366003062787,0.903333333333333,0.136363636363636,"U3",600
"1499",56,2,112,761,0.269908116385911,0.906666666666667,0.166666666666667,"U3",600
"1500",50,1,50,811,0.300918836140888,0.916666666666667,0.196969696969697,"U3",600
"1501",41,1,41,852,0.31833843797856,0.931666666666667,0.227272727272727,"U3",600
"1502",40,1,40,892,0.333843797856049,0.933333333333333,0.257575757575758,"U3",600
"1503",34,1,34,926,0.348009188361409,0.943333333333333,0.287878787878788,"U3",600
"1504",33,1,33,959,0.36083460949464,0.945,0.318181818181818,"U3",600
"1505",28,2,56,1015,0.377871362940276,0.953333333333333,0.348484848484849,"U3",600
"1506",27,2,54,1069,0.398928024502297,0.955,0.378787878787879,"U3",600
"1507",25,1,25,1094,0.414050535987749,0.958333333333333,0.409090909090909,"U3",600
"1508",24,1,24,1118,0.423430321592649,0.96,0.439393939393939,"U3",600
"1509",23,1,23,1141,0.432427258805513,0.961666666666667,0.46969696969697,"U3",600
