item,partID,flexibility,fluency,sum_MAUI,avg_MAUI,sum_UI95,avg_UI95,sum_UI99,avg_UI99
U1,17406806,2,4,2.555868167202572,0.638967041800643,4,1,1,0.25
U1,17523206,2,3,1.3232851018220793,0.4410950339406931,2,0.6666666666666666,0,0
U1,17636462,3,5,2.6485798499464095,0.5297159699892819,4,0.8,1,0.2
U1,17661094,3,5,3.081859592711683,0.6163719185423366,5,1,2,0.4
U1,17853604,1,6,2.6232583065380495,0.4372097177563416,6,1,1,0.16666666666666666
U1,18111302,2,3,0.7290996784565916,0.24303322615219722,0,0,0,0
U1,18336996,2,6,2.7331189710610935,0.45551982851018225,4,0.6666666666666666,0,0
U1,18449061,3,5,3.0963290460878885,0.6192658092175777,4,0.8,2,0.4
U1,18513076,4,4,1.9730707395498392,0.4932676848874598,3,0.75,1,0.25
U1,18595102,3,5,2.0667202572347265,0.4133440514469453,2,0.4,1,0.2
U1,18598612,4,8,4.127545551982851,0.5159431939978564,4,0.5,3,0.375
U1,18607291,4,5,2.905144694533762,0.5810289389067524,3,0.6,2,0.4
U1,18610650,3,3,1.242765273311897,0.4142550911039657,1,0.3333333333333333,1,0.3333333333333333
U1,18775629,3,4,0.8416398713826366,0.21040996784565916,1,0.25,0,0
U1,18904062,3,6,3.7282958199356915,0.6213826366559486,6,1,2,0.3333333333333333
U1,19013676,4,4,3.2909967845659165,0.8227491961414791,4,1,3,0.75
U1,19064020,4,5,2.068060021436227,0.4136120042872454,3,0.6,1,0.2
U1,19113653,3,7,4.260316184351554,0.6086165977645077,5,0.7142857142857143,3,0.42857142857142855
U1,19168921,3,6,1.8262325830653805,0.3043720971775634,3,0.5,0,0
U1,19191494,4,8,5.07596463022508,0.634495578778135,6,0.75,4,0.5
U1,19296629,4,5,3.277733118971061,0.6555466237942122,5,1,1,0.2
U1,19557274,3,4,2.6488478027867095,0.6622119506966774,4,1,2,0.5
U1,19650161,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,19744521,4,6,2.469721329046088,0.41162022150768135,3,0.5,0,0
U1,19862158,3,5,2.539389067524116,0.5078778135048232,3,0.6,2,0.4
U1,19883708,1,1,0.4678456591639871,0.4678456591639871,1,1,0,0
U1,19978101,5,13,6.34927652733119,0.48840588671778384,11,0.8461538461538461,2,0.15384615384615385
U1,20038333,5,9,3.7416934619506965,0.4157437179945218,4,0.4444444444444444,2,0.2222222222222222
U1,20106780,3,8,4.679394426580922,0.5849243033226152,6,0.75,3,0.375
U1,20151422,3,3,1.5789121114683815,0.5263040371561272,2,0.6666666666666666,1,0.3333333333333333
U1,20210755,4,4,2.1530010718113615,0.5382502679528404,2,0.5,2,0.5
U1,20270169,1,1,0.4504287245444802,0.4504287245444802,1,1,0,0
U1,20501522,1,1,0.7320471596998929,0.7320471596998929,1,1,1,1
U1,20533087,3,5,2.0036173633440515,0.4007234726688103,3,0.6,2,0.4
U1,20564348,2,2,0.3334673097534834,0.1667336548767417,0,0,0,0
U1,20588697,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,20635410,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,20738082,3,3,1.4568595927116827,0.4856198642372276,3,1,0,0
U1,20755211,2,4,1.1744372990353698,0.29360932475884244,1,0.25,0,0
U1,20771213,4,5,2.0395230439442655,0.4079046087888531,3,0.6,1,0.2
U1,20831211,3,4,1.0278670953912112,0.2569667738478028,2,0.5,0,0
U1,20831489,1,1,0.4504287245444802,0.4504287245444802,1,1,0,0
U1,21085861,2,2,0.7202572347266881,0.36012861736334406,1,0.5,0,0
U1,21157246,3,4,0.6760450160771704,0.1690112540192926,0,0,0,0
U1,21171864,2,3,1.2388799571275455,0.41295998570918185,2,0.6666666666666666,0,0
U1,21181806,5,7,3.1836816720257235,0.4548116674322462,4,0.5714285714285714,1,0.14285714285714285
U1,21301686,5,7,3.3741961414790995,0.4820280202112999,5,0.7142857142857143,1,0.14285714285714285
U1,21713946,2,7,4.703912111468382,0.6719874444954831,5,0.7142857142857143,5,0.7142857142857143
U1,21792846,2,2,1.005225080385852,0.502612540192926,2,1,0,0
U1,21946969,2,5,2.7132904608788855,0.5426580921757771,3,0.6,3,0.6
U1,22255793,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,22264090,3,4,2.263129689174705,0.5657824222936763,3,0.75,2,0.5
U1,22272054,1,2,0.6189710610932476,0.3094855305466238,1,0.5,0,0
U1,22292741,3,4,3.387191854233655,0.8467979635584137,4,1,4,1
U1,22311581,3,3,1.0921757770632368,0.36405859235441224,1,0.3333333333333333,1,0.3333333333333333
U1,22425505,3,4,2.315112540192926,0.5787781350482315,2,0.5,2,0.5
U1,22445007,1,3,1.22494640943194,0.40831546981064665,2,0.6666666666666666,0,0
U1,22567403,4,6,4.151393354769561,0.6918988924615935,6,1,3,0.5
U1,22837508,3,4,2.3959003215434085,0.5989750803858521,3,0.75,2,0.5
U1,22904404,2,4,2.359592711682744,0.589898177920686,2,0.5,2,0.5
U1,23121994,1,2,1.385048231511254,0.692524115755627,2,1,1,0.5
U1,23140505,1,1,0.4159967845659164,0.4159967845659164,1,1,0,0
U1,23438826,3,3,0.9494908896034298,0.31649696320114323,2,0.6666666666666666,0,0
U1,23480181,5,8,4.404742765273312,0.550592845659164,5,0.625,3,0.375
U1,23793463,3,3,1.8084137191854235,0.6028045730618078,2,0.6666666666666666,2,0.6666666666666666
U1,23874702,1,2,1.2190514469453375,0.6095257234726688,2,1,0,0
U1,23985235,4,9,4.6260718113612,0.5140079790401333,4,0.4444444444444444,3,0.3333333333333333
U1,23999140,1,1,0.5570739549839229,0.5570739549839229,1,1,0,0
U1,24211189,2,7,3.412111468381565,0.4874444954830807,6,0.8571428571428571,1,0.14285714285714285
U1,24250104,3,4,2.0285369774919615,0.5071342443729904,2,0.5,1,0.25
U1,24316171,1,1,0.7127545551982851,0.7127545551982851,1,1,1,1
U1,24436120,2,3,0.6015541264737406,0.20051804215791355,0,0,0,0
U1,24700354,4,7,4.531886387995713,0.6474123411422447,6,0.8571428571428571,3,0.42857142857142855
U1,24724915,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,24802850,1,1,0.4504287245444802,0.4504287245444802,1,1,0,0
U1,24871846,3,4,2.4492229367631295,0.6123057341907824,4,1,1,0.25
U1,25015829,2,3,1.5982047159699893,0.5327349053233298,2,0.6666666666666666,1,0.3333333333333333
U1,25033845,2,5,3.937700964630225,0.787540192926045,5,1,3,0.6
U1,25044406,3,3,1.7104769560557342,0.5701589853519115,2,0.6666666666666666,1,0.3333333333333333
U1,25096960,3,4,1.5791800643086817,0.39479501607717044,3,0.75,0,0
U1,25156244,2,3,1.592309753483387,0.5307699178277957,2,0.6666666666666666,1,0.3333333333333333
U1,25161950,1,1,0.9490889603429796,0.9490889603429796,1,1,1,1
U1,25327766,4,7,4.567390139335477,0.6524843056193539,5,0.7142857142857143,4,0.5714285714285714
U1,26048904,3,4,1.0711414790996785,0.2677853697749196,1,0.25,0,0
U1,26197707,4,6,3.067390139335477,0.5112316898892462,4,0.6666666666666666,2,0.3333333333333333
U1,26287537,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,26458554,2,3,0.9532422293676314,0.31774740978921046,1,0.3333333333333333,0,0
U1,26530234,4,5,3.289790996784566,0.6579581993569132,4,0.8,3,0.6
U1,26534356,2,2,0.9283226152197213,0.46416130760986063,1,0.5,0,0
U1,26779935,1,1,0.4887459807073955,0.4887459807073955,1,1,0,0
U1,26883069,3,5,1.7021704180064308,0.34043408360128613,1,0.2,1,0.2
U1,26985971,1,3,1.930064308681672,0.6433547695605574,3,1,2,0.6666666666666666
U1,27011024,3,4,0.9812433011789925,0.24531082529474812,1,0.25,0,0
U1,27041200,3,8,3.0308145766345125,0.37885182207931406,4,0.5,0,0
U1,27047556,2,4,1.7341907824222935,0.4335476956055734,2,0.5,1,0.25
U1,27320564,2,3,0.785101822079314,0.26170060735977135,1,0.3333333333333333,0,0
U1,27411237,5,13,9.643354769560558,0.7417965207354276,12,0.9230769230769231,8,0.6153846153846154
U1,27560026,3,3,1.4513665594855305,0.4837888531618435,2,0.6666666666666666,0,0
U1,27637402,5,7,3.0411307609860665,0.4344472515694381,5,0.7142857142857143,1,0.14285714285714285
U1,27743568,5,7,3.390139335476956,0.48430561935385086,5,0.7142857142857143,3,0.42857142857142855
U1,27743780,2,2,0.867765273311897,0.4338826366559485,1,0.5,0,0
U1,27790775,3,3,1.5034833869239015,0.5011611289746338,2,0.6666666666666666,2,0.6666666666666666
U1,28019438,3,5,3.52558949624866,0.705117899249732,5,1,2,0.4
U1,28081277,4,4,1.4366291532690245,0.35915728831725613,2,0.5,1,0.25
U1,28281303,3,8,6.043408360128617,0.7554260450160771,7,0.875,6,0.75
U1,28288231,1,2,1.639871382636656,0.819935691318328,2,1,2,1
U1,28599868,2,2,0.46476420150053593,0.23238210075026797,1,0.5,0,0
U1,28671043,3,5,1.5060289389067525,0.3012057877813505,1,0.2,0,0
U1,28808983,2,4,1.902465166130761,0.47561629153269025,3,0.75,0,0
U1,28825165,2,4,1.0013397642015005,0.2503349410503751,1,0.25,0,0
U1,28863716,4,5,2.527465166130761,0.5054930332261522,3,0.6,1,0.2
U1,28900889,1,2,0.5715434083601286,0.2857717041800643,1,0.5,0,0
U1,28932973,1,1,0.4504287245444802,0.4504287245444802,1,1,0,0
U1,28982752,3,4,1.0711414790996785,0.2677853697749196,1,0.25,0,0
U1,29091592,3,5,2.6034297963558415,0.5206859592711683,3,0.6,2,0.4
U1,29186730,2,2,0.9283226152197213,0.46416130760986063,1,0.5,0,0
U1,29204655,3,4,1.9887459807073955,0.4971864951768489,2,0.5,2,0.5
U1,29630890,1,1,0.2257502679528403,0.2257502679528403,0,0,0,0
U1,29640050,2,2,0.8014469453376206,0.4007234726688103,1,0.5,0,0
U1,29778056,1,2,0.377545551982851,0.1887727759914255,0,0,0,0
U1,29856893,4,6,3.05024115755627,0.5083735262593784,4,0.6666666666666666,2,0.3333333333333333
U1,29895761,1,5,3.6761789924973205,0.7352357984994641,4,0.8,3,0.6
U1,29915985,5,8,5.912513397642015,0.7390641747052519,8,1,5,0.625
U1,30006367,2,2,0.14308681672025725,0.07154340836012862,0,0,0,0
U1,30043422,4,7,3.838156484458735,0.5483080692083907,6,0.8571428571428571,2,0.2857142857142857
U1,30291580,1,1,0.877545551982851,0.877545551982851,1,1,1,1
U1,30370553,3,3,2.0012057877813505,0.6670685959271169,2,0.6666666666666666,2,0.6666666666666666
U1,30381352,4,7,2.8289121114683815,0.40413030163834024,2,0.2857142857142857,1,0.14285714285714285
U1,30443275,4,7,2.5087084673097535,0.3583869239013934,4,0.5714285714285714,1,0.14285714285714285
U1,30519718,2,3,0.5590836012861736,0.18636120042872453,1,0.3333333333333333,0,0
U1,30576094,1,3,2.0412647374062165,0.6804215791354055,3,1,1,0.3333333333333333
U1,30625736,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,30631482,2,2,0.6112004287245445,0.30560021436227225,1,0.5,0,0
U1,31049837,1,1,0.10369774919614148,0.10369774919614148,0,0,0,0
U1,31155613,3,5,2.7282958199356915,0.5456591639871383,3,0.6,3,0.6
U1,31678003,1,1,0.9490889603429796,0.9490889603429796,1,1,1,1
U1,31684918,4,7,3.5586816720257235,0.5083830960036748,6,0.8571428571428571,2,0.2857142857142857
U1,31812440,3,6,3.234726688102894,0.5391211146838156,4,0.6666666666666666,3,0.5
U1,32148523,3,6,2.754957127545552,0.459159521257592,4,0.6666666666666666,1,0.16666666666666666
U1,32262733,2,3,1.762593783494105,0.5875312611647017,3,1,0,0
U1,32363935,3,3,1.8959003215434083,0.6319667738478028,2,0.6666666666666666,1,0.3333333333333333
U1,32403350,1,1,0.507502679528403,0.507502679528403,1,1,0,0
U1,32511634,4,10,5.32583065380493,0.532583065380493,7,0.7,4,0.4
U1,32561264,6,12,6.822749196141479,0.5685624330117899,9,0.75,4,0.3333333333333333
U1,32641954,3,4,1.9883440514469453,0.4970860128617363,3,0.75,1,0.25
U1,32648968,4,6,3.085610932475884,0.5142684887459806,4,0.6666666666666666,1,0.16666666666666666
U1,32695087,3,3,1.0817256162915327,0.3605752054305109,2,0.6666666666666666,0,0
U1,32716418,3,3,1.2938102893890675,0.4312700964630225,2,0.6666666666666666,0,0
U1,32723065,2,2,0.6889067524115755,0.34445337620578775,1,0.5,0,0
U1,32725290,2,2,0.9280546623794212,0.4640273311897106,1,0.5,1,0.5
U1,32905833,2,2,1.3416398713826365,0.6708199356913183,2,1,1,0.5
U1,33169488,1,1,0.9490889603429796,0.9490889603429796,1,1,1,1
U1,33201404,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,33445422,1,1,0.27867095391211144,0.27867095391211144,0,0,0,0
U1,33566714,3,8,4.12513397642015,0.5156417470525188,5,0.625,3,0.375
U1,33602703,5,6,3.0813236870310825,0.5135539478385137,4,0.6666666666666666,2,0.3333333333333333
U1,33737091,1,1,0.48057341907824225,0.48057341907824225,1,1,0,0
U1,33737973,2,2,1.1389335476956055,0.5694667738478028,1,0.5,1,0.5
U1,33876433,4,6,1.5692658092175777,0.26154430153626296,3,0.5,0,0
U1,33982536,3,3,2.227491961414791,0.742497320471597,3,1,2,0.6666666666666666
U1,34000848,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,34007163,1,1,0.15179528403001072,0.15179528403001072,0,0,0,0
U1,34123078,3,5,2.745310825294748,0.5490621650589496,4,0.8,1,0.2
U1,34184704,2,2,0.3334673097534834,0.1667336548767417,0,0,0,0
U1,34263940,1,1,0.36106645230439444,0.36106645230439444,1,1,0,0
U1,34315648,4,5,4.322079314040729,0.8644158628081458,5,1,4,0.8
U1,34390645,3,4,1.359726688102894,0.3399316720257235,1,0.25,0,0
U1,34440096,1,2,0.8164523043944265,0.40822615219721325,1,0.5,0,0
U1,34496562,3,3,2.0040192926045015,0.6680064308681671,2,0.6666666666666666,2,0.6666666666666666
U1,34500041,1,2,0.8164523043944265,0.40822615219721325,1,0.5,0,0
U1,34688696,5,6,3.465969989281886,0.5776616648803143,6,1,1,0.16666666666666666
U1,34726473,4,5,1.7856377277599143,0.35712754555198284,2,0.4,0,0
U1,34728627,1,3,1.9354233654876742,0.6451411218292248,2,0.6666666666666666,2,0.6666666666666666
U1,34780016,2,4,1.767416934619507,0.44185423365487675,2,0.5,1,0.25
U1,35111401,1,3,1.5359056806002145,0.5119685602000715,2,0.6666666666666666,1,0.3333333333333333
U1,35343885,3,5,2.2163719185423365,0.4432743837084673,3,0.6,1,0.2
U1,35391234,1,1,0.5795819935691319,0.5795819935691319,1,1,0,0
U1,35407102,3,3,2.4087620578778135,0.8029206859592711,3,1,2,0.6666666666666666
U1,35426847,2,4,2.679930332261522,0.6699825830653805,4,1,1,0.25
U1,35523113,1,1,0.9490889603429796,0.9490889603429796,1,1,1,1
U1,35734397,4,18,11.465836012861736,0.6369908896034298,15,0.8333333333333334,9,0.5
U1,35738256,2,2,0.9955787781350482,0.4977893890675241,2,1,0,0
U1,35742058,4,9,3.4619506966773845,0.3846611885197094,5,0.5555555555555556,0,0
U1,35820728,3,3,2.232315112540193,0.7441050375133976,3,1,2,0.6666666666666666
U1,35835645,2,2,0.14308681672025725,0.07154340836012862,0,0,0,0
U1,35874066,1,1,0.4504287245444802,0.4504287245444802,1,1,0,0
U1,35949630,3,4,2.244372990353698,0.5610932475884245,2,0.5,2,0.5
U1,36238848,2,2,0.7593783494105038,0.3796891747052519,1,0.5,0,0
U1,36268477,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,36310889,2,3,1.4141211146838157,0.47137370489460523,2,0.6666666666666666,1,0.3333333333333333
U1,36421566,4,12,8.359860664523044,0.6966550553769203,10,0.8333333333333334,8,0.6666666666666666
U1,36423008,2,4,0.7004287245444801,0.17510718113612003,0,0,0,0
U1,36433313,2,3,2.172025723472669,0.7240085744908896,3,1,2,0.6666666666666666
U1,36551840,3,5,3.2166398713826365,0.6433279742765273,4,0.8,3,0.6
U1,36615353,2,3,2.092175777063237,0.6973919256877457,3,1,1,0.3333333333333333
U1,36618657,2,4,2.062299035369775,0.5155747588424437,3,0.75,2,0.5
U1,36843691,3,4,1.4906216505894962,0.37265541264737406,2,0.5,0,0
U1,36875281,2,3,0.6366559485530546,0.21221864951768488,0,0,0,0
U1,36946783,3,4,3.272642015005359,0.8181605037513398,4,1,3,0.75
U1,36997838,4,7,2.6184351554126475,0.3740621650589496,4,0.5714285714285714,0,0
U1,37240611,3,3,1.5679260450160772,0.5226420150053591,2,0.6666666666666666,1,0.3333333333333333
U1,37480222,2,2,0.3461950696677385,0.17309753483386925,0,0,0,0
U1,37515110,2,6,3.8865219721329045,0.6477536620221508,4,0.6666666666666666,4,0.6666666666666666
U1,37572245,4,6,2.8937566988210075,0.4822927831368346,4,0.6666666666666666,2,0.3333333333333333
U1,37635052,2,5,1.6201768488745982,0.32403536977491965,1,0.2,1,0.2
U1,37757151,1,2,0.26513933547695606,0.13256966773847803,0,0,0,0
U1,37792017,2,4,1.587486602357985,0.39687165058949625,1,0.25,1,0.25
U1,37884711,2,4,1.6168274383708467,0.4042068595927117,2,0.5,1,0.25
U1,38038172,3,5,3.4844587352625935,0.6968917470525187,5,1,3,0.6
U1,38183834,4,5,1.909967845659164,0.3819935691318328,3,0.6,0,0
U1,38336093,3,3,1.1157556270096463,0.37191854233654875,1,0.3333333333333333,1,0.3333333333333333
U1,38661327,4,7,3.2084673097534835,0.4583524728219262,4,0.5714285714285714,2,0.2857142857142857
U1,38867503,3,4,1.6535369774919615,0.4133842443729904,2,0.5,2,0.5
U1,38905481,1,4,2.0013397642015005,0.5003349410503751,2,0.5,2,0.5
U1,38917614,1,2,1.054930332261522,0.527465166130761,1,0.5,1,0.5
U1,39040616,2,2,0.4748124330117899,0.23740621650589494,0,0,0,0
U1,39089663,3,3,1.187566988210075,0.39585566273669165,1,0.3333333333333333,1,0.3333333333333333
U1,39201537,1,2,1.055198285101822,0.527599142550911,2,1,0,0
U1,39203413,4,5,2.857315112540193,0.5714630225080386,3,0.6,3,0.6
U1,39292371,3,4,1.4938370846730975,0.3734592711682744,2,0.5,1,0.25
U1,39495925,4,4,1.607315112540193,0.40182877813504825,2,0.5,1,0.25
U1,39619411,3,3,0.5877545551982851,0.19591818506609504,0,0,0,0
U1,39768787,4,8,5.027599142550911,0.6284498928188639,7,0.875,3,0.375
U1,40082831,4,6,2.0641747052518755,0.34402911754197923,4,0.6666666666666666,0,0
U1,40090435,3,3,2.847266881028939,0.9490889603429796,3,1,3,1
U1,40281367,2,2,0.6903804930332261,0.34519024651661306,1,0.5,0,0
U1,40320712,1,1,0.03938906752411576,0.03938906752411576,0,0,0,0
U1,40408823,2,2,0.48821007502679525,0.24410503751339763,0,0,0,0
U1,40418054,4,5,1.8831725616291533,0.3766345123258307,1,0.2,1,0.2
U1,40435244,4,4,1.3329314040728832,0.3332328510182208,1,0.25,1,0.25
U1,40497959,4,5,3.0909699892818865,0.6181939978563773,4,0.8,2,0.4
U1,40542519,2,4,1.9515005359056807,0.4878751339764202,2,0.5,2,0.5
U1,40542546,1,1,0.819935691318328,0.819935691318328,1,1,1,1
U1,40573434,1,3,1.2142282958199357,0.40474276527331193,1,0.3333333333333333,1,0.3333333333333333
U1,40694233,3,13,6.908762057877814,0.5314432352213703,12,0.9230769230769231,3,0.23076923076923078
U1,40733644,1,3,1.9784297963558413,0.6594765987852804,2,0.6666666666666666,2,0.6666666666666666
U1,40824269,2,2,0.14308681672025725,0.07154340836012862,0,0,0,0
U1,40945926,2,3,1.4056806002143623,0.4685602000714541,2,0.6666666666666666,0,0
U1,41084249,1,2,0.7165058949624866,0.3582529474812433,1,0.5,0,0
U1,41107751,3,5,3.284833869239014,0.6569667738478028,5,1,2,0.4
U1,41270529,3,3,0.9559217577706324,0.3186405859235441,2,0.6666666666666666,0,0
U1,41328523,3,4,1.5685959271168273,0.3921489817792068,2,0.5,1,0.25
U1,41374261,2,8,3.242765273311897,0.4053456591639871,5,0.625,1,0.125
U1,41460551,4,4,2.417336548767417,0.6043341371918542,2,0.5,2,0.5
U1,41467866,1,1,0.819935691318328,0.819935691318328,1,1,1,1
U1,41474847,3,5,1.4216237942122185,0.2843247588424437,2,0.4,0,0
U1,41490870,3,10,5.172293676312969,0.5172293676312969,9,0.9,3,0.3
U1,41614097,1,3,2.4559217577706325,0.8186405859235442,3,1,2,0.6666666666666666
U1,41617876,2,2,0.2337888531618435,0.11689442658092175,0,0,0,0
U1,41654252,2,8,5.007100750267953,0.6258875937834941,7,0.875,4,0.5
U1,41752824,4,7,2.9047427652733115,0.41496325218190167,3,0.42857142857142855,1,0.14285714285714285
U1,41819366,2,2,0.14308681672025725,0.07154340836012862,0,0,0,0
