count,cumsum,mass,MAUI,pct_giving,TypeItem,sample_size
25,922,25,0.34153210664663913,0.03571428571428571,F3,700
23,945,23,0.3505444986856928,0.032857142857142856,F3,700
22,967,22,0.3589936162223057,0.03142857142857143,F3,700
18,985,18,0.3665039429215171,0.025714285714285714,F3,700
17,1036,51,0.37945925647765677,0.024285714285714285,F3,700
16,1068,32,0.3950431843785205,0.022857142857142857,F3,700
15,1083,15,0.4038678182500939,0.02142857142857143,F3,700
14,1125,42,0.41457003379647017,0.02,F3,700
13,1190,65,0.4346601577168607,0.018571428571428572,F3,700
12,1250,60,0.45812992865189633,0.017142857142857144,F3,700
11,1272,22,0.47352609838527976,0.015714285714285715,F3,700
10,1332,60,0.4889222681186632,0.014285714285714285,F3,700
9,1449,117,0.5221554637626736,0.012857142857142857,F3,700
8,1497,48,0.5531355613969208,0.011428571428571429,F3,700
7,1560,63,0.5739767179872325,0.01,F3,700
6,1632,72,0.5993240705970709,0.008571428571428572,F3,700
5,1707,75,0.626924521216673,0.007142857142857143,F3,700
4,1831,124,0.6642883965452497,0.005714285714285714,F3,700
3,1966,135,0.7129177619226437,0.004285714285714286,F3,700
2,2148,182,0.7724371010138941,0.002857142857142857,F3,700
1,2663,515,0.903304543747653,0.0014285714285714286,F3,700
413,413,413,0.04588888888888889,0.59,I1,700
186,599,186,0.11244444444444444,0.26571428571428574,I1,700
181,780,181,0.15322222222222223,0.25857142857142856,I1,700
178,958,178,0.19311111111111112,0.2542857142857143,I1,700
138,1096,138,0.22822222222222222,0.19714285714285715,I1,700
106,1202,106,0.25533333333333336,0.15142857142857144,I1,700
72,1418,216,0.2911111111111111,0.10285714285714286,I1,700
70,1488,70,0.3228888888888889,0.1,I1,700
65,1553,65,0.3378888888888889,0.09285714285714286,I1,700
62,1615,62,0.352,0.08857142857142856,I1,700
58,1673,58,0.36533333333333334,0.08285714285714285,I1,700
56,1785,112,0.38422222222222224,0.08,I1,700
41,1826,41,0.4012222222222222,0.05857142857142857,I1,700
39,1865,39,0.4101111111111111,0.055714285714285716,I1,700
38,1941,76,0.42288888888888887,0.054285714285714284,I1,700
35,2011,70,0.4391111111111111,0.05,I1,700
34,2045,34,0.45066666666666666,0.04857142857142857,I1,700
33,2078,33,0.45811111111111114,0.047142857142857146,I1,700
29,2107,29,0.465,0.041428571428571426,I1,700
26,2133,26,0.4711111111111111,0.037142857142857144,I1,700
25,2208,75,0.48233333333333334,0.03571428571428571,I1,700
24,2256,48,0.496,0.03428571428571429,I1,700
22,2344,88,0.5111111111111111,0.03142857142857143,I1,700
21,2386,42,0.5255555555555556,0.03,I1,700
20,2406,20,0.5324444444444445,0.02857142857142857,I1,700
19,2501,95,0.5452222222222223,0.027142857142857142,I1,700
18,2519,18,0.5577777777777778,0.025714285714285714,I1,700
17,2587,68,0.5673333333333334,0.024285714285714285,I1,700
16,2635,48,0.5802222222222222,0.022857142857142857,I1,700
15,2650,15,0.5872222222222222,0.02142857142857143,I1,700
14,2678,28,0.592,0.02,I1,700
13,2717,39,0.5994444444444444,0.018571428571428572,I1,700
12,2741,24,0.6064444444444445,0.017142857142857144,I1,700
11,2807,66,0.6164444444444445,0.015714285714285715,I1,700
10,2987,180,0.6437777777777778,0.014285714285714285,I1,700
9,3104,117,0.6767777777777778,0.012857142857142857,I1,700
8,3168,64,0.6968888888888889,0.011428571428571429,I1,700
7,3252,84,0.7133333333333334,0.01,I1,700
6,3324,72,0.7306666666666667,0.008571428571428572,I1,700
5,3439,115,0.7514444444444445,0.007142857142857143,I1,700
4,3547,108,0.7762222222222223,0.005714285714285714,I1,700
3,3706,159,0.8058888888888889,0.004285714285714286,I1,700
2,3988,282,0.8548888888888889,0.002857142857142857,I1,700
1,4500,512,0.9431111111111111,0.0014285714285714286,I1,700
668,668,668,0.05457516339869281,0.9542857142857143,I2,700
390,1058,390,0.14101307189542484,0.5571428571428572,I2,700
325,1383,325,0.1994281045751634,0.4642857142857143,I2,700
308,1691,308,0.2511437908496732,0.44,I2,700
223,1914,223,0.2945261437908497,0.31857142857142856,I2,700
221,2135,221,0.33080065359477123,0.3157142857142857,I2,700
216,2351,216,0.3665032679738562,0.30857142857142855,I2,700
212,2563,212,0.40147058823529413,0.3028571428571429,I2,700
193,2756,193,0.4345588235294118,0.2757142857142857,I2,700
173,2929,173,0.4644607843137255,0.24714285714285714,I2,700
172,3101,172,0.49264705882352944,0.24571428571428572,I2,700
164,3265,164,0.5200980392156863,0.2342857142857143,I2,700
163,3428,163,0.546813725490196,0.23285714285714285,I2,700
131,3690,262,0.5815359477124183,0.18714285714285714,I2,700
113,3803,113,0.6121732026143791,0.16142857142857142,I2,700
100,3903,100,0.6295751633986928,0.14285714285714285,I2,700
94,3997,94,0.6454248366013072,0.13428571428571429,I2,700
86,4083,86,0.6601307189542484,0.12285714285714286,I2,700
83,4166,83,0.6739379084967321,0.11857142857142858,I2,700
78,4244,78,0.6870915032679739,0.11142857142857143,I2,700
77,4321,77,0.6997549019607843,0.11,I2,700
72,4393,72,0.7119281045751634,0.10285714285714286,I2,700
67,4460,67,0.7232843137254902,0.09571428571428571,I2,700
62,4522,62,0.7338235294117647,0.08857142857142856,I2,700
60,4582,60,0.7437908496732026,0.08571428571428572,I2,700
56,4638,56,0.7532679738562091,0.08,I2,700
46,4684,46,0.7616013071895424,0.06571428571428571,I2,700
36,4720,36,0.7683006535947713,0.05142857142857143,I2,700
35,4755,35,0.7741013071895425,0.05,I2,700
34,4789,34,0.7797385620915033,0.04857142857142857,I2,700
29,4818,29,0.7848856209150327,0.041428571428571426,I2,700
28,4902,84,0.7941176470588235,0.04,I2,700
27,4956,54,0.8053921568627451,0.03857142857142857,I2,700
26,4982,26,0.8119281045751634,0.037142857142857144,I2,700
24,5030,48,0.8179738562091503,0.03428571428571429,I2,700
22,5074,44,0.8254901960784313,0.03142857142857143,I2,700
21,5116,42,0.8325163398692811,0.03,I2,700
20,5136,20,0.8375816993464053,0.02857142857142857,I2,700
19,5174,38,0.8423202614379085,0.027142857142857142,I2,700
18,5192,18,0.8468954248366013,0.025714285714285714,I2,700
17,5226,34,0.8511437908496732,0.024285714285714285,I2,700
16,5242,16,0.8552287581699346,0.022857142857142857,I2,700
15,5257,15,0.8577614379084967,0.02142857142857143,I2,700
14,5299,42,0.8624183006535948,0.02,I2,700
13,5325,26,0.8679738562091504,0.018571428571428572,I2,700
12,5337,12,0.871078431372549,0.017142857142857144,I2,700
11,5348,11,0.8729575163398693,0.015714285714285715,I2,700
10,5378,30,0.8763071895424837,0.014285714285714285,I2,700
9,5405,27,0.8809640522875817,0.012857142857142857,I2,700
8,5437,32,0.8857843137254902,0.011428571428571429,I2,700
7,5465,28,0.890686274509804,0.01,I2,700
6,5525,60,0.8978758169934641,0.008571428571428572,I2,700
5,5580,55,0.9072712418300654,0.007142857142857143,I2,700
4,5640,60,0.9166666666666666,0.005714285714285714,I2,700
3,5763,123,0.9316176470588236,0.004285714285714286,I2,700
2,5875,112,0.9508169934640522,0.002857142857142857,I2,700
1,6120,245,0.9799836601307189,0.0014285714285714286,I2,700
237,237,237,0.024473358116480794,0.3385714285714286,I3,700
131,368,131,0.06247418422139612,0.18714285714285714,I3,700
110,478,110,0.08736059479553904,0.15714285714285714,I3,700
105,583,105,0.10956216439487815,0.15,I3,700
102,685,102,0.13093762907889303,0.1457142857142857,I3,700
94,779,94,0.15117719950433706,0.13428571428571429,I3,700
85,864,85,0.16966129698471705,0.12142857142857143,I3,700
80,944,80,0.18669971086327963,0.11428571428571428,I3,700
73,1017,73,0.20249896736885584,0.10428571428571429,I3,700
62,1141,124,0.22284180090871542,0.08857142857142856,I3,700
61,1202,61,0.2419454770755886,0.08714285714285715,I3,700
59,1261,59,0.25433705080545227,0.08428571428571428,I3,700
55,1316,55,0.2661090458488228,0.07857142857142857,I3,700
54,1370,54,0.27736472532011563,0.07714285714285714,I3,700
53,1476,106,0.29388682362660057,0.07571428571428572,I3,700
52,1580,104,0.315572077653862,0.07428571428571429,I3,700
51,1631,51,0.3315778603882693,0.07285714285714286,I3,700
48,1679,48,0.34180090871540686,0.06857142857142857,I3,700
47,1726,47,0.35161090458488226,0.06714285714285714,I3,700
44,1770,44,0.3610078479966956,0.06285714285714286,I3,700
43,1813,43,0.36999173895084675,0.06142857142857143,I3,700
41,1854,41,0.37866584056175134,0.05857142857142857,I3,700
39,1932,78,0.3909541511771995,0.055714285714285716,I3,700
38,2008,76,0.40685667079719123,0.054285714285714284,I3,700
34,2042,34,0.41821561338289964,0.04857142857142857,I3,700
32,2074,32,0.4250309789343247,0.045714285714285714,I3,700
31,2105,31,0.4315365551425031,0.04428571428571428,I3,700
28,2189,84,0.4434118133002891,0.04,I3,700
27,2243,54,0.4576621230896324,0.03857142857142857,I3,700
26,2269,26,0.46592317224287483,0.037142857142857144,I3,700
25,2319,50,0.47377116893845517,0.03571428571428571,I3,700
24,2367,48,0.4838909541511772,0.03428571428571429,I3,700
23,2413,46,0.49359768690623707,0.032857142857142856,I3,700
22,2457,44,0.5028913672036348,0.03142857142857143,I3,700
21,2562,105,0.5182775712515489,0.03,I3,700
20,2602,40,0.5332507228418009,0.02857142857142857,I3,700
19,2621,19,0.5393432465923172,0.027142857142857142,I3,700
17,2655,34,0.5448161916563403,0.024285714285714285,I3,700
16,2687,32,0.5516315572077654,0.022857142857142857,I3,700
15,2747,60,0.5611317637339942,0.02142857142857143,I3,700
14,2817,70,0.5745559686080132,0.02,I3,700
13,2908,91,0.5911813300289137,0.018571428571428572,I3,700
12,2956,48,0.6055349029326724,0.017142857142857144,I3,700
11,3022,66,0.617306897976043,0.015714285714285715,I3,700
10,3092,70,0.6313506815365552,0.014285714285714285,I3,700
9,3173,81,0.6469434118133003,0.012857142857142857,I3,700
8,3237,64,0.6619165634035522,0.011428571428571429,I3,700
7,3307,70,0.6757538207352334,0.01,I3,700
6,3385,78,0.691036761668732,0.008571428571428572,I3,700
5,3480,95,0.7089012804626188,0.007142857142857143,I3,700
4,3596,116,0.7306897976042958,0.005714285714285714,I3,700
3,3773,177,0.7609458901280463,0.004285714285714286,I3,700
2,4115,342,0.8145394465097068,0.002857142857142857,I3,700
1,4842,727,0.9249277158199092,0.0014285714285714286,I3,700
215,215,215,0.03858578607322326,0.30714285714285716,U1,700
142,357,142,0.10265613783201723,0.20285714285714285,U1,700
123,480,123,0.1502153625269203,0.1757142857142857,U1,700
114,594,114,0.1927494615936827,0.16285714285714287,U1,700
64,658,64,0.22469490308686288,0.09142857142857143,U1,700
50,708,50,0.24515434314429288,0.07142857142857142,U1,700
48,756,48,0.26274228284278534,0.06857142857142857,U1,700
47,803,47,0.27979181622397703,0.06714285714285714,U1,700
42,845,42,0.29576453697056715,0.06,U1,700
41,886,41,0.31066044508255564,0.05857142857142857,U1,700
39,925,39,0.32501794687724334,0.055714285714285716,U1,700
37,962,37,0.3386575735821967,0.05285714285714286,U1,700
35,997,35,0.35157932519741564,0.05,U1,700
34,1031,34,0.3639626704953338,0.04857142857142857,U1,700
33,1064,33,0.3759870782483848,0.047142857142857146,U1,700
32,1096,32,0.38765254845656855,0.045714285714285714,U1,700
30,1126,30,0.3987796123474515,0.04285714285714286,U1,700
29,1155,29,0.40936826992103376,0.041428571428571426,U1,700
28,1183,28,0.41959798994974873,0.04,U1,700
27,1264,81,0.4391600861450108,0.03857142857142857,U1,700
26,1290,26,0.4583632447954056,0.037142857142857144,U1,700
25,1315,25,0.46751615218951903,0.03571428571428571,U1,700
24,1363,48,0.4806173725771716,0.03428571428571429,U1,700
22,1407,44,0.4971284996410625,0.03142857142857143,U1,700
21,1428,21,0.5087939698492462,0.03,U1,700
20,1448,20,0.5161521895190236,0.02857142857142857,U1,700
19,1486,38,0.5265613783201722,0.027142857142857142,U1,700
18,1558,72,0.5463029432878679,0.025714285714285714,U1,700
17,1592,34,0.5653266331658291,0.024285714285714285,U1,700
16,1656,64,0.5829145728643216,0.022857142857142857,U1,700
14,1684,28,0.5994256999282125,0.02,U1,700
13,1723,39,0.6114501076812635,0.018571428571428572,U1,700
12,1783,60,0.6292175161521896,0.017142857142857144,U1,700
11,1816,33,0.6459081119885139,0.015714285714285715,U1,700
10,1866,50,0.6608040201005025,0.014285714285714285,U1,700
9,1902,36,0.6762383345297918,0.012857142857142857,U1,700
8,1982,80,0.697056712132089,0.011428571428571429,U1,700
7,2017,35,0.7176956209619526,0.01,U1,700
6,2101,84,0.7390524048815507,0.008571428571428572,U1,700
5,2176,75,0.7675879396984925,0.007142857142857143,U1,700
4,2272,96,0.7982770997846375,0.005714285714285714,U1,700
3,2362,90,0.8316582914572864,0.004285714285714286,U1,700
2,2480,118,0.8689877961234745,0.002857142857142857,U1,700
1,2786,306,0.9450825556353194,0.0014285714285714286,U1,700
182,182,182,0.024105960264900663,0.26,U2,700
135,317,135,0.06609271523178809,0.19285714285714287,U2,700
72,389,72,0.09350993377483444,0.10285714285714286,U2,700
67,456,67,0.1119205298013245,0.09571428571428571,U2,700
64,520,64,0.12927152317880794,0.09142857142857143,U2,700
60,580,60,0.1456953642384106,0.08571428571428572,U2,700
55,635,55,0.1609271523178808,0.07857142857142857,U2,700
53,688,53,0.1752317880794702,0.07571428571428572,U2,700
52,792,104,0.19602649006622516,0.07428571428571429,U2,700
51,843,51,0.2165562913907285,0.07285714285714286,U2,700
50,893,50,0.22993377483443708,0.07142857142857142,U2,700
45,938,45,0.24251655629139074,0.06428571428571428,U2,700
43,1024,86,0.25986754966887415,0.06142857142857143,U2,700
41,1065,41,0.2766887417218543,0.05857142857142857,U2,700
40,1105,40,0.28741721854304636,0.05714285714285714,U2,700
37,1142,37,0.2976158940397351,0.05285714285714286,U2,700
33,1208,66,0.31125827814569534,0.047142857142857146,U2,700
32,1240,32,0.3242384105960265,0.045714285714285714,U2,700
29,1269,29,0.332317880794702,0.041428571428571426,U2,700
28,1297,28,0.33986754966887417,0.04,U2,700
27,1324,27,0.3471523178807947,0.03857142857142857,U2,700
26,1376,52,0.3576158940397351,0.037142857142857144,U2,700
25,1401,25,0.36781456953642383,0.03571428571428571,U2,700
24,1425,24,0.3743046357615894,0.03428571428571429,U2,700
23,1609,184,0.4018543046357616,0.032857142857142856,U2,700
22,1631,22,0.4291390728476821,0.03142857142857143,U2,700
21,1673,42,0.4376158940397351,0.03,U2,700
20,1733,60,0.45112582781456956,0.02857142857142857,U2,700
18,1787,54,0.46622516556291393,0.025714285714285714,U2,700
17,1804,17,0.4756291390728477,0.024285714285714285,U2,700
16,1884,80,0.488476821192053,0.022857142857142857,U2,700
14,1982,98,0.5120529801324504,0.02,U2,700
13,2047,65,0.5336423841059602,0.018571428571428572,U2,700
12,2059,12,0.5438410596026491,0.017142857142857144,U2,700
11,2136,77,0.5556291390728477,0.015714285714285715,U2,700
10,2206,70,0.5750993377483443,0.014285714285714285,U2,700
9,2260,54,0.591523178807947,0.012857142857142857,U2,700
8,2340,80,0.609271523178808,0.011428571428571429,U2,700
7,2452,112,0.6347019867549669,0.01,U2,700
6,2560,108,0.663841059602649,0.008571428571428572,U2,700
5,2660,100,0.6913907284768211,0.007142857142857143,U2,700
4,2772,112,0.7194701986754967,0.005714285714285714,U2,700
3,2910,138,0.7525827814569537,0.004285714285714286,U2,700
2,3174,264,0.8058278145695364,0.002857142857142857,U2,700
1,3775,601,0.9203973509933775,0.0014285714285714286,U2,700
208,208,208,0.033440514469453377,0.29714285714285715,U3,700
194,402,194,0.09807073954983923,0.27714285714285714,U3,700
160,562,160,0.15498392282958198,0.22857142857142856,U3,700
127,689,127,0.20112540192926046,0.18142857142857144,U3,700
66,755,66,0.23215434083601286,0.09428571428571429,U3,700
63,818,63,0.25289389067524115,0.09,U3,700
62,880,62,0.2729903536977492,0.08857142857142856,U3,700
60,940,60,0.29260450160771706,0.08571428571428572,U3,700
53,993,53,0.31077170418006433,0.07571428571428572,U3,700
42,1077,84,0.3327974276527331,0.06,U3,700
41,1118,41,0.3528938906752412,0.05857142857142857,U3,700
33,1184,66,0.37009646302250804,0.047142857142857146,U3,700
32,1216,32,0.3858520900321543,0.045714285714285714,U3,700
31,1247,31,0.3959807073954984,0.04428571428571428,U3,700
30,1307,60,0.41061093247588426,0.04285714285714286,U3,700
28,1363,56,0.4292604501607717,0.04,U3,700
26,1389,26,0.442443729903537,0.037142857142857144,U3,700
25,1414,25,0.4506430868167203,0.03571428571428571,U3,700
23,1437,23,0.45836012861736336,0.032857142857142856,U3,700
22,1459,22,0.46559485530546624,0.03142857142857143,U3,700
21,1501,42,0.4758842443729904,0.03,U3,700
20,1581,80,0.4954983922829582,0.02857142857142857,U3,700
19,1619,38,0.5144694533762058,0.027142857142857142,U3,700
18,1655,36,0.5263665594855306,0.025714285714285714,U3,700
16,1703,48,0.5398713826366559,0.022857142857142857,U3,700
15,1733,30,0.5524115755627009,0.02142857142857143,U3,700
14,1761,28,0.5617363344051447,0.02,U3,700
13,1787,26,0.5704180064308682,0.018571428571428572,U3,700
12,1847,60,0.5842443729903537,0.017142857142857144,U3,700
11,1902,55,0.6027331189710611,0.015714285714285715,U3,700
10,1932,30,0.6163987138263666,0.014285714285714285,U3,700
9,1977,45,0.6284565916398713,0.012857142857142857,U3,700
8,2049,72,0.6472668810289389,0.011428571428571429,U3,700
7,2112,63,0.6689710610932476,0.01,U3,700
6,2190,78,0.6916398713826366,0.008571428571428572,U3,700
5,2250,60,0.7138263665594855,0.007142857142857143,U3,700
4,2374,124,0.7434083601286173,0.005714285714285714,U3,700
3,2473,99,0.7792604501607717,0.004285714285714286,U3,700
2,2647,174,0.8231511254019293,0.002857142857142857,U3,700
1,3110,463,0.9255627009646302,0.0014285714285714286,U3,700
326,326,326,0.057253249034070954,0.4075,F1,800
193,519,193,0.14840182648401826,0.24125,F1,800
77,596,77,0.19582016157358623,0.09625,F1,800
71,667,71,0.22181243414120128,0.08875,F1,800
66,733,66,0.24587284861257463,0.0825,F1,800
65,798,65,0.26887952230417983,0.08125,F1,800
61,859,61,0.29100807867931155,0.07625,F1,800
54,913,54,0.3112047769582016,0.0675,F1,800
52,965,52,0.32982086406743943,0.065,F1,800
39,1004,39,0.34580259922725676,0.04875,F1,800
38,1042,38,0.35932560590094836,0.0475,F1,800
35,1077,35,0.3721461187214612,0.04375,F1,800
34,1111,34,0.38426413768879525,0.0425,F1,800
32,1143,32,0.39585528626624517,0.04,F1,800
31,1174,31,0.40691956445381106,0.03875,F1,800
25,1199,25,0.41675447839831403,0.03125,F1,800
24,1223,24,0.42536002809975415,0.03,F1,800
23,1269,46,0.43765367053038284,0.02875,F1,800
22,1313,44,0.45345978222690553,0.0275,F1,800
21,1334,21,0.46487530734106075,0.02625,F1,800
19,1391,57,0.47857393747804705,0.02375,F1,800
18,1409,18,0.49174569722514927,0.0225,F1,800
17,1426,17,0.49789251844046367,0.02125,F1,800
16,1490,64,0.512118018967334,0.02,F1,800
15,1520,30,0.5286266245170355,0.01875,F1,800
14,1562,42,0.5412715138742537,0.0175,F1,800
13,1588,26,0.553213909378293,0.01625,F1,800
12,1624,36,0.5641025641025641,0.015,F1,800
11,1635,11,0.5723568668774148,0.01375,F1,800
10,1675,40,0.5813136635054443,0.0125,F1,800
9,1702,27,0.5930804355461889,0.01125,F1,800
8,1750,48,0.6062521952932912,0.01,F1,800
7,1806,56,0.6245170354759396,0.00875,F1,800
6,1908,102,0.6522655426765016,0.0075,F1,800
5,2013,105,0.6886195995785037,0.00625,F1,800
4,2101,88,0.72251492799438,0.005,F1,800
3,2215,114,0.7579908675799086,0.00375,F1,800
2,2399,184,0.8103266596417281,0.0025,F1,800
1,2847,448,0.9213206884439761,0.00125,F1,800
119,119,119,0.020510168907273352,0.14875,F2,800
107,226,107,0.0594622543950362,0.13375,F2,800
98,324,98,0.09479489831092727,0.1225,F2,800
81,486,162,0.13960703205791106,0.10125,F2,800
62,548,62,0.17821440882454326,0.0775,F2,800
61,609,61,0.1994139951740779,0.07625,F2,800
58,667,58,0.21992416408135126,0.0725,F2,800
57,724,57,0.23974491554636332,0.07125,F2,800
56,780,56,0.2592209582902447,0.07,F2,800
53,886,106,0.28714236470182697,0.06625,F2,800
50,936,50,0.31402964495001723,0.0625,F2,800
49,1034,98,0.3395380903136849,0.06125,F2,800
40,1074,40,0.36332299207169944,0.05,F2,800
30,1104,30,0.375387797311272,0.0375,F2,800
29,1133,29,0.385556704584626,0.03625,F2,800
27,1160,27,0.39520854877628403,0.03375,F2,800
25,1185,25,0.4041709755256808,0.03125,F2,800
24,1209,24,0.4126163391933816,0.03,F2,800
23,1232,23,0.42071699413995173,0.02875,F2,800
21,1253,21,0.4283005860048259,0.02625,F2,800
20,1293,40,0.4388142019993106,0.025,F2,800
19,1312,19,0.4489831092726646,0.02375,F2,800
18,1330,18,0.4553602206135815,0.0225,F2,800
17,1398,68,0.4701826956221992,0.02125,F2,800
15,1428,30,0.4870734229576008,0.01875,F2,800
14,1484,56,0.5018958979662186,0.0175,F2,800
13,1536,52,0.5205101689072733,0.01625,F2,800
12,1572,36,0.5356773526370218,0.015,F2,800
11,1594,22,0.5456739055498104,0.01375,F2,800
10,1634,40,0.5563598759048604,0.0125,F2,800
9,1661,27,0.567907618062737,0.01125,F2,800
8,1709,48,0.5808341951051361,0.01,F2,800
7,1744,35,0.5951396070320579,0.00875,F2,800
6,1774,30,0.6063426404688038,0.0075,F2,800
5,1854,80,0.6253016201309893,0.00625,F2,800
4,1966,112,0.6583936573595311,0.005,F2,800
3,2122,156,0.7045846259910375,0.00375,F2,800
2,2332,210,0.7676663219579455,0.0025,F2,800
1,2901,569,0.9019303688383317,0.00125,F2,800
170,170,170,0.028052805280528052,0.2125,F3,800
99,269,99,0.07244224422442244,0.12375,F3,800
92,361,92,0.10396039603960396,0.115,F3,800
78,439,78,0.132013201320132,0.0975,F3,800
75,514,75,0.15726072607260727,0.09375,F3,800
69,583,69,0.18102310231023103,0.08625,F3,800
66,649,66,0.2033003300330033,0.0825,F3,800
62,711,62,0.22442244224422442,0.0775,F3,800
61,772,61,0.24471947194719473,0.07625,F3,800
50,822,50,0.263036303630363,0.0625,F3,800
45,867,45,0.27871287128712874,0.05625,F3,800
43,910,43,0.29323432343234324,0.05375,F3,800
41,951,41,0.3070957095709571,0.05125,F3,800
31,1013,62,0.3240924092409241,0.03875,F3,800
27,1040,27,0.33877887788778877,0.03375,F3,800
22,1084,44,0.3504950495049505,0.0275,F3,800
21,1126,42,0.36468646864686466,0.02625,F3,800
20,1166,40,0.3782178217821782,0.025,F3,800
19,1185,19,0.38795379537953795,0.02375,F3,800
18,1221,36,0.39702970297029705,0.0225,F3,800
17,1255,34,0.4085808580858086,0.02125,F3,800
16,1271,16,0.4168316831683168,0.02,F3,800
15,1286,15,0.42194719471947195,0.01875,F3,800
14,1314,28,0.429042904290429,0.0175,F3,800
13,1379,65,0.4443894389438944,0.01625,F3,800
12,1427,48,0.463036303630363,0.015,F3,800
11,1504,77,0.48366336633663365,0.01375,F3,800
10,1554,50,0.5046204620462046,0.0125,F3,800
9,1662,108,0.5306930693069307,0.01125,F3,800
8,1742,80,0.5617161716171617,0.01,F3,800
7,1812,70,0.5864686468646865,0.00875,F3,800
6,1914,102,0.6148514851485148,0.0075,F3,800
5,2004,90,0.6465346534653466,0.00625,F3,800
4,2136,132,0.6831683168316832,0.005,F3,800
3,2265,129,0.7262376237623762,0.00375,F3,800
2,2457,192,0.7792079207920792,0.0025,F3,800
1,3030,573,0.9054455445544555,0.00125,F3,800
470,470,470,0.046268950580823,0.5875,I1,800
211,681,211,0.1133097066351644,0.26375,I1,800
208,1097,416,0.17503445560149636,0.26,I1,800
156,1253,156,0.231344752904115,0.195,I1,800
109,1362,109,0.25743256546564286,0.13625,I1,800
90,1452,90,0.2770230360307147,0.1125,I1,800
85,1537,85,0.29425083677889347,0.10625,I1,800
84,1621,84,0.31088797007284896,0.105,I1,800
82,1703,82,0.32722976963969286,0.1025,I1,800
80,1863,160,0.3510533569600315,0.1,I1,800
70,1933,70,0.3736956093719236,0.0875,I1,800
61,1994,61,0.3865918487891317,0.07625,I1,800
55,2049,55,0.3980114195707817,0.06875,I1,800
51,2100,51,0.4084465445953928,0.06375,I1,800
47,2147,47,0.4180941130143729,0.05875,I1,800
45,2192,45,0.42715101397912975,0.05625,I1,800
42,2234,42,0.4357156920653672,0.0525,I1,800
38,2310,76,0.4473321519984249,0.0475,I1,800
37,2347,37,0.4584563890529632,0.04625,I1,800
36,2383,36,0.46564284307934634,0.045,I1,800
35,2418,35,0.4726324079543217,0.04375,I1,800
32,2450,32,0.4792281945264816,0.04,I1,800
30,2480,30,0.4853317582201221,0.0375,I1,800
29,2509,29,0.4911399881866509,0.03625,I1,800
28,2593,84,0.5022642252411892,0.035,I1,800
27,2620,27,0.5131915731443197,0.03375,I1,800
26,2646,26,0.5184091356566253,0.0325,I1,800
25,2721,75,0.5283520378027171,0.03125,I1,800
24,2745,24,0.538098050797401,0.03,I1,800
22,2811,66,0.5469580626107502,0.0275,I1,800
21,2874,63,0.5596574128765505,0.02625,I1,800
20,2894,20,0.5678283126599725,0.025,I1,800
19,2932,38,0.5735380980507974,0.02375,I1,800
18,2986,54,0.5825949990155542,0.0225,I1,800
17,3071,85,0.5962787950383934,0.02125,I1,800
16,3119,48,0.6093719236070092,0.02,I1,800
15,3149,30,0.6170506005119117,0.01875,I1,800
14,3191,42,0.6241386099625911,0.0175,I1,800
13,3256,65,0.6346721795629061,0.01625,I1,800
12,3268,12,0.6422524118921047,0.015,I1,800
11,3334,66,0.6499310887970073,0.01375,I1,800
10,3464,130,0.6692262256349675,0.0125,I1,800
9,3554,90,0.6908840322898209,0.01125,I1,800
8,3698,144,0.7139200630045285,0.01,I1,800
7,3796,98,0.7377436503248671,0.00875,I1,800
6,3862,66,0.7538885607403032,0.0075,I1,800
5,3977,115,0.7717070289427053,0.00625,I1,800
4,4085,108,0.7936601693246702,0.005,I1,800
3,4271,186,0.8226028745816105,0.00375,I1,800
2,4563,292,0.8696593817680646,0.0025,I1,800
1,5079,516,0.9492025989367986,0.00125,I1,800
762,762,762,0.05465499928274279,0.9525,I2,800
443,1205,443,0.14108449289915365,0.55375,I2,800
374,1579,374,0.1996844068282886,0.4675,I2,800
351,1930,351,0.2516855544398221,0.43875,I2,800
257,2187,257,0.2952947927126668,0.32125,I2,800
255,2442,255,0.3320183617845359,0.31875,I2,800
251,2693,251,0.36831157653134416,0.31375,I2,800
244,2937,244,0.40381580834887393,0.305,I2,800
220,3157,220,0.43709654282025534,0.275,I2,800
197,3354,197,0.46700616841199255,0.24625,I2,800
196,3550,196,0.4951943767034859,0.245,I2,800
188,3738,188,0.52273705350738775,0.235,I2,800
181,3919,181,0.5492038444986372,0.22625,I2,800
149,4068,149,0.5728733323769903,0.18625,I2,800
141,4209,141,0.5936737914216038,0.17625,I2,800
127,4336,127,0.6128962846076603,0.15875,I2,800
120,4456,120,0.6306125376560034,0.15,I2,800
112,4568,112,0.6472529048916942,0.14,I2,800
103,4671,103,0.6626739348730455,0.12875,I2,800
95,4766,95,0.6768756276000574,0.11875,I2,800
90,4856,90,0.6901448859561039,0.1125,I2,800
89,4945,89,0.7029837899870893,0.11125,I2,800
81,5026,81,0.7151771625304835,0.10125,I2,800
77,5103,77,0.7265098264237556,0.09625,I2,800
75,5178,75,0.7374121359919668,0.09375,I2,800
69,5247,69,0.74774063979343,0.08625,I2,800
63,5310,63,0.7572084349447712,0.07875,I2,800
49,5359,49,0.7652417156792426,0.06125,I2,800
37,5433,74,0.7740639793429924,0.04625,I2,800
36,5505,72,0.7845359345861426,0.045,I2,800
35,5540,35,0.7922105867163965,0.04375,I2,800
34,5574,34,0.7971596614545976,0.0425,I2,800
32,5606,32,0.8018935590302683,0.04,I2,800
