count,cumsum,mass,MAUI,pct_giving,TypeItem,sample_size
18,387,18,0.24434389140271492,0.06,U2,300
17,455,68,0.27213962508080153,0.056666666666666664,U2,300
16,503,48,0.3096315449256626,0.05333333333333334,U2,300
15,518,15,0.3299935358758888,0.05,U2,300
14,532,14,0.3393665158371041,0.04666666666666667,U2,300
13,571,39,0.35649644473173886,0.043333333333333335,U2,300
12,595,24,0.3768584356819651,0.04,U2,300
11,639,44,0.3988364576599871,0.03666666666666667,U2,300
10,689,50,0.42921784098254684,0.03333333333333333,U2,300
9,725,36,0.45701357466063347,0.03,U2,300
8,765,40,0.48157724628312865,0.02666666666666667,U2,300
7,807,42,0.5080801551389786,0.023333333333333334,U2,300
6,849,42,0.535229476405947,0.02,U2,300
5,924,75,0.5730446024563671,0.016666666666666666,U2,300
4,992,68,0.6192630898513252,0.013333333333333334,U2,300
3,1079,87,0.6693600517129928,0.01,U2,300
2,1221,142,0.7433742727860375,0.006666666666666667,U2,300
1,1547,326,0.8946347769877182,0.0033333333333333335,U2,300
92,92,92,0.03524904214559387,0.30666666666666664,U3,300
91,183,91,0.1053639846743295,0.30333333333333334,U3,300
62,245,62,0.16398467432950192,0.20666666666666667,U3,300
50,295,50,0.20689655172413793,0.16666666666666666,U3,300
33,328,33,0.23869731800766283,0.11,U3,300
32,360,32,0.2636015325670498,0.10666666666666667,U3,300
21,381,21,0.28390804597701147,0.07,U3,300
20,401,20,0.2996168582375479,0.06666666666666667,U3,300
19,420,19,0.3145593869731801,0.06333333333333334,U3,300
16,452,32,0.3340996168582375,0.05333333333333334,U3,300
15,497,45,0.3636015325670498,0.05,U3,300
14,511,14,0.38620689655172413,0.04666666666666667,U3,300
13,537,26,0.40153256704980844,0.043333333333333335,U3,300
12,549,12,0.4160919540229885,0.04,U3,300
11,604,55,0.4417624521072797,0.03666666666666667,U3,300
10,624,20,0.4704980842911877,0.03333333333333333,U3,300
9,678,54,0.49885057471264366,0.03,U3,300
8,702,24,0.5287356321839081,0.02666666666666667,U3,300
7,744,42,0.5540229885057472,0.023333333333333334,U3,300
6,762,18,0.5770114942528736,0.02,U3,300
5,802,40,0.5992337164750958,0.016666666666666666,U3,300
4,842,40,0.6298850574712643,0.013333333333333334,U3,300
3,929,87,0.678544061302682,0.01,U3,300
2,1027,98,0.7494252873563219,0.006666666666666667,U3,300
1,1305,278,0.8934865900383142,0.0033333333333333335,U3,300
158,158,158,0.054975643702157274,0.395,F1,400
100,258,100,0.14474599860821155,0.25,F1,400
42,300,42,0.1941544885177453,0.105,F1,400
40,340,40,0.22268615170494085,0.1,F1,400
35,375,35,0.2487821851078636,0.0875,F1,400
34,443,68,0.28462073764787754,0.085,F1,400
25,493,50,0.325678496868476,0.0625,F1,400
19,512,19,0.3496868475991649,0.0475,F1,400
17,529,17,0.36221294363256784,0.0425,F1,400
16,577,48,0.3848295059151009,0.04,F1,400
14,605,28,0.4112734864300626,0.035,F1,400
13,618,13,0.4255393180236604,0.0325,F1,400
12,630,12,0.4342379958246347,0.03,F1,400
11,663,33,0.4498956158663883,0.0275,F1,400
10,683,20,0.4683368128044537,0.025,F1,400
9,710,27,0.4846903270702853,0.0225,F1,400
8,758,48,0.510786360473208,0.02,F1,400
7,821,63,0.5494084899095337,0.0175,F1,400
6,845,24,0.5796798886569241,0.015,F1,400
5,895,50,0.605427974947808,0.0125,F1,400
4,955,60,0.6437021572720947,0.01,F1,400
3,1027,72,0.6896311760612387,0.0075,F1,400
2,1125,98,0.7487821851078637,0.005,F1,400
1,1437,312,0.8914405010438413,0.0025,F1,400
59,59,59,0.02050034746351633,0.1475,F2,400
51,110,51,0.05872133425990271,0.1275,F2,400
48,158,48,0.09312022237665045,0.12,F2,400
42,200,42,0.12439193884642112,0.105,F2,400
39,239,39,0.15253648366921474,0.0975,F2,400
33,272,33,0.17755385684503128,0.0825,F2,400
31,303,31,0.19979152189020152,0.0775,F2,400
30,363,60,0.231410701876303,0.075,F2,400
29,392,29,0.2623349548297429,0.0725,F2,400
28,420,28,0.28214037526059765,0.07,F2,400
27,447,27,0.3012508686587908,0.0675,F2,400
24,495,48,0.3273106323835997,0.06,F2,400
23,518,23,0.3519805420430855,0.0575,F2,400
20,538,20,0.3669214732453092,0.05,F2,400
15,553,15,0.37908269631688674,0.0375,F2,400
14,567,14,0.3891591382904795,0.035,F2,400
13,580,13,0.3985406532314107,0.0325,F2,400
12,604,24,0.41139680333564976,0.03,F2,400
11,626,22,0.4273801250868659,0.0275,F2,400
10,636,10,0.438498957609451,0.025,F2,400
9,690,54,0.4607366226546213,0.0225,F2,400
8,730,40,0.49339819318971506,0.02,F2,400
7,772,42,0.5218902015288395,0.0175,F2,400
6,784,12,0.5406532314107019,0.015,F2,400
5,824,40,0.5587213342599027,0.0125,F2,400
4,868,44,0.5879082696316886,0.01,F2,400
3,940,72,0.6282140375260598,0.0075,F2,400
2,1052,112,0.6921473245309242,0.005,F2,400
1,1439,387,0.8655316191799861,0.0025,F2,400
79,79,79,0.02631578947368421,0.1975,F3,400
51,130,51,0.06962025316455696,0.1275,F3,400
50,180,50,0.10326449033977349,0.125,F3,400
43,223,43,0.13424383744170554,0.1075,F3,400
37,260,37,0.1608927381745503,0.0925,F3,400
32,292,32,0.1838774150566289,0.08,F3,400
31,323,31,0.20486342438374416,0.0775,F3,400
29,352,29,0.22485009993337776,0.0725,F3,400
24,424,72,0.25849433710859426,0.06,F3,400
21,445,21,0.2894736842105263,0.0525,F3,400
18,481,36,0.3084610259826782,0.045,F3,400
16,497,16,0.3257828114590273,0.04,F3,400
14,511,14,0.3357761492338441,0.035,F3,400
12,523,12,0.34443704197201863,0.03,F3,400
11,534,11,0.3520986009327115,0.0275,F3,400
10,554,20,0.3624250499666889,0.025,F3,400
9,590,36,0.3810792804796802,0.0225,F3,400
8,646,56,0.4117255163224517,0.02,F3,400
7,695,49,0.4467021985343105,0.0175,F3,400
6,749,54,0.4810126582278481,0.015,F3,400
5,824,75,0.5239840106595602,0.0125,F3,400
4,896,72,0.5729513657561626,0.01,F3,400
3,1034,138,0.64290473017988,0.0075,F3,400
2,1164,130,0.7321785476349101,0.005,F3,400
1,1501,337,0.8877415056628915,0.0025,F3,400
246,246,246,0.0488482922954726,0.615,I1,400
109,355,109,0.11934074662430501,0.2725,I1,400
99,454,99,0.16064336775218427,0.2475,I1,400
97,551,97,0.19956314535345512,0.2425,I1,400
70,621,70,0.23272438443208895,0.175,I1,400
51,672,51,0.2567513899920572,0.1275,I1,400
48,720,48,0.2764098490865767,0.12,I1,400
45,765,45,0.2948768864177919,0.1125,I1,400
42,849,84,0.3204924543288324,0.105,I1,400
39,888,39,0.3449166004765687,0.0975,I1,400
38,926,38,0.3602065131056394,0.095,I1,400
37,963,37,0.375099285146942,0.0925,I1,400
35,998,35,0.38939634630659253,0.0875,I1,400
34,1032,34,0.40309769658459094,0.085,I1,400
27,1059,27,0.4152104845115171,0.0675,I1,400
22,1103,44,0.4293089753772836,0.055,I1,400
21,1145,42,0.44638602065131056,0.0525,I1,400
20,1185,40,0.46266878474980144,0.05,I1,400
19,1223,38,0.4781572676727562,0.0475,I1,400
18,1241,18,0.4892772041302621,0.045,I1,400
16,1257,16,0.4960285941223193,0.04,I1,400
15,1272,15,0.5021842732327244,0.0375,I1,400
14,1328,56,0.5162827640984908,0.035,I1,400
12,1400,72,0.5416997617156474,0.03,I1,400
10,1430,30,0.561953931691819,0.025,I1,400
9,1493,63,0.5804209690230342,0.0225,I1,400
8,1581,88,0.6104050833995235,0.02,I1,400
7,1630,49,0.6376092136616363,0.0175,I1,400
6,1720,90,0.6652104845115171,0.015,I1,400
5,1785,65,0.6959888800635425,0.0125,I1,400
4,1873,88,0.7263701350277998,0.01,I1,400
3,2008,135,0.7706513105639397,0.0075,I1,400
2,2168,160,0.82922954725973,0.005,I1,400
1,2518,350,0.9305003971405877,0.0025,I1,400
387,387,387,0.056578947368421055,0.9675,I2,400
211,598,211,0.1440058479532164,0.5275,I2,400
190,788,190,0.2026315789473684,0.475,I2,400
171,959,171,0.2554093567251462,0.4275,I2,400
127,1086,127,0.2989766081871345,0.3175,I2,400
122,1208,122,0.33538011695906433,0.305,I2,400
121,1329,121,0.370906432748538,0.3025,I2,400
118,1447,118,0.4058479532163743,0.295,I2,400
105,1552,105,0.4384502923976608,0.2625,I2,400
102,1654,102,0.46871345029239764,0.255,I2,400
98,1752,98,0.497953216374269,0.245,I2,400
89,1841,89,0.5252923976608187,0.2225,I2,400
86,1927,86,0.5508771929824562,0.215,I2,400
76,2003,76,0.5745614035087719,0.19,I2,400
67,2070,67,0.5954678362573099,0.1675,I2,400
66,2136,66,0.6149122807017544,0.165,I2,400
57,2193,57,0.6328947368421053,0.1425,I2,400
53,2246,53,0.6489766081871345,0.1325,I2,400
51,2297,51,0.6641812865497077,0.1275,I2,400
50,2347,50,0.6789473684210526,0.125,I2,400
49,2396,49,0.6934210526315789,0.1225,I2,400
46,2442,46,0.7073099415204679,0.115,I2,400
44,2486,44,0.7204678362573099,0.11,I2,400
40,2526,40,0.7327485380116959,0.1,I2,400
37,2563,37,0.7440058479532163,0.0925,I2,400
29,2621,58,0.7578947368421053,0.0725,I2,400
24,2669,48,0.7733918128654971,0.06,I2,400
20,2689,20,0.7833333333333333,0.05,I2,400
18,2743,54,0.7941520467836257,0.045,I2,400
17,2794,51,0.8095029239766082,0.0425,I2,400
16,2842,48,0.8239766081871345,0.04,I2,400
15,2857,15,0.833187134502924,0.0375,I2,400
14,2885,28,0.8394736842105263,0.035,I2,400
13,2898,13,0.8454678362573099,0.0325,I2,400
12,2910,12,0.8491228070175438,0.03,I2,400
11,2932,22,0.854093567251462,0.0275,I2,400
10,2972,40,0.8631578947368421,0.025,I2,400
9,3008,36,0.8742690058479532,0.0225,I2,400
8,3024,16,0.8818713450292398,0.02,I2,400
7,3038,14,0.8862573099415205,0.0175,I2,400
6,3056,18,0.8909356725146199,0.015,I2,400
5,3086,30,0.8979532163742691,0.0125,I2,400
4,3122,36,0.9076023391812865,0.01,I2,400
3,3161,39,0.9185672514619883,0.0075,I2,400
2,3241,80,0.9359649122807018,0.005,I2,400
1,3420,179,0.9738304093567252,0.0025,I2,400
133,133,133,0.024041937816341286,0.3325,I3,400
76,209,76,0.06182212581344902,0.19,I3,400
70,279,70,0.08821402747650037,0.175,I3,400
61,340,61,0.1118944323933478,0.1525,I3,400
58,398,58,0.1334056399132321,0.145,I3,400
57,455,57,0.1541937816341287,0.1425,I3,400
55,510,55,0.17443962400578453,0.1375,I3,400
50,560,50,0.19342010122921185,0.125,I3,400
43,603,43,0.21023138105567607,0.1075,I3,400
39,642,39,0.22505422993492408,0.0975,I3,400
36,678,36,0.2386117136659436,0.09,I3,400
35,713,35,0.2514461315979754,0.0875,I3,400
33,746,33,0.26373825018076646,0.0825,I3,400
31,777,31,0.2753073029645698,0.0775,I3,400
30,837,60,0.2917570498915401,0.075,I3,400
29,924,87,0.3183297180043384,0.0725,I3,400
28,952,28,0.339117859725235,0.07,I3,400
27,979,27,0.34906001446131596,0.0675,I3,400
26,1005,26,0.3586406362979031,0.065,I3,400
25,1030,25,0.3678597252349964,0.0625,I3,400
24,1054,24,0.3767172812725958,0.06,I3,400
23,1077,23,0.3852133044107014,0.0575,I3,400
22,1121,44,0.3973246565437455,0.055,I3,400
21,1142,21,0.4090744757772957,0.0525,I3,400
20,1162,20,0.4164859002169197,0.05,I3,400
19,1181,19,0.4235357917570499,0.0475,I3,400
18,1217,36,0.4334779464931309,0.045,I3,400
17,1234,17,0.443058568329718,0.0425,I3,400
16,1282,48,0.45480838756326825,0.04,I3,400
14,1324,42,0.47107736804049166,0.035,I3,400
13,1363,39,0.48571945046999276,0.0325,I3,400
12,1387,24,0.4971077368040492,0.03,I3,400
11,1453,66,0.5133767172812725,0.0275,I3,400
10,1513,60,0.5361532899493854,0.025,I3,400
9,1531,18,0.5502530730296457,0.0225,I3,400
8,1595,64,0.5650759219088937,0.02,I3,400
7,1679,84,0.5918293564714389,0.0175,I3,400
6,1811,132,0.6308749096167752,0.015,I3,400
5,1886,75,0.668293564714389,0.0125,I3,400
4,1970,84,0.6970354302241504,0.01,I3,400
3,2078,108,0.7317425885755604,0.0075,I3,400
2,2268,190,0.7856109906001446,0.005,I3,400
1,2766,498,0.9099783080260304,0.0025,I3,400
107,107,107,0.03460543337645537,0.2675,U1,400
80,187,80,0.09508408796895214,0.2,U1,400
76,263,76,0.14553686934023286,0.19,U1,400
57,320,57,0.18855109961190167,0.1425,U1,400
32,352,32,0.21733505821474774,0.08,U1,400
29,381,29,0.2370633893919793,0.0725,U1,400
25,431,50,0.2626131953428202,0.0625,U1,400
21,452,21,0.2855756791720569,0.0525,U1,400
20,532,80,0.3182406209573092,0.05,U1,400
19,570,38,0.3564036222509702,0.0475,U1,400
18,624,54,0.38615782664941783,0.045,U1,400
16,688,64,0.4243208279430789,0.04,U1,400
15,718,30,0.45472186287192756,0.0375,U1,400
14,746,28,0.47347994825355755,0.035,U1,400
13,785,39,0.49514877102199223,0.0325,U1,400
12,845,60,0.5271668822768435,0.03,U1,400
11,856,11,0.5501293661060802,0.0275,U1,400
9,919,63,0.5740620957309185,0.0225,U1,400
8,951,32,0.6047865459249676,0.02,U1,400
7,1e3,49,0.6309831824062095,0.0175,U1,400
6,1036,36,0.6584734799482536,0.015,U1,400
5,1081,45,0.6846701164294955,0.0125,U1,400
4,1145,64,0.7199223803363519,0.01,U1,400
3,1247,102,0.7736093143596378,0.0075,U1,400
2,1325,78,0.8318240620957309,0.005,U1,400
1,1546,221,0.9285252263906857,0.0025,U1,400
97,97,97,0.023452611218568665,0.2425,U2,400
75,172,75,0.06503868471953578,0.1875,U2,400
41,213,41,0.09308510638297872,0.1025,U2,400
36,285,72,0.12040618955512572,0.09,U2,400
35,320,35,0.14627659574468085,0.0875,U2,400
31,382,62,0.16972920696324953,0.0775,U2,400
30,412,30,0.19197292069632496,0.075,U2,400
26,464,52,0.21179883945841393,0.065,U2,400
25,539,75,0.24250483558994199,0.0625,U2,400
24,611,72,0.27804642166344296,0.06,U2,400
22,633,22,0.30077369439071566,0.055,U2,400
21,675,42,0.316247582205029,0.0525,U2,400
19,694,19,0.3309961315280464,0.0475,U2,400
17,728,34,0.34381044487427465,0.0425,U2,400
16,760,32,0.3597678916827853,0.04,U2,400
15,790,30,0.37475822050290136,0.0375,U2,400
14,818,28,0.38878143133462284,0.035,U2,400
13,844,26,0.4018375241779497,0.0325,U2,400
12,880,36,0.41682785299806574,0.03,U2,400
11,935,55,0.43882978723404253,0.0275,U2,400
10,975,40,0.46179883945841393,0.025,U2,400
9,1038,63,0.4867021276595745,0.0225,U2,400
8,1086,48,0.5135396518375241,0.02,U2,400
7,1142,56,0.5386847195357833,0.0175,U2,400
6,1238,96,0.5754352030947776,0.015,U2,400
5,1303,65,0.6143617021276596,0.0125,U2,400
4,1407,104,0.6552224371373307,0.01,U2,400
3,1491,84,0.7006769825918762,0.0075,U2,400
2,1635,144,0.7558027079303675,0.005,U2,400
1,2068,433,0.8953094777562862,0.0025,U2,400
123,123,123,0.03431919642857143,0.3075,U3,400
114,237,114,0.10044642857142858,0.285,U3,400
86,323,86,0.15625,0.215,U3,400
82,405,82,0.203125,0.205,U3,400
47,452,47,0.23911830357142858,0.1175,U3,400
39,491,39,0.2631138392857143,0.0975,U3,400
34,525,34,0.28348214285714285,0.085,U3,400
30,555,30,0.3013392857142857,0.075,U3,400
28,583,28,0.31752232142857145,0.07,U3,400
24,607,24,0.33203125,0.06,U3,400
22,629,22,0.34486607142857145,0.055,U3,400
21,692,63,0.3685825892857143,0.0525,U3,400
20,712,20,0.39174107142857145,0.05,U3,400
17,729,17,0.40206473214285715,0.0425,U3,400
16,761,32,0.41573660714285715,0.04,U3,400
15,821,60,0.44140625,0.0375,U3,400
14,863,42,0.46986607142857145,0.035,U3,400
13,876,13,0.48521205357142855,0.0325,U3,400
12,888,12,0.4921875,0.03,U3,400
11,943,55,0.5108816964285714,0.0275,U3,400
10,983,40,0.5373883928571429,0.025,U3,400
9,1028,45,0.5611049107142857,0.0225,U3,400
8,1052,24,0.5803571428571429,0.02,U3,400
7,1087,35,0.5968191964285714,0.0175,U3,400
6,1129,42,0.6183035714285714,0.015,U3,400
5,1194,65,0.6481584821428571,0.0125,U3,400
4,1258,64,0.6841517857142857,0.01,U3,400
3,1354,96,0.7287946428571429,0.0075,U3,400
2,1482,128,0.7912946428571429,0.005,U3,400
1,1792,310,0.9135044642857143,0.0025,U3,400
208,208,208,0.05790645879732739,0.416,F1,500
124,332,124,0.15033407572383073,0.248,F1,500
53,385,53,0.19961024498886415,0.106,F1,500
45,430,45,0.22689309576837416,0.09,F1,500
44,474,44,0.2516703786191537,0.088,F1,500
41,515,41,0.27533407572383073,0.082,F1,500
35,550,35,0.2964922048997773,0.07,F1,500
32,582,32,0.3151447661469933,0.064,F1,500
26,608,26,0.33129175946547884,0.052,F1,500
24,632,24,0.34521158129175944,0.048,F1,500
22,654,22,0.35801781737193766,0.044,F1,500
21,675,21,0.36998886414253895,0.042,F1,500
20,695,20,0.3814031180400891,0.04,F1,500
18,731,36,0.3969933184855234,0.036,F1,500
17,782,51,0.4212138084632517,0.034,F1,500
16,798,16,0.4398663697104677,0.032,F1,500
15,828,30,0.4526726057906459,0.03,F1,500
14,842,14,0.46492204899777284,0.028,F1,500
12,854,12,0.47216035634743875,0.024,F1,500
11,865,11,0.47856347438752783,0.022,F1,500
10,925,60,0.4983296213808463,0.02,F1,500
9,979,54,0.5300668151447662,0.018,F1,500
8,1043,64,0.5629175946547884,0.016,F1,500
7,1099,56,0.5963251670378619,0.014,F1,500
6,1135,36,0.6219376391982183,0.012,F1,500
5,1180,45,0.6444877505567929,0.01,F1,500
4,1256,76,0.678173719376392,0.008,F1,500
3,1370,114,0.7310690423162584,0.006,F1,500
2,1486,116,0.7951002227171492,0.004,F1,500
1,1796,310,0.9136971046770601,0.002,F1,500
69,69,69,0.018997797356828192,0.138,F2,500
64,133,64,0.05561674008810573,0.128,F2,500
61,194,61,0.0900330396475771,0.122,F2,500
50,244,50,0.12059471365638766,0.1,F2,500
48,292,48,0.14757709251101322,0.096,F2,500
45,337,45,0.1731828193832599,0.09,F2,500
40,377,40,0.19658590308370044,0.08,F2,500
38,453,76,0.22852422907488987,0.076,F2,500
36,489,36,0.2593612334801762,0.072,F2,500
34,523,34,0.2786343612334802,0.068,F2,500
32,555,32,0.29680616740088106,0.064,F2,500
28,583,28,0.31332599118942733,0.056,F2,500
25,633,50,0.33480176211453744,0.05,F2,500
24,657,24,0.3551762114537445,0.048,F2,500
19,695,38,0.3722466960352423,0.038,F2,500
15,785,90,0.40748898678414097,0.03,F2,500
14,827,42,0.44383259911894274,0.028,F2,500
13,840,13,0.4589757709251101,0.026,F2,500
12,888,48,0.47577092511013214,0.024,F2,500
10,928,40,0.5,0.02,F2,500
9,964,36,0.5209251101321586,0.018,F2,500
8,1028,64,0.5484581497797357,0.016,F2,500
7,1063,35,0.575715859030837,0.014,F2,500
6,1081,18,0.5903083700440529,0.012,F2,500
5,1121,40,0.6062775330396476,0.01,F2,500
4,1157,36,0.6272026431718062,0.008,F2,500
3,1235,78,0.6585903083700441,0.006,F2,500
2,1379,144,0.7197136563876652,0.004,F2,500
1,1816,437,0.8796806167400881,0.002,F2,500
104,104,104,0.02704108164326573,0.208,F3,500
61,165,61,0.06994279771190848,0.122,F3,500
60,225,60,0.10140405616224649,0.12,F3,500
53,278,53,0.13078523140925638,0.106,F3,500
49,327,49,0.15730629225169007,0.098,F3,500
47,374,47,0.18226729069162767,0.094,F3,500
43,417,43,0.20566822672906918,0.086,F3,500
42,459,42,0.22776911076443057,0.084,F3,500
35,494,35,0.24778991159646385,0.07,F3,500
33,527,33,0.265470618824753,0.066,F3,500
29,556,29,0.28159126365054604,0.058,F3,500
26,608,52,0.30265210608424337,0.052,F3,500
20,628,20,0.3213728549141966,0.04,F3,500
19,647,19,0.33151326053042124,0.038,F3,500
15,662,15,0.3403536141445658,0.03,F3,500
14,676,14,0.34789391575663026,0.028,F3,500
13,715,39,0.36167446697867917,0.026,F3,500
12,739,24,0.3780551222048882,0.024,F3,500
11,805,66,0.4014560582423297,0.022,F3,500
10,815,10,0.42121684867394693,0.02,F3,500
9,905,90,0.44721788871554863,0.018,F3,500
8,945,40,0.48101924076963076,0.016,F3,500
7,1008,63,0.5078003120124805,0.014,F3,500
6,1062,54,0.5382215288611545,0.012,F3,500
5,1132,70,0.5704628185127405,0.01,F3,500
4,1200,68,0.6063442537701508,0.008,F3,500
3,1326,126,0.656786271450858,0.006,F3,500
2,1476,150,0.7285491419656787,0.004,F3,500
1,1923,447,0.8837753510140406,0.002,F3,500
295,295,295,0.04632537688442211,0.59,I1,500
137,432,137,0.1141645728643216,0.274,I1,500
133,565,133,0.1565640703517588,0.266,I1,500
121,686,121,0.19645100502512564,0.242,I1,500
94,780,94,0.23021356783919597,0.188,I1,500
79,859,79,0.25738065326633164,0.158,I1,500
57,973,114,0.2876884422110553,0.114,I1,500
54,1081,108,0.3225502512562814,0.108,I1,500
50,1131,50,0.3473618090452261,0.1,I1,500
48,1179,48,0.36275125628140703,0.096,I1,500
47,1226,47,0.37766959798994976,0.094,I1,500
46,1272,46,0.3922738693467337,0.092,I1,500
40,1312,40,0.4057788944723618,0.08,I1,500
29,1341,29,0.4166143216080402,0.058,I1,500
28,1369,28,0.4255653266331658,0.056,I1,500
26,1473,104,0.44629396984924624,0.052,I1,500
24,1521,48,0.47016331658291455,0.048,I1,500
21,1542,21,0.48099874371859297,0.042,I1,500
20,1562,20,0.48743718592964824,0.04,I1,500
19,1581,19,0.4935615577889447,0.038,I1,500
17,1649,68,0.5072236180904522,0.034,I1,500
16,1697,48,0.5254396984924623,0.032,I1,500
15,1742,45,0.5400439698492462,0.03,I1,500
14,1812,70,0.5581030150753769,0.028,I1,500
13,1851,39,0.5752198492462312,0.026,I1,500
12,1875,24,0.5851130653266332,0.024,I1,500
11,1930,55,0.5975188442211056,0.022,I1,500
10,2e3,70,0.6171482412060302,0.02,I1,500
9,2054,54,0.6366206030150754,0.018,I1,500
8,2118,64,0.6551507537688442,0.016,I1,500
7,2167,49,0.6728957286432161,0.014,I1,500
6,2233,66,0.6909547738693468,0.012,I1,500
5,2323,90,0.7154522613065326,0.01,I1,500
4,2435,112,0.7471733668341709,0.008,I1,500
3,2588,153,0.788787688442211,0.006,I1,500
2,2758,170,0.8395100502512562,0.004,I1,500
1,3184,426,0.9331030150753769,0.002,I1,500
479,479,479,0.05603649976602714,0.958,I2,500
263,742,263,0.14284043051006085,0.526,I2,500
243,985,243,0.20203556387459054,0.486,I2,500
220,1205,220,0.25620028076743095,0.44,I2,500
160,1365,160,0.30065512400561534,0.32,I2,500
156,1521,156,0.3376228357510529,0.312,I2,500
153,1827,306,0.3916705662143191,0.306,I2,500
133,1960,133,0.4430276087973795,0.266,I2,500
129,2089,129,0.47367805334581187,0.258,I2,500
122,2333,244,0.5173139915769771,0.244,I2,500
117,2450,117,0.5595460926532522,0.234,I2,500
91,2541,91,0.5838792700046794,0.182,I2,500
79,2620,79,0.6037669630322883,0.158,I2,500
78,2698,78,0.6221338324754329,0.156,I2,500
73,2771,73,0.6397987833411324,0.146,I2,500
65,2836,65,0.6559429106223678,0.13,I2,500
60,2896,60,0.670566214319139,0.12,I2,500
58,2954,58,0.684370613008891,0.116,I2,500
56,3066,112,0.7042583060364997,0.112,I2,500
54,3174,108,0.729995320542817,0.108,I2,500
44,3218,44,0.7477772578380908,0.088,I2,500
36,3290,72,0.7613476836686944,0.072,I2,500
34,3324,34,0.7737482452035563,0.068,I2,500
27,3351,27,0.7808844174075807,0.054,I2,500
23,3397,46,0.789424426766495,0.046,I2,500
22,3441,44,0.7999532054281703,0.044,I2,500
19,3498,57,0.8117688348151615,0.038,I2,500
18,3570,72,0.8268600842302293,0.036,I2,500
17,3621,51,0.8412494150678521,0.034,I2,500
16,3653,32,0.8509592887225081,0.032,I2,500
15,3668,15,0.8564576509124942,0.03,I2,500
14,3682,14,0.8598502573701451,0.028,I2,500
12,3694,12,0.8628919045390735,0.024,I2,500
11,3727,33,0.8681562938699111,0.022,I2,500
10,3747,20,0.8743565746373421,0.02,I2,500
9,3765,18,0.8788020589611605,0.018,I2,500
8,3805,40,0.8855872718764624,0.016,I2,500
7,3812,7,0.8910856340664483,0.014,I2,500
6,3854,42,0.8968179691155826,0.012,I2,500
5,3874,20,0.9040711277491811,0.01,I2,500
4,3918,44,0.9115582592419279,0.008,I2,500
3,3993,75,0.9254796443612541,0.006,I2,500
2,4095,102,0.9461862423958821,0.004,I2,500
1,4274,179,0.9790594291062237,0.002,I2,500
164,164,164,0.02437574316290131,0.328,I3,500
102,266,102,0.06391200951248514,0.204,I3,500
78,344,78,0.09066587395957194,0.156,I3,500
68,412,68,0.11236623067776456,0.136,I3,500
67,479,67,0.13243162901307967,0.134,I3,500
65,544,65,0.15205112960761,0.13,I3,500
64,608,64,0.17122473246135553,0.128,I3,500
63,671,63,0.1901010701545779,0.126,I3,500
56,727,56,0.2077883472057075,0.112,I3,500
44,815,88,0.22919143876337694,0.088,I3,500
42,857,42,0.24851367419738407,0.084,I3,500
41,939,82,0.26694411414982167,0.082,I3,500
40,1019,80,0.2910225921521998,0.08,I3,500
37,1130,111,0.3194114149821641,0.074,I3,500
34,1164,34,0.3409631391200951,0.068,I3,500
33,1197,33,0.3509215219976219,0.066,I3,500
31,1259,62,0.36504161712247324,0.062,I3,500
28,1287,28,0.37841854934601665,0.056,I3,500
26,1365,78,0.39417360285374553,0.052,I3,500
24,1413,48,0.4129013079667063,0.048,I3,500
23,1436,23,0.4234542211652794,0.046,I3,500
22,1458,22,0.43014268727705113,0.044,I3,500
21,1479,21,0.43653388822829964,0.042,I3,500
20,1499,20,0.44262782401902495,0.04,I3,500
19,1537,38,0.4512485136741974,0.038,I3,500
18,1573,36,0.4622473246135553,0.036,I3,500
17,1641,68,0.477705112960761,0.034,I3,500
16,1705,64,0.49732461355529134,0.032,I3,500
15,1750,45,0.513525564803805,0.03,I3,500
14,1792,42,0.5264565992865636,0.028,I3,500
13,1870,78,0.5442925089179548,0.026,I3,500
12,1882,12,0.5576694411414982,0.024,I3,500
11,1926,44,0.5659928656361475,0.022,I3,500
10,1966,40,0.5784780023781213,0.02,I3,500
9,2029,63,0.5937871581450654,0.018,I3,500
8,2069,40,0.6090963139120095,0.016,I3,500
7,2132,63,0.6244054696789536,0.014,I3,500
6,2210,78,0.6453626634958383,0.012,I3,500
5,2320,110,0.6733055885850179,0.01,I3,500
4,2424,104,0.7051129607609988,0.008,I3,500
3,2538,114,0.7375148632580262,0.006,I3,500
2,2774,236,0.7895362663495838,0.004,I3,500
1,3364,590,0.9123067776456599,0.002,I3,500
154,154,154,0.03958868894601542,0.308,U1,500
98,350,196,0.12956298200514138,0.196,U1,500
76,426,76,0.1994858611825193,0.152,U1,500
47,473,47,0.23110539845758354,0.094,U1,500
38,511,38,0.25295629820051413,0.076,U1,500
33,544,33,0.2712082262210797,0.066,U1,500
31,606,62,0.29562982005141386,0.062,U1,500
28,634,28,0.31876606683804626,0.056,U1,500
27,661,27,0.3329048843187661,0.054,U1,500
24,685,24,0.3460154241645244,0.048,U1,500
23,708,23,0.35809768637532136,0.046,U1,500
22,752,44,0.37532133676092544,0.044,U1,500
20,792,40,0.3969151670951157,0.04,U1,500
19,811,19,0.4120822622107969,0.038,U1,500
18,883,72,0.4354755784061697,0.036,U1,500
17,900,17,0.4583547557840617,0.034,U1,500
16,948,48,0.4750642673521851,0.032,U1,500
14,990,42,0.4982005141388175,0.028,U1,500
13,1016,26,0.515681233933162,0.026,U1,500
