partID,sum_MAUI,avg_MAUI,sum_UI95,avg_UI95,TypeItem
72490941,2.6704994252975736,0.5340998850595147,4,0.8,F2
72581549,10.763124822855461,0.6726953014284663,16,1,F2
72709560,1.2234555984555984,0.4078185328185328,1,0.3333333333333333,F2
72741472,1.0446428571428572,0.5223214285714286,2,1,F2
72778223,0.24686293436293436,0.24686293436293436,0,0,F2
72845561,2.9949837247225224,0.7487459311806306,3,0.75,F2
72870013,1.5754451942186276,0.3938612985546569,2,0.5,F2
72885845,6.944784608949008,0.6313440553590007,8,0.7272727272727273,F2
72963512,1.644052562054447,0.41101314051361176,2,0.5,F2
73039205,4.779443486110342,0.7965739143517236,5,0.8333333333333334,F2
73426887,3.8557094568744277,0.5508156366963468,4,0.5714285714285714,F2
73619889,3.912403474903475,0.7824806949806951,5,1,F2
73664187,2.656359511861397,0.44272658531023285,3,0.5,F2
73671363,3.8316646214391685,0.7663329242878337,4,0.8,F2
73786744,0.3035714285714286,0.1517857142857143,0,0,F2
73870017,3.7355740003688096,0.5336534286241157,5,0.7142857142857143,F2
73925488,0.6916023166023166,0.6916023166023166,1,1,F2
74038495,5.1272824540433,0.6409103067554125,6,0.75,F2
74550568,3.765559764585757,0.6275932940976262,4,0.6666666666666666,F2
74561594,7.9446558337125355,0.6111273718240412,10,0.7692307692307693,F2
74678619,3.56646786623544,0.59441131103924,4,0.6666666666666666,F2
74937829,3.7359655945820993,0.6226609324303499,5,0.8333333333333334,F2
75126407,0.7495173745173745,0.7495173745173745,1,1,F2
75324499,1.4401544401544402,0.4800514800514801,2,0.6666666666666666,F2
75410316,12.594491974982427,0.6628679986832856,16,0.8421052631578947,F2
75686319,4.359889683492287,0.622841383356041,6,0.8571428571428571,F2
75863363,1.3158783783783785,0.6579391891891893,2,1,F2
76165636,4.130112079061412,0.5162640098826765,5,0.625,F2
76192219,2.577594019892168,0.4295990033153613,4,0.6666666666666666,F2
76236786,2.263272200772201,0.7544240669240669,3,1,F2
76265545,5.809507313652573,0.7261884142065717,6,0.75,F2
76268713,1.35738416988417,0.45246138996138996,2,0.6666666666666666,F2
76322463,6.047723876527253,0.6047723876527253,7,0.7,F2
76490119,5.649832725608566,0.7062290907010708,7,0.875,F2
76579783,1.361003861003861,0.4536679536679537,2,0.6666666666666666,F2
76678765,4.371013432539425,0.7285022387565708,5,0.8333333333333334,F2
76736815,2.368786830864324,0.592196707716081,3,0.75,F2
77120420,3.1058980270145318,0.6211796054029064,4,0.8,F2
77289433,5.833939220591107,0.8334198886558725,7,1,F2
77293635,6.2727118030506,0.62727118030506,9,0.9,F2
77312657,2.8376557031161047,0.7094139257790262,4,1,F2
77313888,6.477570924579382,0.6477570924579382,8,0.8,F2
77492315,2.1376589019197483,0.5344147254799371,2,0.5,F2
77549066,1.8103281853281854,0.6034427284427284,3,1,F2
77566413,1.494449806949807,0.7472249034749034,2,1,F2
77726818,2.3569791947516987,0.5892447986879247,3,0.75,F2
77824374,4.358037585675992,0.6225767979537131,5,0.7142857142857143,F2
78038895,1.1563706563706564,0.5781853281853282,2,1,F2
78173104,7.538151431967253,0.5798578024590195,10,0.7692307692307693,F2
78385945,2.379343629343629,0.47586872586872586,4,0.8,F2
78738764,1.0386100386100385,0.3462033462033462,2,0.6666666666666666,F2
78887854,7.367359685726357,0.6139466404771964,9,0.75,F2
78968298,1.778812379408255,0.4447030948520638,2,0.5,F2
78999599,10.053915164266789,0.6283696977666743,12,0.75,F2
79180396,6.5739011682204715,0.5976273789291338,9,0.8181818181818182,F2
79242083,3.9618343204508255,0.6603057200751375,4,0.6666666666666666,F2
79290822,0.8921332046332047,0.8921332046332047,1,1,F2
79574885,1.2345559845559846,0.30863899613899615,2,0.5,F2
79585888,4.374635240807606,0.6249478915439438,5,0.7142857142857143,F2
79586808,1.3540202676852382,0.45134008922841273,1,0.3333333333333333,F2
79605323,15.949239499783907,0.6379695799913563,20,0.8,F2
79924556,2.0078143939169975,0.6692714646389991,3,1,F2
80092691,2.230583990480315,0.4461167980960629,3,0.6,F2
80174623,3.6628224453378264,0.6104704075563044,5,0.8333333333333334,F2
80187390,1.1788127413127414,0.5894063706563707,1,0.5,F2
80486290,1.5633565681547161,0.39083914203867903,2,0.5,F2
80502122,9.584144220646564,0.6845817300461832,13,0.9285714285714286,F2
80901119,1.1392374517374517,0.37974581724581724,1,0.3333333333333333,F2
80984008,1.5473117734767439,0.38682794336918597,1,0.25,F2
81003569,2.2769183442164924,0.5692295860541231,3,0.75,F2
81176314,1.121380308880309,0.3737934362934363,1,0.3333333333333333,F2
81441646,9.66356545703081,0.74335118900237,12,0.9230769230769231,F2
82547488,2.6156497652272583,0.5231299530454517,3,0.6,F2
82593660,4.996231889930665,0.5551368766589627,7,0.7777777777777778,F2
82597918,7.911167515420925,0.6592639596184104,9,0.75,F2
82689495,2.1925820437470143,0.5481455109367536,2,0.5,F2
82692701,1.7647200772200773,0.5882400257400258,3,1,F2
82952094,2.807179931691924,0.5614359863383849,4,0.8,F2
83170773,4.459073949963898,0.6370105642805569,6,0.8571428571428571,F2
83178834,2.148610382226887,0.5371525955567218,3,0.75,F2
83271381,1.3711534723184429,0.45705115743948094,1,0.3333333333333333,F2
83632428,0.7063223938223938,0.3531611969111969,1,0.5,F2
83724738,2.347556395059073,0.46951127901181466,3,0.6,F2
83730665,4.752284568692378,0.5940355710865473,6,0.75,F2
83867366,10.06800407051195,0.7191431478937108,14,1,F2
83890920,6.592451984436301,0.5493709987030251,8,0.6666666666666666,F2
84156806,11.306268840892844,0.7066418025558028,13,0.8125,F2
84650981,5.792444595636132,0.827492085090876,7,1,F2
84788990,8.369304657400534,0.6974420547833777,10,0.8333333333333334,F2
85272067,1.3847851395832875,0.4615950465277625,2,0.6666666666666666,F2
85502946,4.5334450008550435,0.7555741668091739,6,1,F2
85636664,3.058112972311906,0.6116225944623812,4,0.8,F2
85925584,0.09435328185328186,0.09435328185328186,0,0,F2
86441434,0.7495173745173745,0.7495173745173745,1,1,F2
86833718,6.972909065109429,0.7747676739010477,8,0.8888888888888888,F2
86839791,1.3847851395832875,0.4615950465277625,2,0.6666666666666666,F2
86851866,4.51014354533772,0.6443062207625314,6,0.8571428571428571,F2
86868358,8.31904392234689,0.6399264555651454,11,0.8461538461538461,F2
87105617,17.123322039414216,0.6585893092082391,22,0.8461538461538461,F2
87145597,4.020322505674371,0.5025403132092964,5,0.625,F2
87186123,3.2889575593493827,0.548159593224897,4,0.6666666666666666,F2
87236366,9.528592723364056,0.7329686710280044,11,0.8461538461538461,F2
87282590,3.1906370656370657,0.7976592664092664,4,1,F2
87459515,7.477872847919647,0.8308747608799608,9,1,F2
87764470,0.6510617760617761,0.6510617760617761,1,1,F2
88093652,4.042651097990925,0.5053313872488656,6,0.75,F2
88227507,0.17857142857142858,0.17857142857142858,0,0,F2
88330315,6.390358311840202,0.6390358311840202,8,0.8,F2
88535674,0.8921332046332047,0.8921332046332047,1,1,F2
88588876,7.009651134164307,0.6372410121967552,8,0.7272727272727273,F2
88980909,0.4864864864864865,0.4864864864864865,1,1,F2
89018364,9.892002712604977,0.6182501695378111,12,0.75,F2
89169457,1.263996138996139,0.42133204633204635,2,0.6666666666666666,F2
89221318,0.9622100628059386,0.4811050314029693,1,0.5,F2
89311397,3.2253861003861006,0.8063465250965252,4,1,F2
89977939,1.1149610280569038,0.3716536760189679,1,0.3333333333333333,F2
90023719,2.5337837837837838,0.8445945945945946,3,1,F2
90603839,2.2769183442164924,0.5692295860541231,3,0.75,F2
90679274,2.6181345604327086,0.43635576007211807,3,0.5,F2
90691091,0.2138030888030888,0.2138030888030888,0,0,F2
90764034,2.9339909482517945,0.5867981896503589,3,0.6,F2
90767434,5.412684003943006,0.6014093337714451,6,0.6666666666666666,F2
90804039,0.40685328185328185,0.40685328185328185,1,1,F2
91221220,7.42802113625951,0.6752746487508645,9,0.8181818181818182,F2
91336997,2.007480694980695,0.6691602316602316,3,1,F2
91397554,3.3509090413241114,0.6701818082648223,4,0.8,F2
91440481,0.28667953667953666,0.28667953667953666,0,0,F2
91819853,5.7990639692064665,0.6443404410229407,6,0.6666666666666666,F2
91907499,0.9622100628059386,0.4811050314029693,1,0.5,F2
91960124,6.4248695736899215,0.6424869573689921,7,0.7,F2
92098244,3.0501496518485856,0.6100299303697171,5,1,F2
92201888,2.3520752895752897,0.5880188223938224,3,0.75,F2
92372749,1.0200289575289576,0.34000965250965254,1,0.3333333333333333,F2
92438931,0.15275096525096524,0.15275096525096524,0,0,F2
92487237,0.6510617760617761,0.6510617760617761,1,1,F2
92682071,5.26314663717263,0.7518780910246614,6,0.8571428571428571,F2
92737249,0.4937258687258687,0.24686293436293436,0,0,F2
92906563,2.5635614141572898,0.42726023569288163,3,0.5,F2
92945127,7.819266100901134,0.6014820077616257,9,0.6923076923076923,F2
93370721,5.666580418622949,0.7083225523278687,7,0.875,F2
93415065,3.597678896877376,0.7195357793754752,4,0.8,F2
93564278,0.700927819701253,0.3504639098506265,1,0.5,F2
93776773,0.8921332046332047,0.8921332046332047,1,1,F2
93835574,2.59606353905363,0.519212707810726,3,0.6,F2
94087418,0.09435328185328186,0.09435328185328186,0,0,F2
94102823,4.4699540844497525,0.5587442605562191,6,0.75,F2
94290126,4.5075639139804515,0.5634454892475564,6,0.75,F2
94363814,4.191918256460787,0.5239897820575984,6,0.75,F2
94689850,3.92194489713586,0.6536574828559767,4,0.6666666666666666,F2
94742790,2.860473877088507,0.7151184692721267,3,0.75,F2
94949061,9.190844780462886,0.6564889128902062,12,0.8571428571428571,F2
95103515,1.2632722007722008,0.6316361003861004,2,1,F2
95328366,3.074516226134616,0.6149032452269232,4,0.8,F2
95401945,2.9963947850597554,0.49939913084329257,4,0.6666666666666666,F2
95860891,3.574346868258331,0.5957244780430552,4,0.6666666666666666,F2
95890516,5.232068557713692,0.6540085697142115,7,0.875,F2
96426580,4.43392533664257,0.738987556107095,6,1,F2
96924969,8.075494006153491,0.6729578338461243,11,0.9166666666666666,F2
97096867,0.6216216216216216,0.6216216216216216,1,1,F2
97148344,3.00306390508506,0.600612781017012,4,0.8,F2
97200111,14.763654704467815,0.7030311764032292,18,0.8571428571428571,F2
97649442,6.679429497854232,0.556619124821186,8,0.6666666666666666,F2
97710976,2.6812403449053153,0.6703100862263288,3,0.75,F2
97860649,6.708170590517649,0.7453522878352943,9,1,F2
97981326,2.278088441184317,0.5695221102960792,3,0.75,F2
98147545,0.9080598455598455,0.30268661518661516,2,0.6666666666666666,F2
98173903,5.526497620502418,0.5526497620502417,7,0.7,F2
98381390,3.8318773922547433,0.6386462320424572,5,0.8333333333333334,F2
98630759,18.99491833002928,0.730573781924203,25,0.9615384615384616,F2
98889977,0.9622100628059386,0.4811050314029693,1,0.5,F2
99024207,0.7859555984555985,0.39297779922779924,1,0.5,F2
99506979,3.1952966348391656,0.6390593269678331,4,0.8,F2
99567459,9.511093903312744,0.6340729268875163,11,0.7333333333333333,F2
99754236,0.7495173745173745,0.7495173745173745,1,1,F2
99925359,1.165057915057915,0.3883526383526384,1,0.3333333333333333,F2
10452422,4.569171847843096,0.5076857608714551,5,0.5555555555555556,F3
10463558,3.4557090819768153,0.691141816395363,4,0.8,F3
10669095,10.808088275478882,0.7720063053913487,14,1,F3
10796470,5.084706282806869,0.6355882853508587,7,0.875,F3
10856261,5.185548617305977,0.7407926596151395,7,1,F3
10904270,3.0681335501407876,0.6136267100281575,4,0.8,F3
10998955,8.557557235923408,0.6582736335325698,9,0.6923076923076923,F3
11010546,7.983193048674751,0.6652660873895626,10,0.8333333333333334,F3
11372951,3.0883480060871586,0.6176696012174316,4,0.8,F3
11609688,4.737765408596133,0.5922206760745167,6,0.75,F3
11631264,3.358637710462036,0.6717275420924073,5,1,F3
11708310,2.364406779661017,0.788135593220339,3,1,F3
11717897,8.04028060193724,0.67002338349477,10,0.8333333333333334,F3
12111018,0.11217662801070473,0.11217662801070473,0,0,F3
12138126,6.039971042169333,0.6039971042169334,9,0.9,F3
12157740,3.414030330842627,0.6828060661685255,4,0.8,F3
12211745,2.6929081177520073,0.897636039250669,3,1,F3
12418187,0.897636039250669,0.897636039250669,1,1,F3
12942582,3.9243613132039656,0.4905451641504957,5,0.625,F3
13079517,3.7570999394305487,0.6261833232384248,4,0.6666666666666666,F3
13131614,3.8907198110727568,0.6484533018454595,4,0.6666666666666666,F3
13461749,9.767324170119762,0.6511549446746508,15,1,F3
13488053,7.320928113392431,0.6655389193993119,9,0.8181818181818182,F3
13835981,7.87041685814578,0.7154924416496163,10,0.9090909090909091,F3
13946150,3.7504393703869003,0.6250732283978168,5,0.8333333333333334,F3
13966831,5.2697996101565145,0.6587249512695643,6,0.75,F3
14024491,0.0796164139161463,0.0796164139161463,0,0,F3
14585292,1.509458494811284,0.754729247405642,2,1,F3
14847519,0.1411685994647636,0.1411685994647636,0,0,F3
14903293,0.34433541480820695,0.34433541480820695,1,1,F3
15121427,7.437474274865821,0.6197895229054851,9,0.75,F3
15331938,4.731221260993225,0.7885368768322041,6,1,F3
15385771,4.143936639325111,0.6906561065541852,5,0.8333333333333334,F3
15437130,0.5651013005924931,0.1883671001974977,0,0,F3
15545914,10.063629890337715,0.591978228843395,14,0.8235294117647058,F3
15585840,1.527207850133809,0.7636039250669046,2,1,F3
15979710,1.0900953686106694,0.36336512287022316,1,0.3333333333333333,F3
16204381,3.946959537405986,0.6578265895676643,4,0.6666666666666666,F3
16283242,8.937026244698664,0.525707426158745,11,0.6470588235294118,F3
16509909,15.506774061456872,0.7048533664298577,21,0.9545454545454546,F3
16687093,3.2905887600356825,0.6581177520071365,4,0.8,F3
16824735,2.4969863696604286,0.8323287898868096,3,1,F3
16880593,4.143849615892637,0.6906416026487727,5,0.8333333333333334,F3
16906699,2.493755575379126,0.49875111507582515,4,0.8,F3
17116861,0.897636039250669,0.897636039250669,1,1,F3
17237155,2.505064306362718,0.35786632948038827,2,0.2857142857142857,F3
17359263,3.7565696872365235,0.626094947872754,5,0.8333333333333334,F3
17406806,0.3329616413916146,0.11098721379720487,0,0,F3
17523206,2.132807947999842,0.5332019869999605,2,0.5,F3
17853604,2.888426321483834,0.7221065803709585,3,0.75,F3
18449061,2.579331037647474,0.5158662075294947,4,0.8,F3
18513076,5.410099953860478,0.5410099953860479,7,0.7,F3
18598612,12.49844898930544,0.7352028817238494,15,0.8823529411764706,F3
18775629,6.954127732640949,0.5349329025108422,8,0.6153846153846154,F3
19013676,7.127023869320861,0.6479112608473511,9,0.8181818181818182,F3
19168921,10.602236128527915,0.706815741901861,15,1,F3
19296629,5.404103479036574,0.600455942115175,7,0.7777777777777778,F3
19557274,1.8037466547725245,0.4509366636931311,3,0.75,F3
19650161,7.931446162723823,0.6609538468936519,11,0.9166666666666666,F3
19862158,3.6215405068800717,0.603590084480012,5,0.8333333333333334,F3
19883708,0.760035682426405,0.25334522747546834,1,0.3333333333333333,F3
20038333,7.972672378824883,0.6643893649020736,10,0.8333333333333334,F3
20106780,12.327517605601969,0.6488167160843141,16,0.8421052631578947,F3
20151422,1.6400535236396077,0.5466845078798692,3,1,F3
20270169,2.5398106241818224,0.6349526560454556,3,0.75,F3
20501522,10.858127490059905,0.7238751660039937,14,0.9333333333333333,F3
20533087,7.177748180715796,0.7177748180715796,9,0.9,F3
20564348,1.010478954694523,0.5052394773472615,1,0.5,F3
20831211,2.7977224872547373,0.5595444974509475,3,0.6,F3
20831489,5.694198957316325,0.7117748696645406,7,0.875,F3
21157246,1.6921184875074866,0.3384236975014973,2,0.4,F3
21181806,13.165306177915689,0.5984230080870767,19,0.8636363636363636,F3
21713946,10.311651098068216,0.6874434065378812,14,0.9333333333333333,F3
21792846,3.7000845077783673,0.7400169015556735,4,0.8,F3
22264090,4.962769320962388,0.7089670458517697,6,0.8571428571428571,F3
22272054,5.910810107409326,0.8444014439156181,7,1,F3
22292741,0.11217662801070473,0.11217662801070473,0,0,F3
22445007,3.315529912668729,0.6631059825337458,5,1,F3
22837508,1.0098126672613739,0.5049063336306869,1,0.5,F3
23121994,2.5588760035682427,0.8529586678560809,3,1,F3
23480181,10.239359693075398,0.7313828352196713,13,0.9285714285714286,F3
23793463,3.475864966734797,0.6951729933469595,5,1,F3
23980141,11.84393415432162,0.592196707716081,15,0.75,F3
23985235,5.063946018924423,0.5626606687693804,5,0.5555555555555556,F3
24211189,12.460767844167531,0.7329863437745606,16,0.9411764705882353,F3
24316171,1.3686413097346657,0.45621376991155527,2,0.6666666666666666,F3
24436120,5.924534011628943,0.6582815568476602,7,0.7777777777777778,F3
24724915,6.671938558023531,0.7413265064470591,7,0.7777777777777778,F3
24802850,7.406801312250342,0.6733455738409402,9,0.8181818181818182,F3
25015829,2.7083880220191343,0.6770970055047836,3,0.75,F3
25033845,3.373993673695415,0.674798734739083,4,0.8,F3
25044406,4.628596350930194,0.7714327251550324,6,1,F3
25327766,9.776629227547868,0.6983306591105619,12,0.8571428571428571,F3
26048904,2.2351412867618885,0.4470282573523777,2,0.4,F3
26197707,12.691235242438118,0.6679597496020062,16,0.8421052631578947,F3
26458554,2.401015556041206,0.400169259340201,2,0.3333333333333333,F3
26534356,1.415700267618198,0.707850133809099,2,1,F3
26779935,3.9987344535181286,0.6664557422530215,5,0.8333333333333334,F3
27011024,6.958471430233714,0.6958471430233714,9,0.9,F3
27320564,2.204708793902038,0.3674514656503397,2,0.3333333333333333,F3
27411237,2.921800626597198,0.7304501566492995,4,1,F3
27560026,0.2823371989295272,0.1411685994647636,0,0,F3
27743780,8.20424386976556,0.7458403517968692,10,0.9090909090909091,F3
28081277,4.283238469898696,0.7138730783164493,6,1,F3
28288231,1.3577163247100803,0.45257210823669347,2,0.6666666666666666,F3
28599868,1.4487037539808747,0.4829012513269582,2,0.6666666666666666,F3
28671043,3.438893844781445,0.5731489741302409,5,0.8333333333333334,F3
28825165,5.151427472148415,0.6439284340185518,8,1,F3
28900889,4.605367547450914,0.7675612579084857,6,1,F3
28982752,4.09092133327024,0.5844173333243199,5,0.7142857142857143,F3
29091592,2.91971454058876,0.72992863514719,4,1,F3
29186730,2.5,0.625,4,1,F3
29630890,2.368786830864324,0.592196707716081,3,0.75,F3
29778056,6.803974912383537,0.6185431738530488,9,0.8181818181818182,F3
29856893,4.3627145162207395,0.6232449308886772,5,0.7142857142857143,F3
29895761,1.907448706512043,0.6358162355040142,2,0.6666666666666666,F3
29915985,5.854747941951269,0.7318434927439086,6,0.75,F3
30006367,9.52894935287054,0.6806392394907529,12,0.8571428571428571,F3
30043422,6.268088637662865,0.6964542930736517,9,1,F3
30211207,2.705604240557194,0.9018680801857313,3,1,F3
30291580,6.49380888906018,0.7215343210066867,8,0.8888888888888888,F3
30370553,0.606378233719893,0.606378233719893,1,1,F3
30519718,0.5379125780553078,0.5379125780553078,1,1,F3
30576094,2.6929081177520073,0.897636039250669,3,1,F3
30625736,0.897636039250669,0.897636039250669,1,1,F3
30631482,1.5793427193628875,0.7896713596814438,2,1,F3
31155613,3.0314451382694023,0.6062890276538805,4,0.8,F3
31678003,3.787397693662746,0.631232948943791,4,0.6666666666666666,F3
32262733,4.045096892142016,0.6741828153570028,4,0.6666666666666666,F3
32363935,5.560411856147395,0.6950514820184244,7,0.875,F3
32403350,2.571701792781287,0.8572339309270957,3,1,F3
32648968,9.289227353145792,0.6635162395104137,11,0.7857142857142857,F3
32695087,2.3523159205082202,0.47046318410164406,3,0.6,F3
32716418,1.5755802552870162,0.31511605105740326,1,0.2,F3
32723065,4.433355612339081,0.6333365160484402,5,0.7142857142857143,F3
32725290,2.9364805827114626,0.7341201456778657,3,0.75,F3
33169488,3.3164557611173597,0.4737793944453371,4,0.5714285714285714,F3
33602703,5.565562373672975,0.6956952967091219,8,1,F3
33737973,3.9240773647491296,0.5605824806784471,5,0.7142857142857143,F3
33876433,9.475147323457296,0.592196707716081,12,0.75,F3
34000848,0.1411685994647636,0.1411685994647636,0,0,F3
34007163,0.7827832292595897,0.3913916146297948,1,0.5,F3
34263940,1.1650312221231043,0.5825156110615521,2,1,F3
34315648,5.385816235504015,0.897636039250669,6,1,F3
34496562,7.337468297945361,0.7337468297945361,8,0.8,F3
34500041,5.1291921097528075,0.5699102344169786,5,0.5555555555555556,F3
34688696,11.405352114295686,0.633630673016427,15,0.8333333333333334,F3
34726473,6.161874126420079,0.6846526807133421,8,0.8888888888888888,F3
34728627,5.029554268959431,0.7185077527084901,6,0.8571428571428571,F3
35111401,3.857432117726386,0.5510617311037694,5,0.7142857142857143,F3
35343885,6.632362926480337,0.6029420842254852,9,0.8181818181818182,F3
35391234,0.0796164139161463,0.0796164139161463,0,0,F3
35523113,1.241971454058876,0.620985727029438,2,1,F3
35738256,1.1197591436217662,0.5598795718108831,2,1,F3
35742058,2.0041061308505346,0.5010265327126336,3,0.75,F3
35820728,2.1710526315789473,0.5427631578947368,4,1,F3
35835645,5.283927630176577,0.6604909537720721,8,1,F3
35874066,1.8695170008601112,0.4673792502150278,2,0.5,F3
36238848,2.476357634444746,0.6190894086111866,3,0.75,F3
36268477,1.608480167414815,0.40212004185370376,1,0.25,F3
36310889,1.5185102586975916,0.5061700862325305,2,0.6666666666666666,F3
36423008,2.805084745762712,0.701271186440678,3,0.75,F3
36618657,4.572190817469561,0.7620318029115934,5,0.8333333333333334,F3
36843691,4.488180196253345,0.897636039250669,5,1,F3
36875281,3.241059402858013,0.5401765671430022,3,0.5,F3
36946783,4.4707339108439825,0.6386762729777118,6,0.8571428571428571,F3
37240611,2.8853554644172816,0.4808925774028803,5,0.8333333333333334,F3
37480222,8.7795943580971,0.7981449416451909,11,1,F3
37515110,7.410168483683595,0.6175140403069663,8,0.6666666666666666,F3
37528422,6.359505579824497,0.5299587983187082,8,0.6666666666666666,F3
37572245,13.04028684054319,0.7244603800301772,16,0.8888888888888888,F3
37635052,5.324632154137061,0.7606617363052943,7,1,F3
37757151,3.948037466547725,0.6580062444246209,5,0.8333333333333334,F3
37792017,1.0464895847420985,0.5232447923710493,1,0.5,F3
37884711,5.945720681356073,0.5945720681356073,7,0.7,F3
38164284,5.816816649335621,0.6463129610372912,8,0.8888888888888888,F3
38661327,6.878973704606211,0.7643304116229124,8,0.8888888888888888,F3
38905481,3.0031979808843388,0.5005329968140565,4,0.6666666666666666,F3
39040616,1.4440204355152189,0.3610051088788047,1,0.25,F3
39201537,0.897636039250669,0.897636039250669,1,1,F3
39203413,10.30470165894443,0.6869801105962954,15,1,F3
39292371,2.8903009480999753,0.7225752370249938,4,1,F3
39495925,5.53260099528659,0.6147334439207323,6,0.6666666666666666,F3
39619411,8.574262658745607,0.7145218882288005,10,0.8333333333333334,F3
39768787,9.58900333424989,0.5993127083906181,11,0.6875,F3
40082831,10.516025617626525,0.701068374508435,13,0.8666666666666667,F3
40090435,5.429106939399489,0.6786383674249361,6,0.75,F3
40281367,4.838947629272465,0.5376608476969406,5,0.5555555555555556,F3
40320712,1.3487854723891517,0.6743927361945758,2,1,F3
40408823,2.201493860767514,0.5503734651918785,2,0.5,F3
40418054,4.165674480078412,0.5207093100098015,5,0.625,F3
40435244,4.068948020409697,0.6781580034016161,4,0.6666666666666666,F3
40542519,1.1586662127528033,0.3862220709176011,1,0.3333333333333333,F3
40573434,0.6266534861411104,0.20888449538037013,0,0,F3
40694233,7.586016671669945,0.5835397439746112,10,0.7692307692307693,F3
41084249,4.566167436222348,0.5707709295277935,6,0.75,F3
41270529,2.97078501338091,0.7426962533452275,4,1,F3
41328523,0.61752899197145406,0.30876449598572703,1,0.5,F3
41374261,2.4214959038470654,0.6053739759617663,3,0.75,F3
41460551,2.8247100802854597,0.5649420160570919,4,0.8,F3
41474847,6.949228733834094,0.6949228733834094,9,0.9,F3
41490870,2.805084745762712,0.701271186440678,3,0.75,F3
41617876,3.5191282016557577,0.5865213669426262,5,0.8333333333333334,F3
41654252,4.898915218409331,0.6123644023011664,7,0.875,F3
41752824,4.0357081882844135,0.6726180313807355,5,0.8333333333333334,F3
41895884,5.117387468253387,0.5685986075837096,7,0.7777777777777778,F3
41899734,1.8710972346119537,0.6236990782039845,2,0.6666666666666666,F3
41939487,4.993449122148085,0.6241811402685106,5,0.625,F3
41977405,5.898302326683819,0.7372877908354774,7,0.875,F3
42072154,2.917927661206566,0.5835855322413132,3,0.6,F3
42159172,2.419137352973639,0.6047843382434097,4,1,F3
42231924,4.819729526224705,0.6885327894606722,6,0.8571428571428571,F3
42625283,5.041485655143306,0.7202122364490436,6,0.8571428571428571,F3
42707260,0.1411685994647636,0.1411685994647636,0,0,F3
43056996,2.718388783420558,0.5436777566841116,3,0.6,F3
43379656,1.6328979107619845,0.27214965179366407,2,0.3333333333333333,F3
43892492,10.757284102688008,0.6723302564180005,13,0.8125,F3
44471383,1.51571349196779,0.757856745983895,2,1,F3
44695948,2.2592327215843087,0.45184654431686166,2,0.4,F3
44729208,11.910995834069269,0.6617219907816261,18,1,F3
44916592,0.5379125780553078,0.5379125780553078,1,1,F3
45141465,0.11217662801070473,0.11217662801070473,0,0,F3
45252340,1.795272078501338,0.897636039250669,2,1,F3
45404069,5.732699728099634,0.7165874660124543,8,1,F3
45706401,3.063435979222527,0.5105726632037545,4,0.6666666666666666,F3
45795169,7.419121533829497,0.5707016564484229,8,0.6153846153846154,F3
45825541,2.710077527397467,0.5420155054794934,4,0.8,F3
46162700,1.6443826696551733,0.8221913348275867,2,1,F3
46404173,2.953938291254141,0.5907876582508282,3,0.6,F3
46419345,7.586536337349968,0.6896851215772698,9,0.8181818181818182,F3
46725413,6.131076597109701,0.7663845746387127,8,1,F3
46726662,0.39473684210526316,0.39473684210526316,1,1,F3
46809593,3.357482034196282,0.5595803390327136,3,0.5,F3
47077487,1.4053324796679953,0.4684441598893318,2,0.6666666666666666,F3
47138507,6.282844319270057,0.6980938132522285,8,0.8888888888888888,F3
47224003,12.32961519532735,0.7252714820780793,17,1,F3
47574555,2.926164747895872,0.48769412464931194,3,0.5,F3
48161169,3.349023567721361,0.4186279459651701,3,0.375,F3
48190565,3.4047552920528745,0.5674592153421457,4,0.6666666666666666,F3
48307609,2.148971372178912,0.537242843044728,3,0.75,F3
49295397,14.800248683481534,0.704773746832454,20,0.9523809523809523,F3
49420792,16.58150781605027,0.592196707716081,21,0.75,F3
49730510,16.272679270056525,0.6258722796175586,21,0.8076923076923077,F3
50270483,3.8956485222685355,0.5565212174669336,5,0.7142857142857143,F3
50802090,6.71975053863005,0.6719750538630049,9,0.9,F3
51112041,2.6508606819767104,0.3786943831395301,3,0.42857142857142855,F3
51142382,1.5930700541013685,0.3982675135253421,1,0.25,F3
51279120,0.7031668153434434,0.7031668153434434,1,1,F3
51455126,2.475753923953206,0.30946924049415075,4,0.5,F3
51720442,0.1411685994647636,0.1411685994647636,0,0,F3
51772879,2.201493860767514,0.5503734651918785,2,0.5,F3
52063756,4.727164626889218,0.6753092324127454,6,0.8571428571428571,F3
52071394,3.5000918578799727,0.8750229644699932,4,1,F3
52205728,2.578661657117617,0.42977694285293616,3,0.5,F3
52222534,1.2262099218499753,0.6131049609249877,2,1,F3
52328683,4.794815391897969,0.6849736274139956,6,0.8571428571428571,F3
52433601,2.6929081177520073,0.897636039250669,3,1,F3
52549848,0.32136485280999105,0.32136485280999105,0,0,F3
52666535,5.398642024717058,0.8997736707861764,6,1,F3
53012296,9.228980661560211,0.659212904397158,12,0.8571428571428571,F3
53207172,14.556765790747912,0.6329028604673005,20,0.8695652173913043,F3
53304966,4.196908976387318,0.5995584251981884,5,0.7142857142857143,F3
53562916,3.17232462656858,0.6344649253137159,4,0.8,F3
53589460,2.3418822479928636,0.4683764495985727,3,0.6,F3
53806604,3.1271186440677967,0.7817796610169492,4,1,F3
53900916,0.7642729705619982,0.3821364852809991,1,0.5,F3
